Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHJ_M_R
1518,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1519,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
1520,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1521,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1522,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1523,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1524,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1525,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1526,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1527,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1528,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1529,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1530,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1531,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1532,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1533,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1534,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1535,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1536,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Cropland
1537,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1538,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1539,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1540,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1541,Water,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1542,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
1543,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1544,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1545,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1546,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1547,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1548,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1549,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1550,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
1551,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1552,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1553,Water,NULL,Wetland,NULL,Wetland,NULL,Cropland
1554,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1555,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
1556,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up
1557,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1558,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1559,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1560,Water,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
1561,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1562,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1563,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1564,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1565,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1566,Water,NULL,Wetland,Water,Wetland,NULL,Cropland
1567,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
1568,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1569,Water,NULL,Wetland,Water,Wetland,NULL,Water
1570,Water,NULL,Wetland,Water,Wetland,NULL,Forest
1571,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1572,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1573,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water
1574,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1575,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1576,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1577,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1578,Water,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1579,Water,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1580,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water
1581,Water,NULL,Bareland,Water,Non_Wetland,NULL,Forest
1582,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
1583,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1584,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1585,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1586,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water
1587,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1588,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1589,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1590,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1591,Water,NULL,Water,NULL,Water,NULL,Grassland
1592,Water,NULL,Water,NULL,Water,NULL,Wetland
1593,Water,NULL,Water,NULL,Water,NULL,Water
1594,Water,NULL,Water,NULL,Water,NULL,Forest
1595,Water,NULL,Water,Non_Water,Water,NULL,Grassland
1596,Water,NULL,Water,Non_Water,Water,NULL,Wetland
1597,Water,NULL,Water,Non_Water,Water,NULL,Water
1598,Water,NULL,Water,Non_Water,Water,NULL,Forest
1599,Water,NULL,Water,Water,Water,NULL,Grassland
1600,Water,NULL,Water,Water,Water,NULL,Wetland
1601,Water,NULL,Water,Water,Water,NULL,Bareland
1602,Water,NULL,Water,Water,Water,NULL,Water
1603,Water,NULL,Water,Water,Water,NULL,Forest
1604,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1605,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1606,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1607,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
1608,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1609,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1610,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1611,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1612,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1613,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1614,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
1615,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
1616,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland
1617,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1618,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1619,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1620,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1621,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
1622,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1623,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
1624,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1625,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1626,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
1627,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1628,Water,Cropland,Wetland,NULL,Wetland,NULL,Forest
1629,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
1630,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
1631,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland
1632,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland
1633,Water,Cropland,Wetland,Water,Wetland,NULL,Bareland
1634,Water,Cropland,Wetland,Water,Wetland,NULL,Water
1635,Water,Cropland,Wetland,Water,Wetland,NULL,Forest
1636,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1637,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland
1638,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland
1639,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Bareland
1640,Water,Cropland,Water,Water,Water,NULL,Wetland
1641,Water,Cropland,Water,Water,Water,NULL,Water
1642,Water,Cropland,Water,Water,Water,NULL,Forest
1643,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1644,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1645,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1646,Water,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
1647,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1648,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1649,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1650,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1651,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1652,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1653,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1654,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1655,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1656,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1657,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1658,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1659,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1660,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1661,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1662,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1663,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1664,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1665,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1666,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1667,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1668,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
1669,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1670,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1671,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1672,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
1673,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1674,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1675,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
1676,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1677,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1678,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1679,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1680,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1681,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
1682,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1683,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1684,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1685,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1686,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
1687,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
1688,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1689,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1690,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
1691,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1692,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1693,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
1694,Water,Wetland,Wetland,Water,Wetland,NULL,Cropland
1695,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
1696,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland
1697,Water,Wetland,Wetland,Water,Wetland,NULL,Water
1698,Water,Wetland,Wetland,Water,Wetland,NULL,Forest
1699,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1700,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
1701,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1702,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Forest
1703,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
1704,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Bareland
1705,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Water
1706,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Forest
1707,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
1708,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1709,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1710,Water,Wetland,Built-up,Water,Non_Wetland,NULL,Grassland
1711,Water,Wetland,Built-up,Water,Non_Wetland,NULL,Forest
1712,Water,Wetland,Water,NULL,Water,NULL,Grassland
1713,Water,Wetland,Water,NULL,Water,NULL,Wetland
1714,Water,Wetland,Water,NULL,Water,NULL,Water
1715,Water,Wetland,Water,NULL,Water,NULL,Forest
1716,Water,Wetland,Water,Non_Water,Water,NULL,Grassland
1717,Water,Wetland,Water,Non_Water,Water,NULL,Wetland
1718,Water,Wetland,Water,Non_Water,Water,NULL,Water
1719,Water,Wetland,Water,Non_Water,Water,NULL,Forest
1720,Water,Wetland,Water,Water,Water,NULL,Grassland
1721,Water,Wetland,Water,Water,Water,NULL,Wetland
1722,Water,Wetland,Water,Water,Water,NULL,Bareland
1723,Water,Wetland,Water,Water,Water,NULL,Water
1724,Water,Wetland,Water,Water,Water,NULL,Forest
1725,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1726,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1727,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1728,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1729,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1730,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1731,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1732,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1733,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1734,Water,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1735,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1736,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water
1737,Water,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1738,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1739,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1740,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1741,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1742,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1743,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1744,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1745,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1746,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1747,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1748,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1749,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1750,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1751,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1752,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1753,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1754,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1755,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1756,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1757,Water,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1758,Water,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1759,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
1760,Water,Bareland,Wetland,NULL,Wetland,NULL,Forest
1761,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1762,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1763,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1764,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1765,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1766,Water,Bareland,Wetland,Water,Wetland,NULL,Grassland
1767,Water,Bareland,Wetland,Water,Wetland,NULL,Wetland
1768,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland
1769,Water,Bareland,Wetland,Water,Wetland,NULL,Water
1770,Water,Bareland,Wetland,Water,Wetland,NULL,Forest
1771,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1772,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1773,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Forest
1774,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1775,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1776,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1777,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up
1778,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
1779,Water,Bareland,Water,NULL,Water,NULL,Grassland
1780,Water,Bareland,Water,NULL,Water,NULL,Water
1781,Water,Bareland,Water,NULL,Water,NULL,Forest
1782,Water,Bareland,Water,Non_Water,Water,NULL,Grassland
1783,Water,Bareland,Water,Non_Water,Water,NULL,Bareland
1784,Water,Bareland,Water,Non_Water,Water,NULL,Water
1785,Water,Bareland,Water,Non_Water,Water,NULL,Forest
1786,Water,Bareland,Water,Water,Water,NULL,Grassland
1787,Water,Bareland,Water,Water,Water,NULL,Wetland
1788,Water,Bareland,Water,Water,Water,NULL,Bareland
1789,Water,Bareland,Water,Water,Water,NULL,Water
1790,Water,Bareland,Water,Water,Water,NULL,Forest
1791,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1792,Water,Bareland,Forest,Water,Non_Wetland,NULL,Water
1793,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1794,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1795,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1796,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
1797,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1798,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
1799,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1800,Water,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland
1801,Water,Built-up,Grassland,Water,Non_Wetland,NULL,Forest
1802,Water,Built-up,Wetland,NULL,Wetland,NULL,Grassland
1803,Water,Built-up,Wetland,NULL,Wetland,NULL,Forest
1804,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
1805,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water
1806,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
1807,Water,Built-up,Wetland,Water,Wetland,NULL,Grassland
1808,Water,Built-up,Wetland,Water,Wetland,NULL,Water
1809,Water,Built-up,Wetland,Water,Wetland,NULL,Forest
1810,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1811,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
1812,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Forest
1813,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1814,Water,Built-up,Forest,Water,Non_Wetland,NULL,Forest
1815,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1816,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
1817,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest
1818,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water
1819,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
1820,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland
1821,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland
1822,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland
1823,Water,Water,NULL,Water,Non_Wetland,NULL,Water
1824,Water,Water,NULL,Water,Non_Wetland,NULL,Forest
1825,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1826,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1827,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1828,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up
1829,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1830,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1831,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1832,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1833,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1834,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1835,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1836,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1837,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1838,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1839,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
1840,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1841,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1842,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1843,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1844,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
1845,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1846,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1847,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1848,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1849,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1850,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1851,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1852,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1853,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1854,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
1855,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
1856,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1857,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1858,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
1859,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1860,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1861,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1862,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1863,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1864,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1865,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1866,Water,Water,Cropland,Water,Non_Wetland,NULL,Water
1867,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest
1868,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
1869,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
1870,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
1871,Water,Water,Wetland,NULL,Wetland,NULL,Water
1872,Water,Water,Wetland,NULL,Wetland,NULL,Forest
1873,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1874,Water,Water,Wetland,Non_Water,Wetland,NULL,Cropland
1875,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1876,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1877,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
1878,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
1879,Water,Water,Wetland,Water,Wetland,NULL,Grassland
1880,Water,Water,Wetland,Water,Wetland,NULL,Cropland
1881,Water,Water,Wetland,Water,Wetland,NULL,Wetland
1882,Water,Water,Wetland,Water,Wetland,NULL,Bareland
1883,Water,Water,Wetland,Water,Wetland,NULL,Water
1884,Water,Water,Wetland,Water,Wetland,NULL,Forest
1885,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1886,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
1887,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water
1888,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1889,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1890,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1891,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
1892,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
1893,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland
1894,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland
1895,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland
1896,Water,Water,Bareland,Water,Non_Wetland,NULL,Water
1897,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest
1898,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest
1899,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1900,Water,Water,Built-up,Water,Non_Wetland,NULL,Forest
1901,Water,Water,Water,NULL,Water,NULL,Grassland
1902,Water,Water,Water,NULL,Water,NULL,Wetland
1903,Water,Water,Water,NULL,Water,NULL,Bareland
1904,Water,Water,Water,NULL,Water,NULL,Water
1905,Water,Water,Water,NULL,Water,NULL,Forest
1906,Water,Water,Water,Non_Water,Water,NULL,Grassland
1907,Water,Water,Water,Non_Water,Water,NULL,Wetland
1908,Water,Water,Water,Non_Water,Water,NULL,Bareland
1909,Water,Water,Water,Non_Water,Water,NULL,Water
1910,Water,Water,Water,Non_Water,Water,NULL,Forest
1911,Water,Water,Water,Water,Water,NULL,Grassland
1912,Water,Water,Water,Water,Water,NULL,Cropland
1913,Water,Water,Water,Water,Water,NULL,Wetland
1914,Water,Water,Water,Water,Water,NULL,Bareland
1915,Water,Water,Water,Water,Water,NULL,Water
1916,Water,Water,Water,Water,Water,NULL,Forest
1917,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
