Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRD_M_R
4581,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4582,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4583,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4584,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4585,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4586,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4587,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4588,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4589,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4590,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4591,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4592,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4593,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4594,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4595,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4596,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4597,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4598,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4599,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4600,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4601,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4602,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4603,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4604,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4605,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4606,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4607,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4608,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4609,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4610,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4611,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4612,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4613,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4614,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4615,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
4619,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4620,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
4621,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4622,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4623,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4624,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
4625,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4626,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4627,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4628,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
4629,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
4630,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4631,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
4632,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4633,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4634,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
4635,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
4636,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4637,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
4638,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4639,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4640,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4641,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4642,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
4643,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4644,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
4645,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4646,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4647,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4648,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4649,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4650,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4651,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4652,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4653,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4654,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4655,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4656,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4657,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4658,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4659,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4660,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
4661,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4662,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4663,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4664,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4665,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4666,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4667,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4668,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4669,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4670,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4671,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4672,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4673,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4674,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4675,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4676,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4677,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4678,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4679,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4680,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4681,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4682,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4683,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4684,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4685,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4686,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4687,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4688,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4689,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4690,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4691,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4692,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4693,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4694,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4695,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
4696,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4697,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4698,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4699,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4700,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4701,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4702,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4703,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4704,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4705,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4706,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4707,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4708,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4709,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4710,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4711,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4712,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4713,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4714,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4715,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4716,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4717,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
4718,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4719,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4720,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4721,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
4722,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4723,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4724,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
4725,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4726,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4727,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4728,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4729,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
4730,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4731,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4732,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4733,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4734,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
4735,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4736,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
4737,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4738,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4739,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
4740,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4741,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4742,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4743,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4744,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
4745,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4746,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
4747,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
4748,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Water
4749,Grassland,Cropland,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
4750,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
4751,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4752,Grassland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4753,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4754,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4755,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4756,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4757,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4758,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4759,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4760,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4761,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4762,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4763,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4764,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4765,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4766,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4767,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4768,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4769,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
4770,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
4771,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
4772,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4773,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4774,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4775,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4776,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4777,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4778,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4779,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4780,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4781,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4782,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4783,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4784,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4785,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4786,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4787,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4788,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4789,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4790,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
4791,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4792,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4793,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4794,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4795,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4796,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4797,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4798,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4799,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4800,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4801,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4802,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4803,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4804,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4805,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4806,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4807,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
4808,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4809,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
4810,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4811,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4812,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4813,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4814,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4815,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4816,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4817,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4818,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4819,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4820,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4821,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4822,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
4823,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4824,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4825,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4826,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
4827,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
4828,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4829,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4830,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4831,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4832,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
4833,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
4834,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4835,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4836,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4837,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4838,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4839,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4840,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4841,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4842,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4843,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4844,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4845,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4846,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4847,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4848,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4849,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4850,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4851,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4852,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4853,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4854,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4855,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4856,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4857,Grassland,Built-up,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
4858,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4859,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4860,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4861,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4862,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4863,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4864,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4865,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4866,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4867,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4868,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4869,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4870,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4871,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4872,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4873,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4874,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4875,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4876,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4877,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4878,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
