Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R
1684,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1685,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1686,Water,NULL,Bareland,Water,Non_Wetland,Water
1687,Water,NULL,Bareland,Water,Non_Wetland,Forest
1688,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1689,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1690,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1691,Water,NULL,Water,NULL,Water,NULL
1692,Water,NULL,Water,NULL,Water,Grassland
1693,Water,NULL,Water,NULL,Water,Cropland
1694,Water,NULL,Water,NULL,Water,Bareland
1695,Water,NULL,Water,NULL,Water,Water
1696,Water,NULL,Water,NULL,Water,Forest
1697,Water,NULL,Water,Non_Water,Water,Grassland
1698,Water,NULL,Water,Non_Water,Water,Wetland
1699,Water,NULL,Water,Non_Water,Water,Bareland
1700,Water,NULL,Water,Non_Water,Water,Water
1701,Water,NULL,Water,Water,Water,Grassland
1702,Water,NULL,Water,Water,Water,Bareland
1703,Water,NULL,Water,Water,Water,Built-up
1704,Water,NULL,Water,Water,Water,Water
1705,Water,NULL,Water,Water,Water,Forest
1706,Water,NULL,Forest,NULL,Non_Wetland,NULL
1707,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1708,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1709,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1710,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1711,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1712,Water,NULL,Forest,NULL,Non_Wetland,Water
1713,Water,NULL,Forest,NULL,Non_Wetland,Forest
1714,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1715,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1716,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1717,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1718,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1719,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1720,Water,NULL,Forest,Water,Non_Wetland,Grassland
1721,Water,NULL,Forest,Water,Non_Wetland,Cropland
1722,Water,NULL,Forest,Water,Non_Wetland,Bareland
1723,Water,NULL,Forest,Water,Non_Wetland,Water
1724,Water,NULL,Forest,Water,Non_Wetland,Forest
1725,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1726,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1727,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1728,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1729,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1730,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1731,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1732,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1733,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1734,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1735,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1736,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1737,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1738,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1739,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1740,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
1741,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1742,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1743,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1744,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1745,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1746,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1747,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1748,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1749,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1750,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1751,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1752,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1753,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1754,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1755,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1756,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1757,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1758,Water,Cropland,Cropland,Water,Non_Wetland,Water
1759,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1760,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1761,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1762,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1763,Water,Cropland,Wetland,Water,Wetland,Grassland
1764,Water,Cropland,Wetland,Water,Wetland,Cropland
1765,Water,Cropland,Wetland,Water,Wetland,Bareland
1766,Water,Cropland,Wetland,Water,Wetland,Forest
1767,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1768,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1769,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1770,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1771,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1772,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1773,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1774,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1775,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1776,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1777,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1778,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1779,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1780,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1781,Water,Cropland,Bareland,Water,Non_Wetland,Built-up
1782,Water,Cropland,Bareland,Water,Non_Wetland,Water
1783,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1784,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1785,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1786,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1787,Water,Cropland,Water,NULL,Water,NULL
1788,Water,Cropland,Water,NULL,Water,Bareland
1789,Water,Cropland,Water,NULL,Water,Water
1790,Water,Cropland,Water,NULL,Water,Forest
1791,Water,Cropland,Water,Non_Water,Water,Grassland
1792,Water,Cropland,Water,Non_Water,Water,Cropland
1793,Water,Cropland,Water,Non_Water,Water,Forest
1794,Water,Cropland,Water,Water,Water,Bareland
1795,Water,Cropland,Water,Water,Water,Water
1796,Water,Cropland,Water,Water,Water,Forest
1797,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1798,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1799,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1800,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1801,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1802,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1803,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1804,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1805,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1806,Water,Cropland,Forest,Water,Non_Wetland,Water
1807,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1808,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1809,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1810,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1811,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1812,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1813,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1814,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
1815,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1816,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1817,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1818,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1819,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1820,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1821,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1822,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1823,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1824,Water,Bareland,Grassland,NULL,Non_Wetland,Built-up
1825,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1826,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1827,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1828,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1829,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1830,Water,Bareland,Grassland,Water,Non_Wetland,Water
1831,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1832,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1833,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1834,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1835,Water,Bareland,Cropland,NULL,Non_Wetland,Built-up
1836,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1837,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1838,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1839,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1840,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1841,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1842,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1843,Water,Bareland,Cropland,Water,Non_Wetland,Water
1844,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1845,Water,Bareland,Wetland,NULL,Wetland,Bareland
1846,Water,Bareland,Wetland,NULL,Wetland,Water
1847,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1848,Water,Bareland,Wetland,Non_Water,Wetland,Water
1849,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1850,Water,Bareland,Wetland,Water,Wetland,Grassland
1851,Water,Bareland,Wetland,Water,Wetland,Bareland
1852,Water,Bareland,Wetland,Water,Wetland,Water
1853,Water,Bareland,Wetland,Water,Wetland,Forest
1854,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1855,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1856,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1857,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1858,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1859,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1860,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL
1861,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1862,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1863,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1864,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1865,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1866,Water,Bareland,Bareland,Water,Non_Wetland,NULL
1867,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1868,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1869,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1870,Water,Bareland,Bareland,Water,Non_Wetland,Water
1871,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1872,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1873,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1874,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
1875,Water,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
1876,Water,Bareland,Water,NULL,Water,Grassland
1877,Water,Bareland,Water,NULL,Water,Bareland
1878,Water,Bareland,Water,NULL,Water,Water
1879,Water,Bareland,Water,NULL,Water,Forest
1880,Water,Bareland,Water,Non_Water,Water,Grassland
1881,Water,Bareland,Water,Non_Water,Water,Bareland
1882,Water,Bareland,Water,Non_Water,Water,Water
1883,Water,Bareland,Water,Non_Water,Water,Forest
1884,Water,Bareland,Water,Water,Water,Grassland
1885,Water,Bareland,Water,Water,Water,Cropland
1886,Water,Bareland,Water,Water,Water,Bareland
1887,Water,Bareland,Water,Water,Water,Water
1888,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1889,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1890,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1891,Water,Bareland,Forest,NULL,Non_Wetland,Built-up
1892,Water,Bareland,Forest,NULL,Non_Wetland,Water
1893,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1894,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1895,Water,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1896,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1897,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1898,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1899,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1900,Water,Bareland,Forest,Water,Non_Wetland,Water
1901,Water,Bareland,Forest,Water,Non_Wetland,Forest
1902,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1903,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1904,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1905,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1906,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1907,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1908,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1909,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1910,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1911,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1912,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1913,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland
1914,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1915,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1916,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1917,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1918,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1919,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1920,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1921,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1922,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
1923,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1924,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1925,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1926,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1927,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1928,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1929,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1930,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1931,Water,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1932,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
1933,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1934,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1935,Water,Built-up,Cropland,Water,Non_Wetland,Cropland
1936,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
1937,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1938,Water,Built-up,Wetland,NULL,Wetland,Cropland
1939,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1940,Water,Built-up,Wetland,Water,Wetland,Bareland
1941,Water,Built-up,Wetland,Water,Wetland,Water
1942,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1943,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1944,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1945,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1946,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1947,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1948,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1949,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1950,Water,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
1951,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1952,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1953,Water,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1954,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1955,Water,Built-up,Bareland,Water,Non_Wetland,Cropland
1956,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1957,Water,Built-up,Bareland,Water,Non_Wetland,Water
1958,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1959,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1960,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1961,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1962,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1963,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1964,Water,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1965,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
1966,Water,Built-up,Built-up,Water,Non_Wetland,Water
1967,Water,Built-up,Water,NULL,Water,NULL
1968,Water,Built-up,Water,NULL,Water,Grassland
1969,Water,Built-up,Water,NULL,Water,Cropland
1970,Water,Built-up,Water,NULL,Water,Bareland
1971,Water,Built-up,Water,NULL,Water,Water
1972,Water,Built-up,Water,NULL,Water,Forest
1973,Water,Built-up,Water,Non_Water,Water,Cropland
1974,Water,Built-up,Water,Non_Water,Water,Bareland
1975,Water,Built-up,Water,Non_Water,Water,Water
1976,Water,Built-up,Water,Non_Water,Water,Forest
1977,Water,Built-up,Water,Water,Water,Grassland
1978,Water,Built-up,Water,Water,Water,Bareland
1979,Water,Built-up,Water,Water,Water,Water
1980,Water,Built-up,Water,Water,Water,Forest
1981,Water,Built-up,Forest,NULL,Non_Wetland,NULL
1982,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1983,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1984,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1985,Water,Built-up,Forest,NULL,Non_Wetland,Water
1986,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1987,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1988,Water,Built-up,Forest,Non_Water,Non_Wetland,Cropland
1989,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1990,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1991,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1992,Water,Built-up,Forest,Water,Non_Wetland,Forest
1993,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1994,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1995,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1996,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1997,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1998,Water,Water,Shrubland,NULL,Non_Wetland,Water
1999,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2000,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
2001,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2002,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2003,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2004,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2005,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up
2006,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2007,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2008,Water,Water,Shrubland,Water,Non_Wetland,NULL
2009,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2010,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2011,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2012,Water,Water,Shrubland,Water,Non_Wetland,Built-up
2013,Water,Water,Shrubland,Water,Non_Wetland,Water
2014,Water,Water,Shrubland,Water,Non_Wetland,Forest
2015,Water,Water,Grassland,NULL,Non_Wetland,NULL
2016,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2017,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2018,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2019,Water,Water,Grassland,NULL,Non_Wetland,Water
2020,Water,Water,Grassland,NULL,Non_Wetland,Forest
2021,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2022,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2023,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2024,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2025,Water,Water,Grassland,Water,Non_Wetland,Grassland
2026,Water,Water,Grassland,Water,Non_Wetland,Bareland
2027,Water,Water,Grassland,Water,Non_Wetland,Water
2028,Water,Water,Cropland,NULL,Non_Wetland,NULL
2029,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2030,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2031,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2032,Water,Water,Cropland,NULL,Non_Wetland,Built-up
2033,Water,Water,Cropland,NULL,Non_Wetland,Water
2034,Water,Water,Cropland,NULL,Non_Wetland,Forest
2035,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
2036,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2037,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2038,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2039,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2040,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2041,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2042,Water,Water,Cropland,Water,Non_Wetland,NULL
2043,Water,Water,Cropland,Water,Non_Wetland,Grassland
2044,Water,Water,Cropland,Water,Non_Wetland,Cropland
2045,Water,Water,Cropland,Water,Non_Wetland,Bareland
2046,Water,Water,Cropland,Water,Non_Wetland,Water
2047,Water,Water,Cropland,Water,Non_Wetland,Forest
2048,Water,Water,Wetland,NULL,Wetland,Grassland
2049,Water,Water,Wetland,NULL,Wetland,Cropland
2050,Water,Water,Wetland,NULL,Wetland,Bareland
2051,Water,Water,Wetland,NULL,Wetland,Water
2052,Water,Water,Wetland,NULL,Wetland,Forest
2053,Water,Water,Wetland,Non_Water,Wetland,Grassland
2054,Water,Water,Wetland,Non_Water,Wetland,Bareland
2055,Water,Water,Wetland,Non_Water,Wetland,Water
2056,Water,Water,Wetland,Non_Water,Wetland,Forest
2057,Water,Water,Wetland,Water,Wetland,Grassland
2058,Water,Water,Wetland,Water,Wetland,Cropland
2059,Water,Water,Wetland,Water,Wetland,Bareland
2060,Water,Water,Wetland,Water,Wetland,Water
2061,Water,Water,Wetland,Water,Wetland,Forest
2062,Water,Water,Bareland,NULL,Non_Wetland,NULL
2063,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2064,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2065,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2066,Water,Water,Bareland,NULL,Non_Wetland,Built-up
2067,Water,Water,Bareland,NULL,Non_Wetland,Water
2068,Water,Water,Bareland,NULL,Non_Wetland,Forest
2069,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
2070,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2071,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2072,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2073,Water,Water,Bareland,Non_Water,Non_Wetland,Built-up
2074,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2075,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2076,Water,Water,Bareland,Water,Non_Wetland,NULL
2077,Water,Water,Bareland,Water,Non_Wetland,Grassland
2078,Water,Water,Bareland,Water,Non_Wetland,Cropland
2079,Water,Water,Bareland,Water,Non_Wetland,Bareland
2080,Water,Water,Bareland,Water,Non_Wetland,Built-up
2081,Water,Water,Bareland,Water,Non_Wetland,Water
2082,Water,Water,Bareland,Water,Non_Wetland,Forest
2083,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2084,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2085,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2086,Water,Water,Built-up,NULL,Non_Wetland,Water
2087,Water,Water,Built-up,NULL,Non_Wetland,Forest
2088,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
2089,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2090,Water,Water,Built-up,Water,Non_Wetland,Bareland
2091,Water,Water,Built-up,Water,Non_Wetland,Water
2092,Water,Water,Water,NULL,Water,NULL
2093,Water,Water,Water,NULL,Water,Grassland
2094,Water,Water,Water,NULL,Water,Cropland
2095,Water,Water,Water,NULL,Water,Bareland
2096,Water,Water,Water,NULL,Water,Water
2097,Water,Water,Water,NULL,Water,Forest
2098,Water,Water,Water,Non_Water,Water,NULL
2099,Water,Water,Water,Non_Water,Water,Grassland
2100,Water,Water,Water,Non_Water,Water,Cropland
2101,Water,Water,Water,Non_Water,Water,Bareland
2102,Water,Water,Water,Non_Water,Water,Water
2103,Water,Water,Water,Non_Water,Water,Forest
2104,Water,Water,Water,Water,Water,NULL
2105,Water,Water,Water,Water,Water,Grassland
2106,Water,Water,Water,Water,Water,Cropland
2107,Water,Water,Water,Water,Water,Bareland
2108,Water,Water,Water,Water,Water,Built-up
2109,Water,Water,Water,Water,Water,Water
2110,Water,Water,Water,Water,Water,Forest
2111,Water,Water,Forest,NULL,Non_Wetland,NULL
2112,Water,Water,Forest,NULL,Non_Wetland,Grassland
2113,Water,Water,Forest,NULL,Non_Wetland,Cropland
2114,Water,Water,Forest,NULL,Non_Wetland,Wetland
2115,Water,Water,Forest,NULL,Non_Wetland,Bareland
2116,Water,Water,Forest,NULL,Non_Wetland,Water
2117,Water,Water,Forest,NULL,Non_Wetland,Forest
2118,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2119,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2120,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2121,Water,Water,Forest,Non_Water,Non_Wetland,Water
2122,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2123,Water,Water,Forest,Water,Non_Wetland,NULL
2124,Water,Water,Forest,Water,Non_Wetland,Grassland
2125,Water,Water,Forest,Water,Non_Wetland,Cropland
2126,Water,Water,Forest,Water,Non_Wetland,Bareland
2127,Water,Water,Forest,Water,Non_Wetland,Water
2128,Water,Water,Forest,Water,Non_Wetland,Forest
2129,Water,Forest,NULL,NULL,Non_Wetland,NULL
2130,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2131,Water,Forest,NULL,NULL,Non_Wetland,Bareland
2132,Water,Forest,NULL,NULL,Non_Wetland,Forest
