Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R
6549,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6550,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6551,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6552,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6553,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
6554,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6555,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6556,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6557,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6558,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6559,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6560,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6561,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6562,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6563,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6564,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
6565,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6566,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6567,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6568,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6569,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6570,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6571,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6572,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6573,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
6574,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
6575,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6576,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6577,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6578,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6579,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
6580,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6581,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6582,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6583,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6584,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6585,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
6586,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6587,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
6588,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6589,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6590,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6591,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6592,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6593,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6594,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6595,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6596,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6597,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6598,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6599,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6600,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6601,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6602,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6603,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6604,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6605,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6606,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6607,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
6608,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6609,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
6610,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6611,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
6612,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
6613,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6614,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6615,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6616,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6617,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6618,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6619,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6620,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
6621,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6622,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6623,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
6624,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
6625,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
6626,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
6627,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
6628,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6629,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6630,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6631,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6632,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6633,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6634,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6635,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
6636,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
6637,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6638,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6639,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6640,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6641,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
6642,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6643,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6644,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6645,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6646,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6647,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6648,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
6649,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6650,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,NULL
6651,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6652,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
6653,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
6654,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
6655,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6656,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
6657,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
6658,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
6659,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6660,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
6661,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
6662,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
6663,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
6664,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6665,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
6666,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Water,Water
6667,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
6668,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6669,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6670,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6671,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6672,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6673,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6674,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6675,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6676,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6677,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6678,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6679,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6680,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6681,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6682,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
6683,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6684,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
6685,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6686,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
6687,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
6688,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6689,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
6690,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6691,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
6692,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6693,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6694,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6695,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6696,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6697,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6698,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6699,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6700,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6701,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6702,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6703,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6704,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6705,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6706,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6707,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6708,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6709,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6710,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6711,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6712,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6713,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6714,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
6715,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6716,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6717,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6718,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6719,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6720,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6721,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6722,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6723,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
6724,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6725,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6726,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6727,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6728,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6729,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6730,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6731,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6732,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6733,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6734,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6735,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6736,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6737,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6738,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6739,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6740,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6741,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6742,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6743,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6744,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
6745,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6746,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
6747,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6748,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6749,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6750,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6751,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6752,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6753,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6754,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6755,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6756,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6757,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6758,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6759,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6760,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6761,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6762,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6763,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6764,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6765,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6766,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6767,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6768,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6769,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6770,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6771,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6772,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
6773,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6774,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6775,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6776,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6777,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6778,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6779,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6780,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6781,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6782,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6783,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6784,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6785,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6786,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6787,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6788,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6789,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6790,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6791,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6792,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6793,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6794,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6795,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
6796,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6797,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6798,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6799,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6800,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6801,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6802,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6803,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6804,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6805,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6806,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6807,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6808,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6809,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6810,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6811,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6812,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6813,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6814,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6815,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
6816,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6817,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6818,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6819,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6820,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6821,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6822,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6823,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6824,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6825,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6826,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6827,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6828,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6829,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6830,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
6831,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6832,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6833,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6834,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6835,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6836,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
6837,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6838,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6839,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6840,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6841,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6842,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6843,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6844,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6845,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
6846,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6847,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
6848,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
6849,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6850,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6851,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6852,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6853,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6854,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6855,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
6856,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6857,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6858,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6859,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6860,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
