Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQP_M_R
2041,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2042,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2043,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2044,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2045,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2046,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
2047,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2048,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2049,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2050,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2051,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
2052,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2053,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2054,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
2055,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2056,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2057,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2058,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2059,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2060,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2061,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2062,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2063,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2064,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2065,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2066,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2067,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2068,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2069,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2070,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2071,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2072,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2073,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2074,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2075,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2076,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2077,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2078,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2079,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
2080,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2081,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
2082,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
2083,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2084,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2085,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2086,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2087,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2088,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2089,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2090,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2091,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2092,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2093,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
2094,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
2095,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2096,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2097,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2098,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2099,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
2100,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2101,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2102,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2103,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
2104,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2105,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2106,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2107,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2108,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
2109,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2110,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2111,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2112,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2113,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2114,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2115,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
2116,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2117,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2118,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
2119,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
2120,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2121,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2122,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2123,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2124,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2125,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2126,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2127,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2128,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2129,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
2130,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2131,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
2132,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2133,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
2134,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
2135,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
2136,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2137,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2138,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2139,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2140,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2141,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2142,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
2143,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2144,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2145,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2146,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2147,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2148,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2149,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2150,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2151,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
2152,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2153,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2154,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
2155,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
2156,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
2157,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2158,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2159,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2160,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
2161,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2162,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2163,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
2164,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
2165,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2166,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2167,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2168,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2169,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
2170,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
2171,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2172,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
2173,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
2174,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2175,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
2176,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
2177,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
2178,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2179,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
2180,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2181,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
2182,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2183,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2184,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
2185,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2186,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
2187,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,NULL
2188,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
2189,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
2190,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
2191,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
2192,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Cropland
2193,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
2194,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
2195,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2196,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
2197,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2198,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
2199,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2200,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
2201,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
2202,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
2203,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2204,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
2205,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
2206,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2207,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2208,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2209,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2210,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2211,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2212,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2213,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
2214,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2215,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2216,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2217,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2218,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2219,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2220,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2221,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2222,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2223,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2224,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2225,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2226,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2227,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2228,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2229,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2230,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2231,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2232,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2233,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2234,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2235,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2236,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2237,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2238,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2239,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2240,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
2241,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2242,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2243,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2244,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
2245,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2246,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2247,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2248,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2249,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2250,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2251,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2252,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2253,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2254,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2255,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2256,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2257,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2258,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2259,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2260,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2261,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
2262,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2263,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2264,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2265,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2266,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2267,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2268,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2269,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2270,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2271,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2272,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2273,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2274,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2275,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2276,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2277,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2278,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2279,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2280,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2281,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2282,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2283,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2284,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2285,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2286,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2287,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2288,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2289,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2290,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2291,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2292,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2293,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
2294,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2295,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
2296,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2297,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2298,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2299,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
2300,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2301,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
2302,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2303,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2304,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2305,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2306,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
2307,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2308,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2309,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
2310,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2311,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2312,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2313,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
2314,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2315,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2316,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2317,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
2318,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2319,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2320,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
2321,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2322,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2323,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2324,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2325,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2326,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2327,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
2328,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2329,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2330,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2331,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2332,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2333,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2334,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2335,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2336,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2337,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2338,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2339,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2340,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2341,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2342,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2343,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2344,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2345,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2346,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2347,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2350,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2351,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2352,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2353,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
