Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R
4431,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4432,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4433,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4434,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4435,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4436,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4437,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4438,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4439,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4440,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
4441,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4442,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
4443,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
4444,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4445,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
4446,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4447,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Cropland
4448,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
4449,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4450,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
4451,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
4452,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
4453,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
4454,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4455,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Wetland,Grassland
4456,NULL,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Built-up
4457,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4458,NULL,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
4459,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
4460,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
4461,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
4462,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4463,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4464,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
4465,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4466,NULL,Water,Wetland,NULL,Wetland,Built-up,Water,Built-up
4467,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4468,NULL,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4469,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4470,NULL,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4471,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4472,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
4473,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4474,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
4475,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4476,NULL,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
4477,NULL,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
4478,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4479,NULL,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
4480,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4481,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
4482,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4483,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
4484,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4485,NULL,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
4486,NULL,Water,Wetland,Water,Wetland,NULL,Water,Bareland
4487,NULL,Water,Wetland,Water,Wetland,Water,NULL,Bareland
4488,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
4489,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
4490,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
4491,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4492,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
4493,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4494,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
4495,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4496,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
4497,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
4498,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4499,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4500,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4501,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4502,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4503,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
4504,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4505,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4506,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4507,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
4508,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4509,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4510,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4511,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4512,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4513,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4514,NULL,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
4515,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
4516,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,Built-up
4517,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
4518,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
4519,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4520,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4521,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
4522,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Built-up
4523,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
4524,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Built-up
4525,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4526,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
4527,NULL,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
4528,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
4529,NULL,Water,Water,NULL,Water,NULL,Water,Grassland
4530,NULL,Water,Water,NULL,Water,NULL,Water,Forest
4531,NULL,Water,Water,NULL,Water,Bareland,NULL,Water
4532,NULL,Water,Water,NULL,Water,Bareland,Built-up,Built-up
4533,NULL,Water,Water,NULL,Water,Built-up,Wetland,Forest
4534,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
4535,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4536,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4537,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4538,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4539,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4540,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4541,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4542,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4543,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4544,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4545,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4546,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4547,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4548,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4549,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4550,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4551,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4552,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4553,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4554,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4555,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
4556,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4557,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4558,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4559,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4560,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4561,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4562,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4563,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4564,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4565,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4566,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4567,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4568,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4569,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4570,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
4571,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4572,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
4573,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4574,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4575,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4576,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4577,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4578,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4579,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4580,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4581,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4582,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4583,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4584,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4585,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4586,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4587,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4588,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4589,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4590,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4591,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4592,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4593,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4594,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4595,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
4596,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4597,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4598,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
4599,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4600,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4601,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4602,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4603,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4604,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4605,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4606,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
4607,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4608,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4609,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4610,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4611,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4612,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4613,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4614,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
4615,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
4616,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4617,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4618,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
4619,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
4620,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
4621,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4622,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4623,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
4624,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4625,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4626,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
4627,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4628,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4629,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4630,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4631,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4632,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4633,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4634,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
4635,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
4636,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4637,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
4638,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4639,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4640,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4641,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4642,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4643,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4644,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4645,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4646,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4647,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4648,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4649,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4650,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4651,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4652,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4653,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4654,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4655,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4656,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4657,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
4658,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4659,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4660,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
4661,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4662,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4663,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4664,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4665,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4666,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4667,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4668,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4669,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4670,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4671,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4672,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4673,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4674,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4675,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4676,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4677,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4678,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
4679,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4680,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4681,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4682,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4683,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4684,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4685,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4686,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4687,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4688,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4689,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4690,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4691,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4692,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4693,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4694,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4695,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4696,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4697,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4698,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4699,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4700,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4701,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4702,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4703,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4704,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4705,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4706,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4707,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4708,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4709,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4710,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4711,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4712,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4713,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4714,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4715,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4716,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4717,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4718,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4719,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4720,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4721,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4722,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4723,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4724,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4725,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4726,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4727,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4728,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4729,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
4730,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4731,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4732,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4733,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4734,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4735,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4736,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4737,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
4738,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4739,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4740,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4741,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4742,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
4743,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4744,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4745,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4746,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4747,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4748,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4749,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4750,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4751,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
4752,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
4753,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4754,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4755,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4756,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4757,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4758,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4759,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4760,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4761,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4762,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
