Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKD_M_R
336,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
337,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
338,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
339,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Bareland
340,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
341,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
342,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
343,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
344,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
345,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
346,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
347,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
348,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
349,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
350,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
351,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
352,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
353,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
354,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
355,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
356,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
357,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
358,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
359,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
360,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
361,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
362,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
363,NULL,Built-up,Water,NULL,Water,Wetland,Bareland,Forest
364,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Forest
365,NULL,Built-up,Water,NULL,Water,Wetland,Water,Grassland
366,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
367,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
368,NULL,Built-up,Water,NULL,Water,Built-up,Wetland,Forest
369,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
370,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
371,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
372,NULL,Built-up,Water,NULL,Water,Built-up,Water,Forest
373,NULL,Built-up,Water,NULL,Water,Water,Wetland,Forest
374,NULL,Built-up,Water,Non_Water,Water,Built-up,Water,Water
375,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
376,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
377,NULL,Built-up,Water,Water,Water,Water,Water,Bareland
378,NULL,Built-up,Water,Water,Water,Water,Water,Water
379,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
380,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
381,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
382,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
383,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
384,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
385,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
386,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
387,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
388,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
389,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
390,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
391,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
392,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
393,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
394,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
395,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
396,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
397,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
398,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
399,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
400,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
401,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
402,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
403,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
404,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
405,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
406,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
407,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
408,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
409,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
410,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
411,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
412,NULL,Water,Water,Non_Water,Water,Wetland,Water,Forest
413,NULL,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
414,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
415,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
416,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
417,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
418,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
419,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
420,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
421,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
422,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
423,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
424,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
425,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
426,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
427,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
428,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
429,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
430,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
431,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
432,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
433,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
434,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Water
435,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
436,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Water
437,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
438,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
439,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
440,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
441,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
442,NULL,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
443,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
444,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
445,NULL,Forest,Water,NULL,Water,Wetland,Forest,Forest
446,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
447,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Forest
448,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
449,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
450,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
451,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
452,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
453,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
454,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
455,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
456,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
457,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
458,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
459,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
460,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
461,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
462,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
463,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
464,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
465,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
466,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
475,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
476,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
477,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
478,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
479,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
480,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
481,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
482,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
483,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
484,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
485,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
486,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
487,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
488,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
489,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
490,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
491,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
492,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
493,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
494,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
495,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
496,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
497,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
498,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
499,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
500,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
501,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
502,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
503,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
504,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
505,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
506,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
507,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
508,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
509,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
510,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
511,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
512,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
513,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
514,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
515,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
516,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
517,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
518,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
519,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
520,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
521,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
522,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
523,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
524,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
525,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
526,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
527,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
528,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
529,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
530,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
531,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
532,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
533,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
534,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
535,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
536,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
537,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
538,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
539,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
540,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
541,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
542,Grassland,NULL,Water,NULL,Water,Wetland,Forest,Grassland
543,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
544,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
545,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
546,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
547,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
548,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
549,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
550,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
551,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
552,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
553,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
554,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
555,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
556,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
557,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
558,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
559,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
560,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
561,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
562,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
563,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
564,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
565,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
566,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
567,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
568,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
569,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
570,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
571,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
572,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
573,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
574,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
575,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
576,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
577,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
578,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
579,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
580,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
581,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
582,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
583,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
584,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
585,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
586,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
587,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
588,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
589,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
590,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
591,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
592,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
593,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
594,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
595,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
596,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
597,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
598,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
599,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
600,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
601,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
602,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
603,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
604,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
605,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
606,Grassland,Wetland,Water,Water,Water,Water,Water,Forest
607,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
608,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
609,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
610,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
611,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
612,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
613,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
614,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
615,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
616,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
617,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
618,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
619,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
620,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
621,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
622,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
623,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
624,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
625,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
626,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
627,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
628,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
629,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
630,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
631,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
632,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
633,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
634,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
635,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
636,Cropland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
637,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
638,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
639,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
640,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
641,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
642,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
643,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
644,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
645,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
646,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
647,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
648,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
649,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
650,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
651,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
652,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
653,Cropland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
654,Cropland,Wetland,Water,Water,Water,Wetland,Water,Grassland
655,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
656,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
657,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
658,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
659,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
660,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
661,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
662,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
663,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
664,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
665,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
666,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
667,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
668,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
669,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
670,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
671,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
672,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
673,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
674,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
675,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
