Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVE_M_R
2933,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2934,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2935,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2936,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2937,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2938,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2939,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2940,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2941,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2942,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2943,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2944,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2945,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2946,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2947,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2948,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2949,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2950,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2951,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2952,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2953,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2954,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2955,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2956,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2957,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2958,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2959,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2960,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2961,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2962,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2963,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2964,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2965,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2966,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2967,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2968,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
2969,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2970,NULL,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2971,NULL,Forest,Wetland,NULL,Wetland,Water,Shrubland,Water
2972,NULL,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
2973,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2974,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2975,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2976,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
2977,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2978,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2979,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2980,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2981,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2982,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2983,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2984,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2985,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2986,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2987,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,Water
2988,NULL,Forest,Water,NULL,Water,Shrubland,Bareland,Forest
2989,NULL,Forest,Water,NULL,Water,Shrubland,Forest,Forest
2990,NULL,Forest,Water,NULL,Water,Wetland,Water,Wetland
2991,NULL,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
2992,NULL,Forest,Water,NULL,Water,Water,Water,Water
2993,NULL,Forest,Water,Water,Water,NULL,Shrubland,Wetland
2994,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2995,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2996,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2997,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2998,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2999,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3000,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3001,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3002,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3003,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3004,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3005,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3006,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3007,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3008,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
3009,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3010,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3011,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3012,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3013,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3014,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3015,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3016,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3017,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3018,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3019,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3020,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3021,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3022,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3023,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3024,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3025,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3026,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3027,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3028,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3029,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3030,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3031,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3032,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3033,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3034,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3035,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3036,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3037,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3038,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3039,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3040,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3041,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3042,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3043,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3044,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3045,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3046,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3047,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3048,NULL,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
3049,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3050,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3051,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3052,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3053,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3054,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3055,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3056,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3057,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3058,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3059,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
3060,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3061,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3062,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3063,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3064,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3065,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3066,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3067,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3068,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3069,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3070,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3071,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3072,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3073,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3074,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3075,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3076,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3077,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3078,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3079,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3080,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3081,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3082,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3083,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3084,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3085,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3086,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3087,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3088,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3089,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3090,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3091,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3092,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3093,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3094,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3095,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3096,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3097,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3098,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3099,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3100,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3101,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3102,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3103,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
3104,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3105,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3106,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3107,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3108,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3109,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3110,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3111,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3112,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3113,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3114,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3115,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
3116,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
3117,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3118,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3119,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3120,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3121,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3122,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
3123,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3124,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3125,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3126,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3127,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3128,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3129,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3130,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3131,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3132,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3133,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3134,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3135,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
3136,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3137,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3138,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3139,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3140,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3141,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3142,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3143,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3144,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3145,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3146,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3147,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3148,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3149,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3150,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3151,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3152,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3153,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3154,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3155,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3156,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3157,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3158,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3159,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3160,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3161,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3162,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3163,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3164,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3165,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3166,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3167,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3168,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3169,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3170,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3171,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3172,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3173,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3174,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3175,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3176,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3177,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3178,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3179,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3180,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3181,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3182,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3183,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3184,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3185,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3186,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3187,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3188,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3189,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3190,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3191,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3192,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3193,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3194,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3195,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3196,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3197,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3198,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3199,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3200,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3201,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3202,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3203,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3204,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3205,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3206,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3207,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3208,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3209,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3210,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3211,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3212,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3213,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3214,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3215,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3216,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3217,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3218,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
3219,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3220,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3221,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3222,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3223,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3224,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3227,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3228,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3229,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3230,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3231,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3232,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3233,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3234,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3235,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3236,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3237,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3238,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3239,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3240,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3241,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3242,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3243,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3244,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3245,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3246,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3247,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
3248,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3249,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3250,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3251,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3252,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3253,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
3254,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
