Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHG_M_R
2610,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2611,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2612,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
2613,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2614,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
2615,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2616,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
2617,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2618,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2619,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2620,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
2621,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2622,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2623,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2624,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2625,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2626,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2627,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
2628,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2629,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2630,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2631,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2632,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2633,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2634,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2635,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
2636,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2637,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2638,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2639,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2640,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
2643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2644,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2646,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
2654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
2656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2659,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2660,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2661,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2662,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2663,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2665,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
2666,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2667,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2668,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2669,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2670,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2671,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2672,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2673,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2674,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2675,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2676,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2677,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2678,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2679,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2680,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2681,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2682,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2683,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2684,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2685,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2686,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2687,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2688,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2689,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2690,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2691,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2692,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2693,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2694,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2695,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2696,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2697,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2698,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2699,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2700,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2701,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
2702,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
2703,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2704,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2705,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2706,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2707,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2708,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2709,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2710,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
2711,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2712,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2713,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2714,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2715,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2716,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
2717,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2718,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2719,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2720,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2721,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2722,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2723,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2724,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2725,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2726,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2727,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
2728,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2729,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2730,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2731,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2732,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
2733,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
2734,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2735,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2736,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2737,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2738,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2739,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
2740,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2741,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2742,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2743,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
2744,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2745,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
2746,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
2747,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2748,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2749,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2750,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2751,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2752,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2753,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2754,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2755,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2756,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2757,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2758,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2759,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2760,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2761,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2762,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2763,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2764,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
2765,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2766,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2767,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2768,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2769,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2770,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2771,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
2772,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2773,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2774,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2775,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2776,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2777,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2778,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
2779,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2780,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2781,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2782,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2783,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2784,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2785,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2786,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2787,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2788,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2789,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2790,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2791,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2792,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2793,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2794,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2795,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2796,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
2797,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2798,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2799,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2800,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2801,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2802,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2803,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2804,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
2805,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2806,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2807,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2808,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2809,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2810,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2811,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2812,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2813,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
2814,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2815,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2816,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2817,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2818,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2819,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2820,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2821,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2822,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2823,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2824,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2825,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2826,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2827,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2828,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2829,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
2830,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2831,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2832,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2833,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
2834,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2835,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
2836,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2837,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2838,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2839,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
2840,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2841,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2842,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2843,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2844,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
2845,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2846,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
2847,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2848,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2849,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2850,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2851,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2852,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
2853,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2854,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2855,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2856,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2857,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2858,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
2859,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2860,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2861,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2862,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2863,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2864,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2865,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2866,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2867,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2868,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2869,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
2870,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2871,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2872,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2873,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
2874,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
2875,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2876,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2877,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2878,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2879,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
2880,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2881,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
2882,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2883,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2884,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2885,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2886,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
2887,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2888,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2889,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2890,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
2891,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2892,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
2893,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2894,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
2895,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2896,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2897,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2898,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2899,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
2900,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2901,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
2902,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
2903,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2904,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2905,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2906,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
2907,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2908,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
2909,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
2910,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2911,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2912,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2913,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
2914,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
2915,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
