Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRN_M_R
1136,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1137,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1138,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
1139,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1140,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1141,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
1142,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1143,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1144,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1145,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1146,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
1147,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1148,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1149,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
1150,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1151,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1152,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
1153,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1154,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1155,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1156,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1157,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1158,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1159,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1160,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1161,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1162,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1163,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1164,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
1165,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1166,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
1167,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
1168,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
1169,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1170,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1171,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1172,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1173,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1174,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1175,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1176,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1177,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1178,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
1179,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1180,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1181,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1182,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1183,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1184,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1185,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1186,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1187,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1188,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1189,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1190,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1191,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1192,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1193,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1194,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
1195,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1196,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1197,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
1198,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1199,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1200,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1201,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1202,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1203,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1204,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1205,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1206,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
1207,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1208,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1209,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
1210,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1211,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
1212,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
1213,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1214,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1215,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1216,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1217,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1218,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1219,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1220,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1221,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1222,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1223,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
1224,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1225,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1226,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1227,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1228,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1229,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1230,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1231,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
1232,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1233,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1234,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1235,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1236,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1237,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1238,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1239,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1240,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1241,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1242,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1243,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1244,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1245,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1246,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1247,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1248,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1249,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1250,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1251,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1252,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
1253,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1254,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1255,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1256,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
1257,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1258,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
1259,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
1260,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1261,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1262,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1263,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1264,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1265,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1266,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1267,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
1268,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1269,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1270,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1271,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1272,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1273,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1274,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1275,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1276,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1277,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1278,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
1279,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1280,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1281,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1282,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1283,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1284,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1285,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1286,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
1287,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1288,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1289,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1290,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1291,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1292,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1293,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1294,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1295,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1296,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1297,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1298,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1299,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1300,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1301,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1302,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1303,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1304,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1305,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1306,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1307,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1308,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1309,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1310,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1311,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1312,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1313,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1314,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1315,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1316,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1317,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1318,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1319,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
1320,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1321,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1322,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1323,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1324,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1325,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1326,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1327,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1328,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1329,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1330,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1331,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1332,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1333,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1334,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1335,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1336,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1337,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1338,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1339,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1340,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1341,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1342,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1343,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
1344,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1345,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1346,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1347,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1348,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1349,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
1350,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1351,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1352,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
1353,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1354,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
1355,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1356,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
1357,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
1358,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
1359,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
1360,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
1361,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
1362,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
1363,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
1364,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1365,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
1366,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1367,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1368,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1369,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1370,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
1371,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1372,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
1373,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1374,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
1375,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1376,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1377,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
1378,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1379,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
1380,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1381,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1382,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1383,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1384,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1385,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
1386,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1387,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1388,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1389,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1390,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1391,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1392,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1393,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1394,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
1395,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1396,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1397,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1398,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1399,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1400,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1401,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
1402,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1403,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1404,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1405,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1406,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1407,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1408,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
1409,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1410,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1411,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1412,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
1413,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1414,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1415,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1416,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1417,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1418,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1419,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
1420,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
1421,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1422,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1423,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1424,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1425,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1426,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1427,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
1428,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
1429,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1430,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1431,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1432,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1433,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1434,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1435,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1436,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1437,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
1438,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
1439,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
1440,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1441,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1442,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
1443,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1444,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1445,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
1446,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1447,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1448,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1449,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1450,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
1451,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1452,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1453,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Water
1454,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1455,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Shrubland,Forest
