Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R
3151,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3152,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3153,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3154,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3155,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3156,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3157,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3158,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3159,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3160,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3161,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3162,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3163,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3164,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3165,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3166,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3167,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3168,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3169,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3170,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3171,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3172,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3173,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3174,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3175,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3176,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3177,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3178,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3179,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3180,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3181,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3182,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3183,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3184,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3185,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3186,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3187,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3188,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3189,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3190,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
3191,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
3192,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Built-up
3193,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
3194,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3195,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3196,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3197,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3198,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
3199,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
3200,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3201,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3202,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3203,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3204,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3205,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3206,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
3207,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3208,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3209,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3210,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3211,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3212,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3213,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3214,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3215,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3216,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3217,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3218,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3219,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3220,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3221,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3222,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3223,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3224,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3225,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
3226,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
3227,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
3228,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3229,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3230,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3231,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3232,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,NULL
3233,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
3234,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3235,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
3236,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
3237,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
3238,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3239,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3240,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3241,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3242,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3243,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3244,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3245,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
3246,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
3247,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3248,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
3249,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3250,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
3251,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3252,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3253,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3254,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3255,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
3256,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3257,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3258,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
3259,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3260,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
3261,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3262,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3263,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3264,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
3265,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3266,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3267,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3268,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3269,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3270,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
3271,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3272,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3273,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3274,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3275,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3276,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3277,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3278,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3279,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
3280,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3281,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
3282,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Built-up
3283,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
3284,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3285,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
3286,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
3287,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3288,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
3289,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3290,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3291,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3292,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
3293,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3294,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3295,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
3296,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3297,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3298,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3299,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3300,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3301,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
3302,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3303,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3304,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
3305,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3306,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3307,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
3308,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3309,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3310,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3311,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3312,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3313,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
3314,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3315,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3316,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3317,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
3318,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
3319,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
3320,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3321,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3322,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3323,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3324,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3325,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3326,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3327,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3328,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3329,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3330,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3331,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3332,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
3333,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
3334,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3335,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
3336,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3337,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3338,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3339,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3340,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3341,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3342,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3343,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3344,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3345,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3346,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3347,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3348,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3349,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3350,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3351,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3352,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3353,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3354,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3355,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Water
3356,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3357,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3358,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3359,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3360,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3361,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3362,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3363,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3364,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3365,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3366,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3367,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
3368,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Cropland
3369,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3370,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
3371,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3372,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
3373,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
3374,Grassland,NULL,Water,NULL,Water,NULL,Water,Forest
3375,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3376,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
3377,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3378,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
3379,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
3380,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Forest
3381,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
3382,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
3383,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
3384,Grassland,NULL,Water,Water,Water,NULL,Water,Water
3385,Grassland,NULL,Water,Water,Water,Grassland,NULL,Grassland
3386,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3387,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Forest
3388,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
3389,Grassland,NULL,Water,Water,Water,Bareland,NULL,Grassland
3390,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
3391,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
3392,Grassland,NULL,Water,Water,Water,Forest,Water,Water
3393,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3394,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3395,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3396,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3397,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3398,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3399,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3400,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3401,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3402,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3403,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3404,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
3405,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3406,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3407,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3408,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3409,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3410,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3411,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3412,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3413,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
3414,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
3415,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3416,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3417,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3418,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3419,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3420,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3421,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3422,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3423,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3424,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3425,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3426,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3427,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3428,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3429,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3430,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3431,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
3432,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3433,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3434,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3435,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3436,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3437,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3438,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3439,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3440,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3441,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3442,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3443,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3444,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3445,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
3446,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3447,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3448,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3449,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3450,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3451,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3452,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3453,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3454,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3455,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3456,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3457,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3458,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3459,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3460,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3461,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3462,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3463,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3464,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3465,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3466,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3467,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3468,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3469,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3470,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3471,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3472,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3473,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3474,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3475,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
