Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRR_M_R
5622,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5623,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5624,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5625,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5626,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5627,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5628,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5629,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5630,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5631,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5632,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5633,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5634,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5635,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5636,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5637,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5638,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5639,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5640,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5641,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5642,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
5643,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5644,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
5645,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5646,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5647,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
5648,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5649,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5650,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5651,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5652,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5653,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5654,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5655,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5656,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5657,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5658,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5659,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
5660,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
5661,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
5662,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
5663,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
5664,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
5665,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
5666,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
5667,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
5668,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
5669,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
5670,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
5671,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
5672,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
5673,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
5674,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
5675,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5676,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
5677,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
5678,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5679,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
5680,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
5681,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
5682,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
5683,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
5684,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
5685,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5686,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5687,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5688,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5689,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5690,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5691,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5692,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5693,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5694,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5695,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5696,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5697,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5698,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5699,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5700,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5701,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5702,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5703,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5704,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
5705,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
5706,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
5707,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
5708,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5709,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5710,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5711,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
5712,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5713,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5714,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5715,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
5716,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
5717,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5718,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5719,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
5720,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
5721,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5722,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5723,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5724,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5725,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5726,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5727,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5728,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5729,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5730,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5731,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5732,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5733,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5734,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5735,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5736,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5737,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5738,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5739,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
5740,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5741,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5742,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
5743,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5744,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5745,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5746,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5747,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
5748,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5749,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5750,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
5751,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5752,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5753,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5754,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5755,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
5756,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5757,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5758,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5759,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5760,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
5761,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5762,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5763,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5764,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5765,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
5766,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5767,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5768,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5769,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5770,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5771,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5772,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5773,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5774,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5775,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5776,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5777,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5778,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5779,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5780,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5781,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5782,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5783,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5784,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5785,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5786,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5787,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
5788,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5789,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5790,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5791,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5792,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5793,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5794,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5795,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
5796,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5797,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5798,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5799,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5800,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
5801,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5802,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5803,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
5804,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5805,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
5806,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5807,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5808,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5809,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5810,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
5811,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5812,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5813,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5814,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5815,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5816,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
5817,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5818,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5819,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5820,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5821,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5822,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5823,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5824,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5825,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5826,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5827,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5828,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5829,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5830,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
5831,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
5832,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
5833,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5834,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5835,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Cropland
5836,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5837,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5838,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
5839,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
5840,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5841,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
5842,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
5843,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
5844,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
5845,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
5846,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
5847,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Water
5848,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Wetland
5849,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5850,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
5851,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
5852,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5853,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
5854,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
5855,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
5856,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
5857,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
5858,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
5859,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
5860,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,Grassland,Cropland
5861,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
5862,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
5863,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
5864,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
5865,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
5866,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5867,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
5868,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5869,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5870,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5871,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
5872,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5873,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
5874,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
5875,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5876,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5877,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5878,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5879,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5880,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5881,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5882,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5883,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5884,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5885,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
5886,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5887,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5888,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5889,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5890,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5891,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5892,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5893,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5894,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
5895,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
5896,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
5897,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Forest
5898,Grassland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Grassland
5899,Grassland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Cropland
5900,Grassland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
5901,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
5902,Grassland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
5903,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5904,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5905,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5906,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
5907,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5908,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
5909,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
5910,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
5911,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
5912,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
5913,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5914,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5915,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5916,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5917,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5918,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5919,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5920,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
