Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRP_M_R
1777,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1778,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1779,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1780,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1781,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1782,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1783,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1784,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1785,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1786,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1787,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1788,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1789,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1790,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1791,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1792,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1793,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
1794,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1795,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
1796,Cropland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
1797,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1798,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1799,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1800,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1801,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1802,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1803,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1804,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1805,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1806,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1807,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1808,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1809,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1810,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1811,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1812,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1813,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1814,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1815,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1816,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1817,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1818,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1819,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1820,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1821,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1822,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1823,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1824,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1825,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1826,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1827,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1828,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1829,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1830,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1831,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1832,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1833,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1834,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1835,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1836,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1837,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1838,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1839,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1840,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1841,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1842,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1843,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1844,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1845,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1846,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1847,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1848,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1849,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1850,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1851,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1852,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1853,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1854,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1855,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1856,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1857,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1858,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1859,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1860,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1861,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1862,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1863,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1864,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1865,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1866,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1867,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1868,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1869,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1870,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1871,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1872,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1873,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1874,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1875,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1876,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1877,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1878,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1879,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1880,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1881,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1882,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1883,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1884,Wetland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1885,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1886,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1887,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1888,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1889,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
1890,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1891,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1892,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1893,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
1894,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1895,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1896,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1897,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1898,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1899,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Bareland
1900,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1901,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1902,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1903,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1904,Wetland,Water,Water,NULL,Water,Water,Wetland,Grassland
1905,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
1906,Wetland,Water,Water,NULL,Water,Water,Water,Water
1907,Wetland,Water,Water,Water,Water,Water,Water,Bareland
1908,Wetland,Water,Water,Water,Water,Water,Water,Water
1909,Wetland,Water,Water,Water,Water,Water,Water,Forest
1910,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1911,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1912,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1913,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1914,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1915,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1916,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1917,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1918,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1919,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1920,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1921,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1922,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1923,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1924,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1925,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1926,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1927,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1928,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1929,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
1930,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
1931,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1932,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1933,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1934,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1935,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1936,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1937,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1938,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1939,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1940,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1941,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1942,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1943,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1944,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1945,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1946,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1947,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1948,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1949,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1950,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1951,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1952,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1953,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1954,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1955,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1956,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1957,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1958,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1959,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1960,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1961,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1962,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1963,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1964,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1965,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1966,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1967,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1968,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1969,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1970,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1971,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1972,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1973,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1974,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1975,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1976,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1977,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1978,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1979,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1980,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1981,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1982,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1983,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1984,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1985,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1986,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1987,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1988,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1989,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1990,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1991,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1992,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1993,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1994,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1995,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1996,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1997,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1998,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1999,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2000,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2001,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2002,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2003,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2004,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2005,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2006,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2007,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2008,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
2009,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2010,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2011,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2012,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2013,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2014,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2015,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2016,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2017,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
2018,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
2019,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
2020,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
2021,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2022,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2023,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
2024,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2025,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
2026,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2027,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2028,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2029,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2030,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2031,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2032,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2033,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2034,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
2035,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2036,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2037,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2038,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2039,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2040,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2041,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2042,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2043,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2044,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2045,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2046,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
2047,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
2048,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2049,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2050,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
2051,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
2052,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2053,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
2054,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Water
2055,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2056,Bareland,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
2057,Bareland,NULL,Water,NULL,Water,Bareland,Wetland,Water
2058,Bareland,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
2059,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
2060,Bareland,NULL,Water,NULL,Water,Bareland,Water,Water
2061,Bareland,NULL,Water,NULL,Water,Bareland,Forest,Forest
2062,Bareland,NULL,Water,Water,Water,Bareland,Grassland,Bareland
2063,Bareland,NULL,Water,Water,Water,Bareland,Wetland,Water
2064,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
2065,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
2066,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
2067,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2068,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2069,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2070,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2071,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2072,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2073,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2074,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2075,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2076,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2077,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2078,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2079,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2080,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2081,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2082,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
2083,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2084,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2085,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2086,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2087,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2088,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2089,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2090,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Water
2091,Bareland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
2092,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2093,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
