Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R
5939,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5940,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5941,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5942,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5943,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5944,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5945,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
5946,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5947,Grassland,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
5948,Grassland,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
5949,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
5950,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
5951,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
5952,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
5953,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
5954,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
5955,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5956,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
5957,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
5958,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5959,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5960,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5961,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5962,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5963,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5964,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5965,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5966,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5967,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5968,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5969,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5970,Grassland,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5971,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
5972,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5973,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5974,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5975,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5976,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5977,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5978,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5979,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5980,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5981,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5982,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5983,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
5984,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5985,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5986,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5987,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5988,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5989,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5990,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5991,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5992,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
5993,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5994,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5995,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5996,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5997,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5998,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
5999,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
6000,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
6001,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,NULL
6002,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
6003,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Forest
6004,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
6005,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Cropland
6006,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Wetland
6007,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Bareland
6008,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Water
6009,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Forest
6010,Grassland,NULL,Water,NULL,Water,NULL,Water,Forest
6011,Grassland,NULL,Water,NULL,Water,NULL,Forest,Grassland
6012,Grassland,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
6013,Grassland,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
6014,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
6015,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
6016,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
6017,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
6018,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
6019,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
6020,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
6021,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
6022,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Water
6023,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
6024,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
6025,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
6026,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
6027,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
6028,Grassland,NULL,Water,NULL,Water,Shrubland,Water,Grassland
6029,Grassland,NULL,Water,NULL,Water,Shrubland,Water,Forest
6030,Grassland,NULL,Water,NULL,Water,Grassland,NULL,NULL
6031,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
6032,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
6033,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
6034,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Bareland
6035,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6036,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
6037,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
6038,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Water
6039,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
6040,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
6041,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
6042,Grassland,NULL,Water,NULL,Water,Grassland,Water,Water
6043,Grassland,NULL,Water,NULL,Water,Grassland,Water,Forest
6044,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
6045,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Wetland
6046,Grassland,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
6047,Grassland,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
6048,Grassland,NULL,Water,NULL,Water,Wetland,Shrubland,Water
6049,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
6050,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Cropland
6051,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
6052,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
6053,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
6054,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
6055,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Water
6056,Grassland,NULL,Water,NULL,Water,Wetland,Forest,Wetland
6057,Grassland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
6058,Grassland,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
6059,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,NULL
6060,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6061,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
6062,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Water
6063,Grassland,NULL,Water,NULL,Water,Bareland,Water,Wetland
6064,Grassland,NULL,Water,NULL,Water,Water,NULL,Wetland
6065,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
6066,Grassland,NULL,Water,NULL,Water,Water,Grassland,Wetland
6067,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
6068,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
6069,Grassland,NULL,Water,NULL,Water,Water,Water,Water
6070,Grassland,NULL,Water,NULL,Water,Forest,NULL,Forest
6071,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
6072,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
6073,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
6074,Grassland,NULL,Water,Non_Water,Water,NULL,Forest,Forest
6075,Grassland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
6076,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
6077,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Wetland
6078,Grassland,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
6079,Grassland,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
6080,Grassland,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
6081,Grassland,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
6082,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
6083,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
6084,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
6085,Grassland,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
6086,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
6087,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
6088,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
6089,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
6090,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
6091,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
6092,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
6093,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
6094,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
6095,Grassland,NULL,Water,Water,Water,NULL,Grassland,Grassland
6096,Grassland,NULL,Water,Water,Water,NULL,Grassland,Wetland
6097,Grassland,NULL,Water,Water,Water,NULL,Grassland,Water
6098,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
6099,Grassland,NULL,Water,Water,Water,Shrubland,NULL,Forest
6100,Grassland,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
6101,Grassland,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
6102,Grassland,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
6103,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
6104,Grassland,NULL,Water,Water,Water,Shrubland,Wetland,Grassland
6105,Grassland,NULL,Water,Water,Water,Shrubland,Wetland,Wetland
6106,Grassland,NULL,Water,Water,Water,Shrubland,Water,Grassland
6107,Grassland,NULL,Water,Water,Water,Shrubland,Water,Wetland
6108,Grassland,NULL,Water,Water,Water,Shrubland,Water,Forest
6109,Grassland,NULL,Water,Water,Water,Grassland,Shrubland,Grassland
6110,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
6111,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
6112,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Water
6113,Grassland,NULL,Water,Water,Water,Grassland,Water,Wetland
6114,Grassland,NULL,Water,Water,Water,Wetland,NULL,Wetland
6115,Grassland,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
6116,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
6117,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
6118,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
6119,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
6120,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
6121,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
6122,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
6123,Grassland,NULL,Water,Water,Water,Bareland,Shrubland,Grassland
6124,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
6125,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Wetland
6126,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
6127,Grassland,NULL,Water,Water,Water,Bareland,Water,Wetland
6128,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
6129,Grassland,NULL,Water,Water,Water,Water,Shrubland,Wetland
6130,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
6131,Grassland,NULL,Water,Water,Water,Water,Grassland,Wetland
6132,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
6133,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
6134,Grassland,NULL,Water,Water,Water,Water,Water,Water
6135,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6136,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6137,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6138,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6139,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6140,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6141,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6142,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6143,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6144,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6145,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6146,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
6147,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
6148,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6149,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
6150,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6151,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
6152,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6153,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6154,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6155,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6156,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6157,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6158,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6159,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6160,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
6161,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
6162,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6163,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6164,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6165,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6166,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
6167,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6168,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6169,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6170,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6171,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6172,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6173,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6174,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6175,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6176,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
6177,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
6178,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6179,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6180,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6181,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
6182,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6183,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6184,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6185,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6186,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6187,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6188,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6189,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6190,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6191,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6192,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6193,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6194,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6195,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6196,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6197,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6198,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
6199,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6200,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
6201,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6202,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6203,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6204,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
6205,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
6206,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6207,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6208,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6209,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6210,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6211,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6212,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6213,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6214,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6215,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6216,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6217,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6218,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6219,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6220,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6221,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6222,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6223,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
6224,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6225,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6226,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6227,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6228,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6229,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6230,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6231,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
6232,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6233,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6234,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6235,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6236,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6237,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6238,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6239,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6240,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6241,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6242,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6243,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6244,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
6245,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6246,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6247,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6248,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6249,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
6250,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6251,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6252,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6253,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
6254,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6255,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6256,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6257,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6258,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
6259,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
6260,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6261,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6262,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
6263,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6264,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6265,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6266,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6267,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6268,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6269,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6270,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6271,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6272,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6273,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6274,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
