Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEM_M_R
1478,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1479,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1480,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
1481,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1482,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1483,Forest,Forest,Water,Water,Water,Grassland,Forest,Grassland
1484,Forest,Forest,Water,Water,Water,Grassland,Forest,Water
1485,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1486,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1487,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1488,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1489,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1490,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1491,Forest,Forest,Water,Water,Water,Bareland,Wetland,Grassland
1492,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
1493,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
1494,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
1495,Forest,Forest,Water,Water,Water,Bareland,Water,Water
1496,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
1497,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1498,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1499,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1500,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1501,Forest,Forest,Water,Water,Water,Water,Water,Bareland
1502,Forest,Forest,Water,Water,Water,Water,Water,Water
1503,Forest,Forest,Water,Water,Water,Water,Water,Forest
1504,Forest,Forest,Water,Water,Water,Water,Forest,Grassland
1505,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1506,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1507,Forest,Forest,Water,Water,Water,Forest,Water,Grassland
1508,Forest,Forest,Water,Water,Water,Forest,Water,Water
1509,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1510,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1511,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1512,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1513,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1514,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1515,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1516,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1517,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1518,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1519,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1520,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1521,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1522,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1523,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1524,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1525,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1526,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1527,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1528,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1529,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1530,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1531,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
1532,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1533,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1534,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1535,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1536,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1537,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1538,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1539,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1540,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1541,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Water
1542,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1543,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1544,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1545,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1546,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1547,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1548,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1549,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1550,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1551,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1552,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
1553,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1554,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1555,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1556,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1557,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1558,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1559,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1560,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1561,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1562,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1563,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1564,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1565,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1566,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1567,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1568,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1569,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1570,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1571,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1572,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1573,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1574,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1575,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1576,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1577,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1578,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1579,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1580,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1581,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1582,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1583,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1584,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1585,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1586,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1587,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1588,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1589,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1590,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1591,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1592,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1593,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1594,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1595,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1596,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1597,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1598,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1599,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1600,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1601,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1602,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1603,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1604,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1605,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1606,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1607,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1608,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1609,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1610,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1611,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1612,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1613,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1614,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1615,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Water
1616,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1617,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1618,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Water
1619,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1620,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1621,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1622,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1623,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1624,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1625,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1626,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
1627,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
1628,Forest,Forest,Forest,Water,Non_Wetland,Water,Grassland,Forest
1629,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1630,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1631,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1632,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
1633,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Bareland
1634,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1635,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1636,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1637,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1638,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
1639,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1640,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
1641,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1642,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1643,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
