Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFJ_M_R
6654,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6655,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6656,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6657,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6658,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6659,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6660,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6661,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6662,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6663,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6664,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6665,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6666,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6667,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6668,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6669,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6670,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6671,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6672,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6673,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6674,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6675,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6676,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6677,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6678,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6679,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6680,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6681,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6682,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6683,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6684,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6685,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6686,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6687,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6688,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6689,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6690,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6691,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6692,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
6693,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6694,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6695,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6696,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
6697,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6698,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6699,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6700,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6701,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6702,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6703,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6704,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6705,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6706,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
6707,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6708,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6709,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6710,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6711,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6712,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6713,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6714,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6715,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6716,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6717,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6718,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6719,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6720,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6721,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6722,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6723,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6724,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6725,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6726,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6727,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6728,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6729,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6730,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6731,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6732,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6733,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6734,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
6735,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6736,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6737,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
6738,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6739,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6740,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
6741,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6742,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
6743,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
6744,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6745,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6746,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6747,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
6748,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6749,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6750,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6751,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6752,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6753,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6754,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6755,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6756,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6757,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6758,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6759,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6760,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6761,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6762,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6763,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6764,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6765,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6766,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
6767,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
6768,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6769,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
6770,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
6771,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6772,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6773,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6774,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6775,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6776,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6777,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6778,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6779,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6780,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6781,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6782,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6783,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6784,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6785,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6786,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6787,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6788,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6789,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6790,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6791,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6792,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6793,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6794,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6795,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6796,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6797,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6798,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6799,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6800,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6801,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6802,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6803,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6804,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6805,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6806,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6807,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6808,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6809,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6810,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6811,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6812,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6813,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6814,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6815,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6816,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
6817,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6818,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6819,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6820,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6821,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6822,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6823,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6824,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6825,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6826,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6827,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6828,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6829,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6830,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6831,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6832,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6833,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6834,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6835,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6836,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6837,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6838,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6839,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6840,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6841,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6842,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6843,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6844,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6845,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6846,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6847,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6848,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6849,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6850,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6851,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6852,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6853,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6854,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6855,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6856,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6857,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6858,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6859,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6860,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6861,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
6862,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6863,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6864,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6865,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6866,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6867,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6868,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6869,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6870,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6871,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6872,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6873,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6874,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6875,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6876,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6877,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6878,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6879,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6880,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6881,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6882,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6883,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6884,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6885,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6886,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6887,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6888,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6889,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6890,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
6891,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6892,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6893,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
6894,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6895,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6896,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6897,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6898,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6899,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6900,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6901,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6902,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6903,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6904,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6905,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6906,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6907,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6908,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6909,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6910,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6911,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6912,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6913,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6914,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
6915,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
6916,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
6917,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6918,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6919,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6920,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6921,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
6922,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6923,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6924,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6925,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6926,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6927,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6928,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6929,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
6930,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6931,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6932,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6933,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6934,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6935,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6936,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6937,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6938,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
6939,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6940,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6941,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
6942,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6943,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6944,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6945,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6946,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6947,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6948,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6949,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6950,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6951,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6952,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6953,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6954,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6955,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
6956,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6957,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6958,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6959,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6960,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
6961,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6962,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6963,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6964,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6965,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
6966,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
