Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPG_M_R
1699,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1700,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1701,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1702,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1703,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1704,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1705,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1706,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1707,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1708,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1709,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1710,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1711,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1712,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1713,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1714,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1715,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1716,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1717,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1718,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1719,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1720,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1721,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1722,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1723,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1724,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1725,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1726,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1727,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1728,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1729,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1730,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1731,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1732,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1733,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
1734,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1735,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1736,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1737,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1738,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1739,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1740,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1741,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1742,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1743,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1744,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1745,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1746,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1747,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1748,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1749,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1750,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1751,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1752,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1753,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1754,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1755,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1756,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1757,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1758,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1759,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1760,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1761,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1762,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1763,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1764,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1765,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1766,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1767,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1768,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1769,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1770,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1771,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1772,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1773,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1774,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1775,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1776,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1777,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1778,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1779,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1780,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1781,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1782,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1783,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1784,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1785,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1786,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1787,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1789,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1790,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1791,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1792,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1793,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1794,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1795,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1796,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1797,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1798,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1799,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1800,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1801,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1802,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1803,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1804,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1805,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1806,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1807,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1808,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1809,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1810,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1811,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1812,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1813,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1814,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1815,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1816,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1817,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1818,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1819,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1820,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1821,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1822,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1823,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1824,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1825,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1826,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1827,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1828,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1829,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1830,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1831,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1832,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1833,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1834,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1835,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1836,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1837,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1838,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1839,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1840,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1841,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1842,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1843,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1844,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1845,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1846,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1847,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1848,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1849,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1850,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1851,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1852,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1853,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1854,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1855,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1856,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1857,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1858,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1859,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1860,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1861,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1862,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1863,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1864,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1865,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1866,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1867,Water,Water,Water,NULL,Water,NULL,NULL,Water
1868,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1869,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1870,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1871,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1872,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1873,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1874,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1875,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1876,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1877,Water,Water,Water,Water,Water,NULL,NULL,Water
1878,Water,Water,Water,Water,Water,NULL,NULL,Forest
1879,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1880,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1881,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1882,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1883,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1884,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1885,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1886,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1887,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1888,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1889,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1890,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1891,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1892,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1893,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1894,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1895,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1896,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1897,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1898,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1899,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1900,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1901,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1902,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1903,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1904,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1905,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1906,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1907,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1908,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1909,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1910,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1911,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1912,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1913,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1914,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1915,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1916,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1917,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1918,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1919,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1920,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1921,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1922,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1923,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1924,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1925,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1926,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1927,Water,Forest,Water,Water,Water,NULL,NULL,Water
1928,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1929,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1930,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1931,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1932,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1933,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1934,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1935,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1936,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1937,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1938,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1939,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1940,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1941,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1942,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1943,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1944,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1945,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1946,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1947,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1948,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1949,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1950,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1951,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1952,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1953,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1954,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1955,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1956,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1957,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1958,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1959,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1960,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1961,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1962,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1963,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1964,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1965,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1966,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1967,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1968,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1969,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1970,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1971,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1972,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1973,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1974,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1975,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1976,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1977,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1978,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1979,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1980,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1981,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1982,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1983,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1984,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1985,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1986,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1987,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
1988,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1989,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1990,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1991,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1992,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1993,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1994,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1995,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1996,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1997,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1998,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1999,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2000,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2001,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2002,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2003,Permanent_ice_and_snow,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2004,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2005,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2006,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2007,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2008,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2009,Permanent_ice_and_snow,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2010,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2011,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2012,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2013,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2014,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2015,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2016,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2017,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2018,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2019,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2020,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2021,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2022,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2023,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2024,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2025,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2026,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2027,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2028,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2029,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2030,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2031,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2032,Permanent_ice_and_snow,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
