Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTF_M_R
2233,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2234,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2235,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2236,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2237,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2238,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2239,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2240,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2241,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2242,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2243,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2244,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2245,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2246,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2247,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2248,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2249,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2250,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2251,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2252,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2253,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2254,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2255,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2256,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2257,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2258,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2259,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2260,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2261,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2262,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2263,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2264,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2265,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2266,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2267,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2268,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2269,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2270,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2271,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2272,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2273,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2274,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2275,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2276,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2277,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2278,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2279,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2280,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2281,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2282,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2283,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2284,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2285,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2286,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2287,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2288,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2289,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2290,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2291,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2292,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2293,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2294,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2295,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2296,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2297,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2298,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2299,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2300,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2301,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2302,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2303,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2304,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2305,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2306,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2307,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2308,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2309,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2310,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2311,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2312,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2313,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2314,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2315,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2316,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2317,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2318,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2319,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2320,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2321,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2322,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2323,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2324,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2325,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2326,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2327,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2328,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2329,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2330,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2331,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2332,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2333,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2334,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2335,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2336,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2337,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2338,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2339,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2340,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2341,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2342,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2343,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2344,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2345,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2346,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2347,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2348,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2349,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2350,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2351,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2352,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2353,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2354,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2355,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2356,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2357,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2358,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2359,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2360,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2361,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2362,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2363,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2364,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2365,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2366,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2367,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2368,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2369,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2370,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2371,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2372,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2373,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2374,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2375,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2376,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2377,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2378,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2379,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2380,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2381,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2382,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2383,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2384,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2385,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2386,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2387,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2388,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2389,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2390,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2391,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
2392,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2393,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2394,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2395,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2396,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2397,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2398,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2399,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2400,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2401,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2402,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2403,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2404,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2405,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2406,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2407,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2408,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2409,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
2410,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2411,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2412,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2413,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2414,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
2415,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2416,Grassland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
2417,Grassland,NULL,Water,NULL,Water,Bareland,NULL,Forest
2418,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2419,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2420,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2421,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2422,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2423,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2424,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2425,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2426,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2427,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2428,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2429,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2430,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2431,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2432,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2433,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2434,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2435,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2436,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2437,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2438,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2439,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2440,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2441,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2442,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2443,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2444,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2445,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2446,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2447,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2448,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2449,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2450,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2451,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2452,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2453,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2454,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2455,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2456,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2457,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2458,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2459,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2460,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2461,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2462,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2463,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2464,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2465,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2466,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2467,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2468,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2469,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2470,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2471,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2472,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2473,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2474,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2475,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2476,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2477,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2478,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2479,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2480,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2481,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2482,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2483,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2484,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2485,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2486,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2487,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2488,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2489,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2490,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2491,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2492,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2493,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2494,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2495,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2496,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2497,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2498,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2499,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2500,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2501,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2502,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2503,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2504,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2505,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2506,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2507,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2508,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2509,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2510,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2511,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2512,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2513,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2514,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2515,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2516,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2517,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2518,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2519,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2520,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2521,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2522,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2523,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2524,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2525,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2526,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
2527,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2528,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2529,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2530,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2531,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
2532,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2533,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2534,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2535,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
2536,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2537,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2538,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2539,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2540,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2541,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2542,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2543,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2544,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2545,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2546,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2547,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2548,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2549,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
