Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYP_M_R
325,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
326,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
327,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
328,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
329,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
330,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
333,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
335,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
340,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
341,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
342,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
343,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
344,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
345,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
346,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
347,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
348,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
349,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Built-up
350,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
351,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
352,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
353,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
354,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
355,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
356,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
357,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
358,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
359,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
360,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
361,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
362,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
363,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
364,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
365,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
366,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
367,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
368,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
369,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
370,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
371,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
372,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
373,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
374,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
375,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
376,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
377,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
378,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
379,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
380,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
381,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
382,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
383,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
384,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
385,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
386,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
387,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
388,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
389,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
390,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
391,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
392,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
393,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
394,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
395,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
396,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,NULL
397,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
398,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
399,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
400,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
401,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
402,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
403,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
404,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
405,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
406,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
407,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
408,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
409,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
410,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
411,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
412,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
413,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
414,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
415,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Cropland
417,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
418,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
419,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
420,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
421,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
422,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
423,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
424,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Cropland
425,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
426,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
427,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
428,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
429,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
430,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
432,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
433,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
434,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
435,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
436,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
437,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
438,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
439,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
440,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
441,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
442,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
443,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
444,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
445,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
446,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
447,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
448,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
449,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
450,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
451,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
452,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
453,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
454,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
455,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
456,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
457,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
458,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
459,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
460,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
461,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
462,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
463,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
464,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
465,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
466,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
467,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
468,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
469,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
470,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
471,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Built-up
472,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
473,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
474,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
475,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
476,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
477,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
478,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
479,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
480,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
481,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
482,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
483,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
484,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
485,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
486,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
487,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
488,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
489,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Cropland
490,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
491,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
492,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
493,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
494,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
495,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
496,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
497,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
498,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
499,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Cropland
500,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
501,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
502,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Cropland
503,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
504,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
505,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
506,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
507,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
508,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
509,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
510,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
511,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
512,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
513,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
514,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
515,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
516,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
517,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
518,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
519,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Water
520,NULL,NULL,Wetland,Water,Wetland,Water,Water,Cropland
521,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
522,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
523,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
524,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Grassland
526,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
527,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
528,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
529,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
530,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
531,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
532,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
533,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
534,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
535,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
536,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
537,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
538,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
539,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
540,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
541,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
542,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
543,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
544,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
545,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
546,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
547,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
548,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
549,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
550,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
551,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
552,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Bareland
553,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
554,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
555,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
556,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
557,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
558,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
559,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
560,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
561,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
562,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
563,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
564,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
565,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
566,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
567,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
568,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
569,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
570,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
571,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
572,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
574,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
575,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
576,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
577,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
578,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
579,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
580,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
581,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
582,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
583,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
584,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
585,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
586,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
587,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
588,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
589,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
590,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
591,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
592,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
593,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
594,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
595,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
596,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
597,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
598,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
599,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
600,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
603,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
604,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
605,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
607,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
608,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
609,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
610,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
611,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
612,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
613,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
614,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
615,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
616,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
617,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
618,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
619,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
620,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Bareland
621,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
622,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Cropland
623,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
624,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
625,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
626,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
627,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
628,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
629,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,NULL
630,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
631,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
632,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
633,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
634,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
635,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
636,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
637,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
638,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
639,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Wetland,Grassland
640,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
641,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
642,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Water
643,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
644,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
645,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
646,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
647,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
648,NULL,NULL,Water,NULL,Water,NULL,Water,Bareland
649,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
650,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
651,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
652,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
653,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
654,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
655,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Cropland
656,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
657,NULL,NULL,Water,Non_Water,Water,NULL,Bareland,Grassland
658,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
659,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
660,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
661,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
662,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
663,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
664,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
665,NULL,NULL,Water,Water,Water,NULL,Wetland,Water
666,NULL,NULL,Water,Water,Water,NULL,Water,Water
667,NULL,NULL,Water,Water,Water,Wetland,NULL,Water
668,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
669,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
670,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
