Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPQ_M_R
2038,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2039,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2040,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2041,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2042,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2043,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
2044,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2045,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2046,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2047,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
2048,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2049,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2050,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2051,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2052,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2053,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
2054,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2055,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
2056,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2057,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
2058,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2059,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2060,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
2061,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2062,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2063,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2064,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2065,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2066,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2067,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2068,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2069,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2070,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2071,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2072,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2073,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2074,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
2075,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2076,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
2077,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2078,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2079,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
2080,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2081,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2082,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
2083,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2084,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2085,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
2086,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2087,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2088,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2089,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2090,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
2091,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2092,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2093,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2094,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
2095,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
2096,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2097,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2098,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2099,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2100,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2101,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2102,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2103,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2104,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2105,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2106,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2107,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2108,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2109,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2110,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2111,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2112,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2113,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2114,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2115,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2116,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2117,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2118,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2119,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2120,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2121,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2122,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2123,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2124,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2125,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2126,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2127,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2128,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2129,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2130,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2131,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2132,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2133,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2134,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2135,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2136,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2137,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2138,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2139,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2140,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2141,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2142,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2143,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2144,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2145,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2146,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2147,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2148,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2149,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2150,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2151,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2152,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2153,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2154,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2155,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2156,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2157,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2158,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2159,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2160,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2161,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2162,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2163,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2164,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2165,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2166,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2167,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2168,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2169,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2170,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
2171,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2172,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2173,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2174,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2175,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2176,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2177,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2178,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2179,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2180,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2181,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2182,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2183,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2184,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2185,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2186,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2187,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2188,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2189,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2190,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2191,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2192,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2193,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2194,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2195,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2196,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2197,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2198,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2199,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2200,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2201,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2202,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2203,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2204,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
2205,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2206,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2207,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2208,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2209,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2210,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2211,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2212,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2213,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2214,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2215,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2216,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2217,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2218,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
2219,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2220,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2221,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2222,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2223,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2224,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2225,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
2226,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,NULL
2227,NULL,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
2228,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
2229,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
2230,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2231,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,NULL
2232,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2233,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
2234,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
2235,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
2236,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
2237,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2238,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2239,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2240,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
2241,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2242,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
2243,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
2244,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2245,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2246,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2247,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2248,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2249,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2250,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2251,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2252,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2253,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2254,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2255,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
2256,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2257,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2258,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2259,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2260,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
2261,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
2262,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2263,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2264,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2265,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2266,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2267,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2268,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2269,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2270,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2271,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2272,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2273,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2274,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2275,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
2276,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2277,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
2278,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
2279,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2280,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2281,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2282,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2283,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2284,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2285,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2286,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2287,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2288,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2289,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2290,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2291,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2292,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2293,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2294,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2295,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2296,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2297,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2298,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
2299,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2300,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
2301,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2302,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2303,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2304,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2305,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2306,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2307,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2308,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
2309,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2310,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2311,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2312,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2313,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2314,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2315,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2316,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2317,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2318,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
2319,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2320,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2321,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2322,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2323,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2324,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2325,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2326,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2327,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
2328,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2329,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2330,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2331,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2332,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2333,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
2334,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2335,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2336,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2337,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2338,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2339,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2340,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2341,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2342,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2343,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2344,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2345,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2346,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2347,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2348,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2349,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2350,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2351,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
2352,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2353,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
2354,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2355,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
