Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWJ_M_R
327,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
328,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
329,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
330,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
331,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
332,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
333,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
334,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
335,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
336,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
337,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
338,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
339,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
340,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
341,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
342,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
343,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
344,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
345,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
346,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
347,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
348,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
349,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
351,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
352,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
353,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
354,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
355,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
356,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
357,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
358,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
359,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
360,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
361,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
363,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
364,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
365,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
366,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
367,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
368,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Water
369,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
370,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
371,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
372,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
375,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
387,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
388,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
389,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
390,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
391,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
392,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
393,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
394,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
395,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
396,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
397,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
398,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
399,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
400,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
401,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
402,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
403,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
404,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
405,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
406,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
407,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
408,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
409,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
410,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
411,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
412,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
414,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
415,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
416,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
417,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
418,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
419,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
420,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
421,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
422,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
423,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
424,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
425,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
426,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
428,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
429,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
430,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
431,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
432,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
433,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
434,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
435,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
436,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
437,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
438,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
439,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
440,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
441,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
442,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
443,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
444,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
445,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
446,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
447,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
448,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
449,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
450,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
451,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
452,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
453,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
454,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
455,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
456,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
457,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
458,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
459,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
460,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
461,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
462,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
463,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
464,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
465,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
467,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
468,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
469,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
470,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
471,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
472,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
473,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
474,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
475,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
476,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
477,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
478,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
479,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
480,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
481,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
482,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
483,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
484,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
485,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
486,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
487,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
488,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
489,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
490,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
491,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
492,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
493,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
494,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
495,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
496,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
497,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
498,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
499,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
500,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
501,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
502,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
503,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
504,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
505,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Built-up
506,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
507,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Grassland
508,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
509,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
510,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Built-up
511,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Water
512,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
513,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
514,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Water
515,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
516,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest,Built-up
517,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
518,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
519,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
520,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
521,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
522,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
523,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
524,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
525,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
526,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
527,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Bareland
528,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Water
529,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
530,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
531,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
532,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
533,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
534,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Water
535,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
536,NULL,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Built-up
537,NULL,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Forest
538,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
539,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Built-up
540,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
541,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
542,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
543,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
544,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
545,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
546,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Built-up
547,NULL,Built-up,Wetland,NULL,Wetland,Water,NULL,Water
548,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Bareland
549,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Water
550,NULL,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
551,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
552,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
553,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
554,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Wetland
555,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
556,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Forest,Forest
557,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
558,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
559,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Built-up
560,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
561,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
562,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
563,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,NULL,Grassland
564,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Wetland
565,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
566,NULL,Built-up,Wetland,Water,Wetland,NULL,Bareland,Forest
567,NULL,Built-up,Wetland,Water,Wetland,NULL,Forest,Wetland
568,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
569,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
570,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
571,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Wetland
572,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
573,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Water
574,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Water
575,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
576,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
577,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
578,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
579,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
580,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
581,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
582,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
583,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
584,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
585,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
586,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
587,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
588,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
589,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
590,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
591,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
592,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
593,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
594,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
595,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
596,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
597,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
598,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
599,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
600,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
601,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
602,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
603,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
604,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
605,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
606,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
607,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
608,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
609,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
610,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
611,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
612,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
613,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
614,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
615,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
616,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
617,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
618,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
619,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
620,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
621,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
622,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
623,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
624,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
625,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
626,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
627,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
628,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
629,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
630,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
631,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
632,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
633,NULL,Built-up,Water,NULL,Water,NULL,Water,Grassland
634,NULL,Built-up,Water,NULL,Water,NULL,Water,Forest
635,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
636,NULL,Built-up,Water,NULL,Water,Water,Water,Water
637,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
638,NULL,Built-up,Water,Non_Water,Water,Water,NULL,Forest
639,NULL,Built-up,Water,Non_Water,Water,Water,Water,Water
640,NULL,Built-up,Water,Water,Water,Water,Water,Forest
641,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
642,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
643,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
644,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
645,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
646,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
647,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
648,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
649,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
650,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
651,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
652,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
653,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
654,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
655,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
656,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
657,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
658,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
