Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R
1325,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1326,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1327,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1328,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1329,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1330,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1331,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1332,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1333,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1334,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1335,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1336,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1337,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1338,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1339,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1340,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1341,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1342,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1343,Cropland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1344,Cropland,Forest,Water,Water,Water,Bareland,Wetland,Water
1345,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1346,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1347,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1348,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1349,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1350,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1351,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1352,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1353,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1354,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1355,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1356,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1357,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
1358,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1359,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1360,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1361,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1362,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1363,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1364,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1365,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1366,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1367,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1368,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1369,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1370,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1371,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1372,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1373,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1374,Wetland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1375,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1376,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1377,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1378,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1379,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1380,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1381,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1382,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1383,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1384,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1385,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1386,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1387,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1388,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1389,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1390,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1391,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
1392,Wetland,Water,Water,NULL,Water,Water,Water,Water
1393,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
1394,Wetland,Water,Water,Water,Water,Grassland,Water,Water
1395,Wetland,Water,Water,Water,Water,Water,Water,Water
1396,Wetland,Water,Water,Water,Water,Water,Water,Forest
1397,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1398,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1399,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1400,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1401,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1402,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1403,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1404,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1405,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1406,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
1407,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1408,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1409,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1410,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1411,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1412,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1413,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1414,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1415,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1416,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1417,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1418,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1419,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1420,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1421,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1422,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1423,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1424,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1425,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1426,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1427,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1428,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1429,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1430,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1431,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1432,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1433,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1434,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1435,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1436,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1437,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1438,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1439,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1440,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1441,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1442,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1443,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1444,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1445,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1446,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1447,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1448,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1449,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1450,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1451,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1452,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1453,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1454,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1455,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1456,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1457,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1458,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1459,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1460,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1461,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1462,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1463,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1464,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1465,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1466,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1467,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1468,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1469,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1470,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1471,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1472,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1473,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1474,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1475,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1476,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1477,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1478,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1479,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1480,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1481,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1482,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1483,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1484,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1485,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1486,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1487,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1488,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1489,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1490,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1491,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1492,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1493,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1494,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1495,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1496,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1497,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1498,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1499,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1500,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1501,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1502,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1503,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1504,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1505,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1506,Bareland,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
1507,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1508,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1509,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1510,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1511,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1512,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1513,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1514,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1515,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1516,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1517,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1518,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
1519,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1520,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1521,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1522,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1523,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1524,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1525,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1526,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1527,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1528,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1529,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1530,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1531,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1532,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1533,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1534,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1535,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1536,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1537,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1538,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1539,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1540,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1541,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1542,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1543,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
1544,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1545,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1546,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
1547,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1548,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
1549,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1550,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1551,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1552,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1553,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1554,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
1555,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1556,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1557,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1558,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1559,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1560,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1561,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1562,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1563,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1564,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1565,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1566,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1567,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1568,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1569,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1570,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1571,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1572,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1573,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1574,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1575,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1576,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1577,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1578,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1579,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1580,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1581,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1582,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1583,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1584,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1585,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1586,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1587,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
1588,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1589,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1590,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
1591,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1592,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1593,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1594,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1595,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1596,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1597,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1598,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1599,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1600,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
1601,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1602,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1603,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1604,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1605,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1606,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1607,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1608,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1609,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1610,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1611,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
1612,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1613,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1614,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1615,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1616,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1617,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1618,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
1619,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1620,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
1621,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1622,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1623,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1624,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1625,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1626,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1627,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1628,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1629,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1630,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1631,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
1632,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
1633,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1634,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1635,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1636,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1637,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1638,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1639,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1640,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
