Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHA_M_R
3965,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3966,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3967,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3968,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3969,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3970,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3971,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3972,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3973,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3974,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3975,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
3976,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3977,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3978,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3979,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3980,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
3981,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
3982,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
3983,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3984,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3985,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3986,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3987,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
3988,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3989,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3990,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
3991,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3992,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3993,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3994,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
3995,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3996,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
3997,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3998,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3999,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
4000,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
4001,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
4002,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Water
4003,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
4004,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
4005,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4006,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
4007,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
4008,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4009,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
4010,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
4011,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
4012,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
4013,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
4014,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
4015,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Cropland
4016,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
4017,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
4018,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
4019,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4020,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4021,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
4022,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
4023,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
4024,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
4025,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4026,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
4027,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
4028,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
4029,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
4030,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Water
4031,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4032,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4033,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
4034,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4035,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
4036,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4037,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4038,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4039,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
4040,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
4041,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Built-up
4042,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4043,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
4044,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
4045,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
4046,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4047,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
4048,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
4049,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
4050,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4051,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4052,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4053,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
4054,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4055,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4056,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,NULL,Forest
4057,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Forest
4058,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4059,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4060,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4061,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4062,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Built-up,Forest
4063,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Water
4064,NULL,Built-up,Forest,Water,Non_Wetland,Water,Built-up,Water
4065,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4066,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4067,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4068,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
4069,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4070,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4071,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4072,NULL,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
4073,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4074,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4075,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4076,NULL,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4077,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
4078,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4079,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
4080,NULL,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4081,NULL,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4082,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4083,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
4084,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Water
4085,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4086,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4087,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4088,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4089,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4090,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4091,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
4092,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4093,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4094,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4095,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4096,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4097,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4098,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
4099,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4100,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4101,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4102,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
4103,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4104,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4105,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4106,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4107,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
4108,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
4109,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
4110,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4111,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4112,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
4113,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
4114,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4115,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4116,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4117,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Built-up
4118,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4119,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4120,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
4121,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4122,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4123,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4124,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4125,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4126,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4127,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4128,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4129,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
4130,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4131,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4132,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4133,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
4134,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
4135,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4136,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4137,NULL,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4138,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4139,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4140,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4141,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4142,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
4143,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4144,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4145,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4146,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4147,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4148,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4149,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Bareland,Water
4150,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4151,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
4152,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
4153,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4154,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
4155,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4156,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4157,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
4158,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
4159,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4160,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
4161,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4162,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4163,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4164,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4165,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4166,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4167,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4168,NULL,Water,Wetland,Non_Water,Wetland,Built-up,Water,Forest
4169,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
4170,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
4171,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4172,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
4173,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4174,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4175,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4176,NULL,Water,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
4177,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4178,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4179,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4180,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4181,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4182,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4183,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
4184,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4185,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
4186,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4187,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
4188,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
4189,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4190,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4191,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4192,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4193,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4194,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4195,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4196,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4197,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4198,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4199,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4200,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4201,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4202,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4203,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
4204,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4205,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4206,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
4207,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
4208,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Water
4209,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
4210,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
4211,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Built-up
4212,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4213,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4214,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4215,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
4216,NULL,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
4217,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
4218,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
4219,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
4220,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
4221,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
4222,NULL,Water,Water,NULL,Water,NULL,NULL,Built-up
4223,NULL,Water,Water,NULL,Water,NULL,Water,Built-up
4224,NULL,Water,Water,NULL,Water,NULL,Water,Forest
4225,NULL,Water,Water,NULL,Water,Wetland,NULL,Forest
4226,NULL,Water,Water,NULL,Water,Wetland,Built-up,Forest
4227,NULL,Water,Water,Non_Water,Water,NULL,Built-up,Forest
4228,NULL,Water,Water,Non_Water,Water,Water,Water,Water
4229,NULL,Water,Water,Water,Water,NULL,Water,Grassland
4230,NULL,Water,Water,Water,Water,NULL,Water,Water
4231,NULL,Water,Water,Water,Water,Bareland,Bareland,Forest
4232,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4233,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4234,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4235,NULL,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
4236,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4237,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
4238,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
4239,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4240,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4241,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4242,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4243,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4244,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4245,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4246,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4247,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4248,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4249,NULL,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
4250,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4251,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4252,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4253,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4254,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4255,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4256,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4257,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4258,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4259,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4260,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4261,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
4262,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4263,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Water
4264,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4265,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
4266,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4267,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4268,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4269,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4270,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4271,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4272,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
4273,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4274,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4275,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4276,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4277,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4278,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4279,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4280,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4281,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
4282,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4283,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4284,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4285,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4286,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4287,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4288,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4289,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4290,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4291,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
4292,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4293,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4294,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4295,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4296,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4297,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
4298,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4299,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4300,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4301,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4302,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
