Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZP_M_R
1235,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1236,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1237,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1238,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1239,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1240,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1241,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1242,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
1243,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1244,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1245,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1246,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1247,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1248,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1249,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1250,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1251,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1252,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1253,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1254,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1255,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1256,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1257,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1258,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1259,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1260,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1261,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1262,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1263,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1264,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1265,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1266,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1267,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1268,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1269,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1270,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1271,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1272,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1273,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1274,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1275,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1276,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1277,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1278,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1279,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1280,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1281,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1282,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1283,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1284,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1285,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1286,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1287,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1288,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1289,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1290,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1291,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1292,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1293,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1294,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1295,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1296,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1297,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1298,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1299,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1300,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1301,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Bareland
1302,Cropland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1303,Cropland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1304,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1305,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1306,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1307,Cropland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1308,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1309,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1310,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1311,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1312,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1313,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1314,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1315,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1316,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1317,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1318,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1319,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1320,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1321,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1322,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1323,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1324,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1325,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1326,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1327,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1328,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1329,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1330,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1331,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1332,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1333,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1334,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1335,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1336,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1337,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1338,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1339,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1340,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1341,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1342,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1343,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1344,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1345,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1346,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1347,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1348,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1349,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1350,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1351,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1352,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1353,Wetland,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
1354,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1355,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1356,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1357,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1358,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1359,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1360,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1361,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1362,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1363,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1364,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1365,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1366,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1367,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1368,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Bareland
1369,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1370,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1371,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1372,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1373,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1374,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1375,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1376,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1377,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1378,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1379,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1380,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1381,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1382,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1383,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1384,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1385,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1386,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1387,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1388,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1389,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1390,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1391,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1392,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1393,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1394,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1395,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
1396,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1397,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1398,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1399,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
1400,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1401,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1402,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1403,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1404,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
1405,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
1406,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1407,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1408,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1409,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1410,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1411,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1412,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
1413,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1414,Wetland,Water,Water,Water,Water,Water,Water,Water
1415,Wetland,Water,Water,Water,Water,Water,Water,Forest
1416,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1417,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1418,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1419,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1420,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1421,Wetland,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1422,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1423,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1424,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1425,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1426,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1427,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1428,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1429,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1430,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1431,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1432,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1433,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1434,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1435,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1436,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1437,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1438,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1439,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1440,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1441,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1442,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1443,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1444,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1445,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1446,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1447,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1448,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1449,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1450,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1451,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1452,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1453,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1454,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1455,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1456,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1457,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1458,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1459,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1460,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1461,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1462,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1463,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1464,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1465,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1466,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1467,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1468,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1469,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1470,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1471,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1472,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1473,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1474,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1475,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1476,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1477,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1478,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
1479,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1480,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1481,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1482,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1483,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
1484,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1485,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1486,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1487,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1488,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1489,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1490,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1491,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1492,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1493,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1494,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1495,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1496,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1497,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1498,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1499,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1500,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1501,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1502,Bareland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1503,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1504,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1505,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
1506,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1507,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1508,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1509,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1510,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1511,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1512,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1513,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1514,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1515,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1516,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1517,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1518,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1519,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1520,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1521,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1522,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1523,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1524,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1525,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
1526,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1527,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1528,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1529,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1530,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1531,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1532,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1533,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Water
1534,Bareland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
1535,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Water
1536,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1537,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1538,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1539,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
