Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNU_M_R
323,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
324,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
325,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
326,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
327,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
328,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
329,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
330,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
331,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
332,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
333,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
334,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
335,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
336,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
337,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
338,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
339,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
340,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
341,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Bareland
342,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
343,NULL,NULL,Wetland,NULL,Wetland,Cropland,Shrubland,Grassland
344,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
345,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
346,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Bareland
347,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
348,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
349,NULL,NULL,Wetland,NULL,Wetland,Cropland,Bareland,Grassland
350,NULL,NULL,Wetland,NULL,Wetland,Cropland,Bareland,Wetland
351,NULL,NULL,Wetland,NULL,Wetland,Cropland,Built-up,Grassland
352,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Wetland
353,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
354,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
355,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
356,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
357,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
358,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
359,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
360,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
361,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
362,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
363,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
364,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
365,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
366,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
367,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
368,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
369,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
370,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
371,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
372,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
373,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
374,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
375,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
376,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
377,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
378,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
379,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
380,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
381,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
382,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
383,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
384,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
385,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
386,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
387,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
388,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Bareland
389,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
390,NULL,NULL,Wetland,NULL,Wetland,Built-up,Water,Wetland
391,NULL,NULL,Wetland,NULL,Wetland,Built-up,Water,Bareland
392,NULL,NULL,Wetland,NULL,Wetland,Built-up,Forest,Grassland
393,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
394,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
395,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
396,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
397,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
398,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
399,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
400,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
401,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
402,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
403,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
404,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
405,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
406,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
407,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
409,NULL,NULL,Wetland,NULL,Wetland,Forest,Bareland,Wetland
410,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
411,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
412,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
413,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
414,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
415,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
416,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
417,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
418,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
419,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
420,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
421,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
422,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
423,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
424,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
425,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
426,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
427,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
428,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
429,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
430,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
431,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
432,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
433,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
434,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
435,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Bareland,Grassland
436,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
437,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
438,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
439,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
440,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
441,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
442,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
443,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
444,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
445,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
446,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
447,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
448,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
449,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
450,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
451,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
452,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
453,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
454,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
455,NULL,NULL,Wetland,Water,Wetland,Built-up,Built-up,Wetland
456,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
457,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
458,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
459,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
460,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
461,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
462,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
463,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
464,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
465,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
466,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
467,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Wetland
468,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
469,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
470,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
471,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
472,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
473,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
474,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
475,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Wetland
476,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
477,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
478,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
479,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
480,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
481,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
482,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
483,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
484,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
485,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
486,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
487,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
488,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
489,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
490,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
491,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
492,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
493,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
494,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
495,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
496,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
497,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
498,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
499,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Wetland
500,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
501,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Built-up
502,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
503,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
504,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
505,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
506,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
507,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
508,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Built-up,Grassland
509,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Built-up,Wetland
510,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Built-up,Bareland
511,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
512,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Grassland
513,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
514,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
515,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
516,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
517,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
518,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
519,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
520,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
521,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
522,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
523,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
524,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
525,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
526,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
527,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
528,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
529,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
530,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Built-up
531,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Bareland,Bareland
532,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
533,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
534,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
535,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
536,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
537,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Bareland
538,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
539,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
540,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Wetland
541,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
542,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
543,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
544,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Built-up,Grassland
545,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
546,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
547,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
548,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
549,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
550,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
551,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
552,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
553,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
554,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
555,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
556,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Wetland
557,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
558,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
559,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
560,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
561,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
562,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
563,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
564,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
565,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
566,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
567,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
568,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
569,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
570,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
571,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
572,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
573,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
574,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
575,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
576,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
577,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
578,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
579,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
580,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
581,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
582,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Wetland
583,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
584,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
585,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
586,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
587,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
588,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
589,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
590,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
591,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
592,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
593,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
594,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
595,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
596,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
597,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
598,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
599,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Wetland
600,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
601,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
602,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
603,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Built-up
604,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
605,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
606,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
607,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
608,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
609,NULL,NULL,Water,NULL,NULL,NULL,NULL,NULL
610,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
611,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
612,NULL,NULL,Water,Water,NULL,Bareland,Built-up,Grassland
613,NULL,NULL,Water,Water,NULL,Bareland,Built-up,Built-up
614,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
615,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
617,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
618,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
624,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
625,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
626,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
627,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
628,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
629,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
630,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
631,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
632,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
633,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
634,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
635,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
638,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
639,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
640,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
642,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
644,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
645,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
646,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
648,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
649,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
650,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
651,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
652,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
653,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
654,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
655,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
656,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
657,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
658,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
660,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
661,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
662,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
663,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
