Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMF_M_R
334,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
335,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
336,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
337,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,NULL
338,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
339,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
340,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
341,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
342,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
343,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,NULL
344,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
345,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
346,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
347,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,NULL
348,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
349,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
350,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
351,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
352,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
353,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
354,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
355,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
356,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
357,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
358,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
359,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
360,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
361,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Built-up
362,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
363,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
364,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
365,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Built-up
366,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
367,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
368,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
369,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
370,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
371,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
372,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
373,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
374,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
375,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
376,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
377,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
378,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
379,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
380,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
381,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
382,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
383,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
384,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
386,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
387,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
389,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
390,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
391,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
393,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
394,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
395,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
396,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
397,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
398,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
399,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Bareland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
401,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
403,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
404,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
405,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
406,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
407,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
408,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
409,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
410,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
411,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
412,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
413,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
414,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
415,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
416,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
417,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
418,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Bareland
419,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
420,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
421,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
422,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
423,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
424,NULL,NULL,Water,NULL,Water,Grassland,Water,Wetland
425,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
426,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
427,NULL,NULL,Water,NULL,Water,Wetland,Wetland,NULL
428,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
429,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
430,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Bareland
431,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
432,NULL,NULL,Water,NULL,Water,Wetland,Water,NULL
433,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
434,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
435,NULL,NULL,Water,NULL,Water,Wetland,Water,Bareland
436,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
437,NULL,NULL,Water,NULL,Water,Wetland,Forest,Wetland
438,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
439,NULL,NULL,Water,NULL,Water,Water,Wetland,NULL
440,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
441,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
442,NULL,NULL,Water,NULL,Water,Water,Wetland,Bareland
443,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
444,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
445,NULL,NULL,Water,NULL,Water,Water,Water,NULL
446,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
447,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
448,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
449,NULL,NULL,Water,NULL,Water,Water,Water,Water
450,NULL,NULL,Water,NULL,Water,Water,Water,Forest
451,NULL,NULL,Water,NULL,Water,Water,Forest,Grassland
452,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
453,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
454,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
455,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
456,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
457,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,NULL
458,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
459,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
460,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
461,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
462,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
463,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Bareland
464,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
465,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
466,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
467,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Bareland
468,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Forest
469,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
470,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
471,NULL,NULL,Water,Non_Water,Water,Water,Water,Bareland
472,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
473,NULL,NULL,Water,Water,Water,Grassland,Wetland,NULL
474,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
475,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
476,NULL,NULL,Water,Water,Water,Grassland,Wetland,Bareland
477,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
478,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
479,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
480,NULL,NULL,Water,Water,Water,Grassland,Water,Bareland
481,NULL,NULL,Water,Water,Water,Grassland,Water,Water
482,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
483,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
484,NULL,NULL,Water,Water,Water,Wetland,Wetland,NULL
485,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
486,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
487,NULL,NULL,Water,Water,Water,Wetland,Wetland,Bareland
488,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
489,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
490,NULL,NULL,Water,Water,Water,Wetland,Water,NULL
491,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
492,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
493,NULL,NULL,Water,Water,Water,Wetland,Water,Bareland
494,NULL,NULL,Water,Water,Water,Wetland,Water,Water
495,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
496,NULL,NULL,Water,Water,Water,Wetland,Forest,Grassland
497,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
498,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
499,NULL,NULL,Water,Water,Water,Water,Wetland,NULL
500,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
501,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
502,NULL,NULL,Water,Water,Water,Water,Wetland,Bareland
503,NULL,NULL,Water,Water,Water,Water,Wetland,Water
504,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
505,NULL,NULL,Water,Water,Water,Water,Water,NULL
506,NULL,NULL,Water,Water,Water,Water,Water,Grassland
507,NULL,NULL,Water,Water,Water,Water,Water,Wetland
508,NULL,NULL,Water,Water,Water,Water,Water,Bareland
509,NULL,NULL,Water,Water,Water,Water,Water,Water
510,NULL,NULL,Water,Water,Water,Water,Water,Forest
511,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
512,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
513,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
514,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
515,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
516,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
517,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
518,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
519,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
520,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
522,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
523,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
524,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
525,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
526,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
527,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
528,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
529,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
530,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
531,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
532,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
533,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
534,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
535,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
536,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
537,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
538,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
539,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
540,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
541,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
542,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
543,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
544,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
547,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
548,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
549,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
550,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
551,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
552,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
553,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
554,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
555,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
556,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
557,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
558,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
559,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
560,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
561,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
562,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
563,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
564,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
565,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
566,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
567,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
568,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
569,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
570,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
571,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
572,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
573,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
574,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
575,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
576,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
577,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
578,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
579,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
580,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
581,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
582,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
583,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
584,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
585,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
586,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
587,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
588,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
589,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
590,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
591,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
592,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
593,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
594,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
595,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
596,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
597,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
598,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
599,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
600,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
601,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
602,NULL,Cropland,Water,Water,Water,Water,Wetland,Wetland
603,NULL,Cropland,Water,Water,Water,Water,Water,Wetland
604,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
605,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
606,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
607,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
608,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
609,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
610,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
611,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
612,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
613,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
614,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
615,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
616,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
617,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
618,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
619,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
620,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
621,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
622,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
623,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
624,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
625,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
626,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
627,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
628,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
629,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
630,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
631,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
632,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
633,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
634,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
635,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
636,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
637,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
638,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
639,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
640,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
641,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
642,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
643,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
644,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
645,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
646,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
647,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
648,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
649,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
650,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
651,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
652,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
653,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
654,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
655,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
656,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
657,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
658,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
659,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
660,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
661,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
662,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
663,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
664,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
665,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
666,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
667,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
668,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
669,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
670,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
671,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
672,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
673,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
674,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
675,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Bareland
676,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
677,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
678,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
679,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
680,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
681,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
682,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
683,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
684,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
685,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
686,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
687,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Water,Bareland
688,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
689,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
