Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R
3611,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
3612,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
3613,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3614,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3615,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3616,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
3617,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3618,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3619,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3620,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3621,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3622,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3623,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3624,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3625,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3626,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3627,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3628,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3629,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3630,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3631,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3632,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3633,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
3634,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3635,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3636,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
3637,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3638,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3639,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3640,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3641,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3642,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3643,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3644,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3645,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3646,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3647,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3648,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
3649,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3650,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
3651,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3652,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3653,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3654,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
3655,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3656,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3657,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3658,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
3659,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
3660,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3661,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
3662,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3663,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
3664,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
3665,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
3666,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3667,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3668,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
3669,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3670,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3671,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3672,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3673,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3674,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3675,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3676,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3677,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3678,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3679,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3680,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3681,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
3682,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
3683,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3684,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
3685,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
3686,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3687,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3688,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3689,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3690,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3691,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3692,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3693,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3694,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3695,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
3696,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3697,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3698,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
3699,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
3700,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Cropland
3701,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
3702,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3703,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3704,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3705,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
3706,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3707,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
3708,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3709,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
3710,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3711,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
3712,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3713,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3714,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3715,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
3716,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
3717,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3718,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3719,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3720,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3721,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3722,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3723,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
3724,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
3725,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
3726,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
3727,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
3728,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
3729,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
3730,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
3731,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
3732,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3733,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
3734,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
3735,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3736,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
3737,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
3738,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3739,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
3740,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
3741,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
3742,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Cropland
3743,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
3744,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3745,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
3746,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3747,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3748,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3749,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3750,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3751,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
3752,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3753,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
3754,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3755,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3756,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
3757,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3758,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
3759,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3760,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3761,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3762,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3763,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3764,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
3765,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3766,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
3767,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3768,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3769,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
3770,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
3771,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3772,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3773,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3774,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
3775,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
3776,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3777,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3778,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3779,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3780,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
3781,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
3782,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
3783,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3784,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3785,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3786,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
3787,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
3788,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Cropland
3789,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
3790,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
3791,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
3792,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
3793,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Water
3794,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Water
3795,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3796,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3797,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3798,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
3799,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
3800,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
3801,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3802,Grassland,NULL,Wetland,Water,Wetland,Water,Forest,Water
3803,Grassland,NULL,Wetland,Water,Wetland,Forest,NULL,Water
3804,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3805,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
3806,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3807,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
3808,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Built-up
3809,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
3810,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3811,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3812,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3813,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3814,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3815,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3816,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
3817,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
3818,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3819,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
3820,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
3821,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
3822,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3823,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
3824,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3825,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
3826,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3827,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3828,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3829,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3830,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Cropland
3831,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
3832,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
3833,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
3834,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3835,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3836,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3837,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3838,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3839,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3840,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3841,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3842,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
3843,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
3844,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3845,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3846,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3847,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3848,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3849,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3850,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
3851,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3852,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3853,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3854,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
3855,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
3856,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
3857,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3858,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3859,Grassland,NULL,Bareland,Water,Non_Wetland,Water,NULL,Cropland
3860,Grassland,NULL,Bareland,Water,Non_Wetland,Water,NULL,Bareland
3861,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3862,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3863,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3864,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3865,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3866,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3867,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3868,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
3869,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3870,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3871,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3872,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
3873,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3874,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3875,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
3876,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3877,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
3878,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
3879,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
3880,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3881,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3882,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3883,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3884,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3885,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3886,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3887,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3888,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3889,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3890,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
3891,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3892,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3893,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3894,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3895,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
3896,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3897,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3898,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
3899,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3900,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3901,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
3902,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
3903,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
3904,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
3905,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
3906,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
3907,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3908,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3909,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3910,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3911,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3912,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3913,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3914,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3915,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3916,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3917,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3918,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3919,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3920,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3921,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3922,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3923,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3924,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
3925,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
3926,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Cropland
3927,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3928,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
3929,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3930,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3931,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
