Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGQ_M_R
2992,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
2993,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Bareland
2994,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
2995,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2996,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
2997,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2998,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2999,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3000,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3001,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3002,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3003,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3004,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3005,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
3006,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
3007,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
3008,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Bareland
3009,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3010,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3011,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3012,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3013,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3014,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3015,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
3016,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3017,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3018,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
3019,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3020,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3021,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3022,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
3023,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3024,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3025,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3026,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
3027,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3028,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3029,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3030,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
3031,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3032,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3033,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3034,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3035,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3036,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3037,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3038,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3039,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
3040,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3041,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3042,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
3043,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3044,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3045,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3046,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
3047,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
3048,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
3049,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3050,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3051,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3052,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3053,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3054,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3055,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3056,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3057,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3058,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3059,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3060,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3061,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3062,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3063,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3064,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3065,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
3066,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3067,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3068,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3069,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3070,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3071,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
3072,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
3073,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3074,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Water
3075,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
3076,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3077,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3078,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3079,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3080,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3081,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3082,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3083,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3084,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3085,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3086,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3087,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3088,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3089,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3090,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3091,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3092,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
3093,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3094,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3095,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3096,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3097,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3098,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3099,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3100,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3101,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3102,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3103,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3104,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3105,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3106,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3107,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3108,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3109,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3110,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3111,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3112,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3113,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3114,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3115,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3116,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3117,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3118,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3119,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3120,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3121,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
3122,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
3123,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3124,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3125,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3126,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3127,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3128,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3129,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3130,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3131,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
3132,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3133,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3134,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
3135,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3136,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3137,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3138,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3139,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3140,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3141,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3142,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
3143,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3144,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
3145,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3146,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Water,Forest
3147,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
3148,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
3149,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
3150,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
3151,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
3152,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Grassland
3153,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Forest
3154,NULL,Built-up,Water,NULL,Water,Shrubland,Water,Forest
3155,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Cropland
3156,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
3157,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
3158,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
3159,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Forest
3160,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
3161,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
3162,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
3163,NULL,Built-up,Water,NULL,Water,Built-up,Shrubland,Grassland
3164,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
3165,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
3166,NULL,Built-up,Water,NULL,Water,Water,Shrubland,Water
3167,NULL,Built-up,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
3168,NULL,Built-up,Water,Water,Water,Shrubland,Water,Forest
3169,NULL,Built-up,Water,Water,Water,Wetland,Shrubland,Forest
3170,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
3171,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3172,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3173,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3174,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3175,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3176,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3177,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3178,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
3179,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3180,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3181,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3182,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
3183,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
3184,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3185,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
3186,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3187,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
3188,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3189,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3190,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3191,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3192,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3193,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3194,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
3195,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3196,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3197,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3198,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3199,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3200,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3201,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3202,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3203,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3204,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3205,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
3206,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Water
3207,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3208,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3209,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3210,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3211,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3212,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3213,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3214,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3215,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3216,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3217,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3218,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3219,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3220,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3221,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3222,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3223,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3224,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3225,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
3226,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3227,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3228,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3229,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3230,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3231,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3232,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
3233,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3234,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3235,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3236,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3237,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3238,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3239,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3240,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3241,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3242,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
3243,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3244,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3245,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3246,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3247,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3248,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3249,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
3250,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
3251,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3252,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3253,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3254,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3255,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3256,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
3257,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
3258,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
3259,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3260,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3261,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3262,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
3263,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3264,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
3265,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
3266,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3267,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3268,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3269,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
3270,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
3271,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3272,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3273,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3274,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Shrubland,Water
3275,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3276,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
3277,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3278,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3279,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
3280,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3281,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3282,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3283,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3284,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3285,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
3286,NULL,Built-up,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
3287,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3288,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3289,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3290,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3291,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3292,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3293,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3294,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3295,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3296,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
3297,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
3298,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
3299,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3300,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3301,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3302,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3303,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3304,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3305,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3306,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
3307,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3308,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3309,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3310,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3311,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3312,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
3313,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
