Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNB_M_R
338,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
339,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
340,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
341,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
342,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
343,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
344,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
345,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
346,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
347,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
348,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
364,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
365,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
366,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
367,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
368,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
369,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
370,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
371,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
372,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
373,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
374,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
375,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
376,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Forest
377,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
378,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
379,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
380,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
381,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
382,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
383,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
384,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
385,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
386,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
387,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
388,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
389,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
390,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
391,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
393,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
394,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
395,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
396,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
397,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
398,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
399,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
400,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
401,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
402,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
403,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
404,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
405,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
406,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
407,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
408,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
409,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
410,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
411,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
412,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
413,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
414,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
415,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
416,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
417,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
418,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
419,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
420,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
421,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
422,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
423,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
424,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
425,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
426,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
427,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
428,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
429,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
430,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
431,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
432,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
433,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
434,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
435,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
436,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
437,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
438,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
439,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
440,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
441,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
442,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
443,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
444,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
445,NULL,Water,Water,NULL,Water,Wetland,Water,Wetland
446,NULL,Water,Water,Non_Water,Water,Wetland,Water,Water
447,NULL,Water,Water,Water,Water,Water,Water,Water
448,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
449,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
450,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
451,NULL,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Wetland
452,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
453,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
454,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
455,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
456,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
457,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
458,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
459,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
460,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
461,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
462,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
463,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
464,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
465,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
466,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
467,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
468,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
469,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
470,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
471,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
472,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
473,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
474,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
475,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
476,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
477,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
478,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
479,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
480,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
481,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
482,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
483,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
484,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
485,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
486,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
487,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
488,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
489,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
490,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
491,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
492,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
493,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
494,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
495,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
496,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
497,NULL,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
498,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
499,NULL,Forest,Water,NULL,Water,Wetland,Water,Grassland
500,NULL,Forest,Water,Water,Water,Wetland,Wetland,Grassland
501,NULL,Forest,Water,Water,Water,Wetland,Wetland,Wetland
502,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
503,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
504,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
505,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
506,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
507,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
508,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
509,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
510,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
511,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
512,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
513,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
514,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
515,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
516,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
517,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
518,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
519,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
520,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
521,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
522,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
523,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
524,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
525,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
526,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
527,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
528,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
529,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
530,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
531,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
532,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
533,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
534,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
535,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
536,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
537,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
538,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
539,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
540,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
541,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
542,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
543,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
544,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
545,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
546,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
547,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
548,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
549,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
550,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
551,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
552,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
553,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
554,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
555,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
556,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
558,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
559,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
560,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
561,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
562,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
563,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
564,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
565,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
566,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
567,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
568,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
569,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
570,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
571,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
572,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
573,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
574,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
575,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
576,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
577,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
578,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
579,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
580,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
581,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
582,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
583,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
584,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
585,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
586,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
587,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
588,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
589,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
590,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
591,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
592,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
593,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
594,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
595,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
596,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
597,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
598,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
599,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
600,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
601,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
602,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
603,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
604,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
605,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
606,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
607,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
608,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
609,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
610,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
611,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
612,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
613,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
614,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
615,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
616,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
617,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
618,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
619,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
620,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
621,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
622,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
623,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
624,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
625,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
626,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
627,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
628,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
629,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
630,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
631,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
632,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
633,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
634,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
635,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
636,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
637,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
638,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
639,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
640,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
641,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
642,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
643,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
644,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
645,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
646,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
647,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
648,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
649,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
650,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
651,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
652,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
653,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
654,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
655,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
656,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
657,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
658,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
659,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
660,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
661,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
662,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
663,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
664,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
665,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
666,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
667,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
668,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
669,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
670,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
671,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
672,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
673,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
674,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
675,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
