Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEA_M_R
1401,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1402,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1403,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1404,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1405,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1406,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1407,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1408,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1409,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1410,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1411,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1412,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1413,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1414,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1415,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1416,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1417,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1418,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1419,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1420,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1421,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1422,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1423,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1424,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1425,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1426,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
1427,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1428,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1429,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1430,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1431,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1432,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1433,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1434,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1435,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1436,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1437,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1438,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1439,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1440,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
1441,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1442,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1443,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1444,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1445,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1446,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1447,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1448,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1449,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1450,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1451,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1452,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1453,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1454,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1455,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1456,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1457,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1458,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1459,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1460,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
1461,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1462,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1463,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1464,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
1465,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
1466,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
1467,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
1468,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
1469,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1470,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1471,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1472,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1473,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1474,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1475,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1476,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1477,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1478,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
1479,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1480,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1481,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1482,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
1483,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1484,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1485,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1486,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1487,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1488,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
1489,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1490,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1491,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
1492,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1493,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1494,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1495,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1496,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1497,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1498,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1499,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1500,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1501,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1502,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1503,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1504,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1505,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1506,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1507,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1508,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1509,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1510,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1511,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1512,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
1513,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1514,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1515,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
1516,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1517,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1518,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1519,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1520,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1521,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1522,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1523,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
1524,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1525,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1526,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1527,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1528,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1529,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1530,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Forest,Forest
1531,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1532,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1533,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1534,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1535,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1536,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1537,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1538,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1539,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1540,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1541,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1542,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1543,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1544,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1545,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1546,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1547,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1548,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1549,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1550,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1551,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1552,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1553,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1554,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1555,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1556,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1557,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1558,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1559,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1560,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
1561,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1562,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1563,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1564,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1565,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1566,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1567,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1568,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1569,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1570,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1571,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1572,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1573,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1574,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1575,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1576,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1577,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1578,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1579,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1580,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1581,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1582,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1583,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1584,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1585,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1586,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1587,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1588,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1589,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1590,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1591,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1592,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1593,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1594,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1595,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1596,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
1597,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1598,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1599,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1600,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1601,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1602,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1603,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1604,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1605,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1606,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1607,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1608,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1609,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1610,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1611,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
1612,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1613,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1614,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1615,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1616,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
1617,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1618,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1619,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1620,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1621,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1622,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1623,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1624,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1625,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1626,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1627,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1628,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1629,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1630,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1631,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1632,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1633,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1634,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1635,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1636,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1637,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1638,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1639,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1640,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1641,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1642,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1643,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1644,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1645,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1646,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1647,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1648,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1649,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1650,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1651,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1652,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1653,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1654,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1655,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1656,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1657,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1658,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1659,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1660,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1661,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1662,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1663,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1664,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1665,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1666,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1667,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1668,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1669,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1670,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1671,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1672,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1673,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1674,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1675,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1676,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1677,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1678,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1679,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1680,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1681,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1682,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1683,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1684,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1685,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1686,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1687,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1688,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1689,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1690,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1691,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1692,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1693,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1694,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1695,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1696,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1697,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1698,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1699,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1700,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1701,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1702,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1703,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
1704,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1705,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1706,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1707,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1708,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1709,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1710,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1711,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1712,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1713,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1714,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1715,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1716,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1717,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1718,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1719,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1720,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1721,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1722,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1723,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1724,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1725,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1726,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1727,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1728,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1729,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1730,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1731,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1732,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1733,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1734,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1735,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1736,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1737,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1738,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1739,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1740,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1741,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1742,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1743,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1744,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1745,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1746,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1747,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
