Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDC_M_R
1431,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1432,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1433,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1434,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1435,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1436,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1437,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1438,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1439,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1440,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1441,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1442,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1443,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1444,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1445,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1446,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1447,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1448,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1449,Forest,Forest,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
1450,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Water
1451,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Forest
1452,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1453,Forest,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
1454,Forest,Forest,Forest,Water,Non_Wetland,Forest,Grassland,Forest
1455,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
1456,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1457,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1458,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
