Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRM_M_R
2742,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
2743,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2744,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2745,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2746,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2747,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2748,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2749,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2750,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2751,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2752,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2753,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2754,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2755,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2756,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2757,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2758,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2759,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2760,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2761,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2762,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2763,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2764,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2765,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2766,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2767,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2768,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2769,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2770,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2771,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2772,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2773,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2774,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2775,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2776,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2777,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2778,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2779,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2780,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2781,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2782,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2783,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2784,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2785,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2786,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2787,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2788,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2789,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2790,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2791,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2792,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2793,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2794,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2795,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2796,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2797,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2798,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2799,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2800,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2801,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2802,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2803,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
2804,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2805,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2806,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2807,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2808,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2809,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2810,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2811,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2812,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2813,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2814,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2815,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2816,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2817,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2818,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2819,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2820,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2821,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2822,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2823,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2824,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2825,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2826,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2827,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2828,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2829,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2830,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2831,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2832,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2833,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2834,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2835,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2836,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2837,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2838,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2839,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2840,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2841,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2842,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2843,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2844,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2845,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2846,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2847,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2848,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2849,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2850,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2851,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2852,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2853,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2854,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2855,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2856,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2857,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2858,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2859,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2860,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2861,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2862,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2863,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2864,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2865,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2866,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2867,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2868,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2869,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2870,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2871,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2872,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2873,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2874,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2875,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2876,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2877,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2878,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2879,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2880,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2881,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2882,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2883,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2884,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2885,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2886,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2887,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2888,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2889,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2890,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2891,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2892,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2893,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2894,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2895,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2896,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2897,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2898,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2899,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2900,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2901,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2902,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2903,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2904,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2905,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2906,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2907,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2908,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2909,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2910,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2911,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2912,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2913,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2914,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2915,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2916,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2917,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2918,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2919,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2920,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2921,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2922,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2923,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2924,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2925,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2926,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2927,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2928,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
2929,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2930,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2931,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2932,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2933,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2934,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2935,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2936,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2937,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2938,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2939,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2940,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2941,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2942,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2943,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2944,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2945,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2946,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2947,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2948,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2949,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2950,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2951,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2952,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2953,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2954,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2955,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2956,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2957,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2958,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2959,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2960,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2961,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2962,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2963,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2964,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2965,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2966,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2967,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2968,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2969,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
2970,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2971,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
2972,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Cropland
2973,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
2974,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
2975,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
2976,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2977,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2978,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2979,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2980,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2981,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2982,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2983,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
2984,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2985,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2986,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2987,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2988,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2989,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2990,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2991,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2992,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2993,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2994,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2995,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2996,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2997,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2998,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2999,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3000,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3001,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3002,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3003,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3004,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3005,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3006,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3007,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3008,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3009,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3010,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3011,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3012,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
3013,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
3014,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3015,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3016,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3017,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3018,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3019,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3020,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3021,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3022,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3023,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3024,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3025,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3026,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3027,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3028,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3029,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3030,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3031,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3032,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3033,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3034,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3035,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3036,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
3037,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3038,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3039,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3040,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3041,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3042,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3043,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3044,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3045,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3046,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3047,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3048,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3049,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3050,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3051,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
