Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFG_M_R
5862,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
5863,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5864,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5865,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5866,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
5867,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5868,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5869,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5870,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
5871,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5872,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5873,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5874,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5875,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5876,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5877,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
5878,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
5879,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5880,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5881,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5882,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
5883,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5884,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
5885,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
5886,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5887,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
5888,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
5889,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5890,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5891,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5892,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
5893,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5894,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5895,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5896,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5897,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
5898,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5899,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5900,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5901,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5902,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
5903,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5904,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5905,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
5906,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5907,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5908,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5909,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5910,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5911,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5912,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5913,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5914,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5915,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
5916,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
5917,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5918,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5919,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5920,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5921,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
5922,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
5923,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
5924,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
5925,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Water
5926,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
5927,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
5928,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
5929,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
5930,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
5931,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
5932,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Water
5933,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
5934,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
5935,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
5936,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5937,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
5938,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
5939,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5940,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
5941,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
5942,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Cropland
5943,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
5944,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
5945,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
5946,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
5947,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
5948,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
5949,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5950,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5951,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5952,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5953,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5954,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5955,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5956,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5957,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5958,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5959,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5960,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5961,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5962,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5963,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5964,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5965,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5966,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5967,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5968,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5969,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5970,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5971,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5972,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5973,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5974,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5975,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
5976,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5977,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
5978,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
5979,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5980,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5981,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5982,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5983,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5984,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5985,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5986,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
5987,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5988,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
5989,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5990,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
5991,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
5992,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5993,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
5994,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5995,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5996,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
5997,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5998,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5999,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6000,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6001,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6002,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6003,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6004,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6005,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6006,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6007,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6008,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6009,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6010,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6011,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6012,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6013,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
6014,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6015,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6016,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6017,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6018,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6019,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6020,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6021,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6022,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6023,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
6024,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6025,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6026,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6027,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6028,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6029,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6030,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6031,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6032,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6033,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6034,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6035,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6036,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6037,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6038,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
6039,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6040,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6041,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6042,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6043,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6044,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6045,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6046,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6047,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6048,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6049,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6050,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6051,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
6052,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6053,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
6054,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
6055,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6056,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6057,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6058,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6059,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
6060,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6061,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6062,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6063,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6064,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6065,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6066,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6067,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6068,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6069,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
6070,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6071,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6072,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6073,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6074,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6075,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6076,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6077,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
6078,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6079,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6080,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6081,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
6082,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6083,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6084,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6085,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6086,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6087,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
6088,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
6089,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
6090,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
6091,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6092,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6093,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6094,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
6095,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6096,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6097,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6098,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
6099,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6100,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
6101,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6102,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
6103,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6104,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
6105,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6106,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
6107,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
6108,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
6109,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
6110,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6111,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
6112,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6113,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6114,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6115,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6116,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6117,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6118,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6119,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6120,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6121,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6122,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6123,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6124,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6125,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6126,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6127,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6128,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6129,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6130,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6131,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6132,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6133,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6134,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6135,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
6136,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6137,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
6138,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6139,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
6140,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6141,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6142,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6143,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6144,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
6145,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6146,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6147,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6148,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6149,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6150,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6151,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6152,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
6153,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
6154,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6155,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6156,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6157,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6158,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
6159,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
6160,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6161,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6162,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6163,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6164,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6165,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6166,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6167,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6168,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6169,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6170,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6171,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
6172,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
6173,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6174,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
6175,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6176,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
6177,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
