Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVP_M_R
328,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
329,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
330,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
331,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
332,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
333,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
334,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
335,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
336,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Grassland
337,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
338,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
339,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
340,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
341,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
342,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
343,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
344,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
345,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
346,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
347,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
348,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
349,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
350,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
351,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
352,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
353,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
354,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
355,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
356,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
357,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
358,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
359,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
360,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
362,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
363,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
364,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
365,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
366,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
367,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
368,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
369,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
370,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
371,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
372,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
373,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
374,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
375,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
377,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
378,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
379,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
380,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
381,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
382,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
383,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
384,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
386,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
387,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
389,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
390,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
391,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
393,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
394,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
395,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
396,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
397,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
398,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
399,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
401,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
403,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
404,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
405,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
406,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
407,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
408,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
409,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
410,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
411,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
412,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
413,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
414,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
415,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
416,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
417,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
418,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
419,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
420,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
421,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
422,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
423,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
424,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
425,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
426,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
427,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
428,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
429,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
430,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
431,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
432,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
433,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
434,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
435,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
436,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Water
437,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
438,NULL,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
439,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
440,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
441,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
442,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
443,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
444,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
445,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
446,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
447,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
449,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
450,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
451,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
452,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
453,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
454,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
457,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
458,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
460,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
462,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
463,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
464,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
465,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
466,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
467,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
468,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
469,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
472,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
473,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
475,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
476,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
477,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
478,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
480,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
481,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
482,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
483,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
484,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
485,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
486,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
487,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
488,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
489,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
490,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
491,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
492,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
493,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
494,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
495,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
496,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
497,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
498,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
499,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
500,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
501,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
502,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
503,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
504,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
505,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
506,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
507,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
508,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
509,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
510,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
511,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
512,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
513,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
514,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
515,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
516,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
517,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
518,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
519,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
520,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
521,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
522,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
523,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
524,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
525,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
526,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
527,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
528,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
530,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
531,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
532,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
533,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
534,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
535,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
536,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
537,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
538,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
539,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
540,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
541,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
542,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
543,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
544,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
545,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
546,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
547,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
548,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
549,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
550,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
551,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
552,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
553,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
554,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
555,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
556,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
558,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
559,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
560,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
561,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
562,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
563,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
564,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
565,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
566,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
567,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
568,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
569,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
570,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
571,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
572,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
573,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
574,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
575,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
576,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
577,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
578,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
579,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
580,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
581,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
582,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
583,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
584,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
585,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
586,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
587,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
588,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
589,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
590,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
591,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
592,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
593,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
594,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
595,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
596,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
597,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
598,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
599,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
600,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
601,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
602,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
603,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
604,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
605,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
606,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
607,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
608,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
609,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
610,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
611,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
612,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
613,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
614,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
615,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
616,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
617,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
618,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
619,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
621,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
622,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
623,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
624,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
625,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
626,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
627,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
628,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
629,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
630,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
631,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
632,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
633,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
634,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
635,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
636,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Grassland
637,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
638,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
639,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
640,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
641,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
642,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
643,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
644,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
645,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
646,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
647,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
648,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
649,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
650,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
651,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
652,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
653,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
654,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
655,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
656,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
657,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
658,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Forest
