Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKR_M_R
3137,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
3138,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3139,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
3140,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3141,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3142,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3143,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
3144,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3145,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
3146,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
3147,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Water
3148,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3149,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3150,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3151,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
3152,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3153,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
3154,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3155,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Grassland
3156,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
3157,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
3158,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
3159,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Built-up,Grassland
3160,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3161,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3162,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3163,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3164,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3165,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
3166,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
3167,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3168,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
3169,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
3170,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
3171,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3172,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3173,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3174,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3175,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3176,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
3177,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
3178,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
3179,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
3180,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3181,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3182,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3183,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3184,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3185,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3186,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
3187,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
3188,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
3189,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3190,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Water,Cropland
3191,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3192,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
3193,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3194,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
3195,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
3196,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3197,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3198,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
3199,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3200,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3201,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3202,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3203,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3204,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3205,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3206,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3207,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3208,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
3209,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3210,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3211,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
3212,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
3213,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3214,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
3215,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
3216,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3217,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3218,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
3219,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
3220,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3221,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3222,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
3223,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
3224,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3225,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3226,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3227,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3228,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3229,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3230,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3231,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3232,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3233,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3234,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3235,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3236,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3237,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3238,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3239,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3240,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3241,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3242,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3243,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
3244,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3245,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
3246,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
3247,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
3248,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
3249,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
3250,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
3251,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
3252,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
3253,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
3254,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
3255,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3256,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3257,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
3258,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
3259,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3260,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3261,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3262,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3263,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3264,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3265,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
3266,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3267,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3268,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3269,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3270,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3271,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3272,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3273,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3274,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3275,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3276,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3277,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3278,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3279,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3280,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3281,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3282,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
3283,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
3284,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3285,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3286,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3287,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3288,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3289,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3290,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
3291,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
3292,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3293,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3294,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
3295,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Cropland
3296,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
3297,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Cropland
3298,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3299,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
3300,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3301,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3302,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
3303,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
3304,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
3305,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
3306,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
3307,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
3308,Grassland,NULL,Water,NULL,Water,NULL,Water,Forest
3309,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3310,Grassland,NULL,Water,NULL,Water,Grassland,Water,Cropland
3311,Grassland,NULL,Water,NULL,Water,Cropland,NULL,Cropland
3312,Grassland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
3313,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3314,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Cropland
3315,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
3316,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
3317,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
3318,Grassland,NULL,Water,Non_Water,Water,Water,Forest,Wetland
3319,Grassland,NULL,Water,Non_Water,Water,Water,Forest,Water
3320,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
3321,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
3322,Grassland,NULL,Water,Water,Water,NULL,Wetland,Wetland
3323,Grassland,NULL,Water,Water,Water,NULL,Wetland,Water
3324,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
3325,Grassland,NULL,Water,Water,Water,NULL,Water,Water
3326,Grassland,NULL,Water,Water,Water,Grassland,NULL,Grassland
3327,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
3328,Grassland,NULL,Water,Water,Water,Cropland,NULL,Cropland
3329,Grassland,NULL,Water,Water,Water,Water,NULL,Water
3330,Grassland,NULL,Water,Water,Water,Water,Water,Water
3331,Grassland,NULL,Water,Water,Water,Water,Forest,Water
3332,Grassland,NULL,Water,Water,Water,Forest,NULL,Water
3333,Grassland,NULL,Water,Water,Water,Forest,Water,Water
3334,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3335,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3336,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3337,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3338,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3339,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3340,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3341,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3342,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3343,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3344,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3345,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3346,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3347,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3348,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
3349,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3350,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3351,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3352,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3353,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3354,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
3355,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
3356,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3357,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3358,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
3359,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3360,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3361,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3362,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3363,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3364,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3365,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3366,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3367,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3368,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3369,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
3370,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3371,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3372,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3373,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3374,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3375,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3376,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3377,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3378,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3379,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3380,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3381,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3382,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3383,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3384,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3385,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3386,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3387,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3388,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3389,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3390,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
3391,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3392,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
3393,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3394,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3395,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3396,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3397,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3398,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3399,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
3400,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3401,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3402,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3403,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3404,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3405,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3406,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
3407,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3408,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3409,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3410,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3411,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3412,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3413,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3414,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3415,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3416,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3417,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3418,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3419,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3420,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
3421,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
3422,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
3423,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3424,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3425,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3426,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3427,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
3428,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3429,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3430,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
3431,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3432,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
3433,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3434,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3435,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3436,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
3437,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3438,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3439,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3440,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3441,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3442,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3443,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3444,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3445,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
3446,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3447,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3448,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3449,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
3450,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3451,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
3452,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Cropland
3453,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3454,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
3455,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3456,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3457,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3458,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
3459,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
3460,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3461,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
3462,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3463,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3464,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3465,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
