Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTU_M_R
347,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
348,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
349,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
350,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
351,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
352,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
353,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
354,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
355,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
356,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
357,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
358,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
359,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
360,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
361,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
362,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
363,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
364,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
365,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
366,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
367,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
368,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
369,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
370,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
371,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
372,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
373,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
374,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
375,NULL,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
376,NULL,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
377,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
378,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
379,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
380,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
381,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
382,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
383,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
384,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
385,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
386,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
387,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
388,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
389,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
390,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
391,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
392,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
393,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
394,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
395,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
396,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
397,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
398,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
399,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
400,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
401,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
402,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
403,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
404,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
405,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
406,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
407,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
408,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
409,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
410,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
411,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
412,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
413,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
414,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
415,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
416,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
417,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
418,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
419,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
420,NULL,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
421,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
422,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
423,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
424,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
425,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
426,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
427,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
428,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
429,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
430,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
431,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
432,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
433,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
434,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
435,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
436,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
437,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
438,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
439,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
440,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
441,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
442,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
443,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
444,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
445,NULL,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
446,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
447,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
448,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
449,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
450,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
451,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
452,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
453,NULL,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
454,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
455,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
456,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
457,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
458,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
459,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
460,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
461,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
462,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
463,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
464,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
465,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
466,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
467,NULL,Wetland,Water,NULL,Water,Wetland,Bareland,Grassland
468,NULL,Wetland,Water,NULL,Water,Wetland,Water,Grassland
469,NULL,Wetland,Water,NULL,Water,Wetland,Water,Forest
470,NULL,Wetland,Water,NULL,Water,Wetland,Forest,Grassland
471,NULL,Wetland,Water,NULL,Water,Water,Wetland,Grassland
472,NULL,Wetland,Water,NULL,Water,Water,Water,Grassland
473,NULL,Wetland,Water,NULL,Water,Water,Water,Forest
474,NULL,Wetland,Water,NULL,Water,Water,Forest,Grassland
475,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
476,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
477,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
478,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
479,NULL,Wetland,Water,Non_Water,Water,Water,Water,Grassland
480,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
481,NULL,Wetland,Water,Non_Water,Water,Water,Water,Forest
482,NULL,Wetland,Water,Non_Water,Water,Water,Forest,Grassland
483,NULL,Wetland,Water,Water,Water,Grassland,Water,Grassland
484,NULL,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
485,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
486,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
487,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
488,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
489,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
490,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
491,NULL,Wetland,Water,Water,Water,Wetland,Forest,Grassland
492,NULL,Wetland,Water,Water,Water,Water,Grassland,Grassland
493,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
494,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
495,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
496,NULL,Wetland,Water,Water,Water,Water,Wetland,Forest
497,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
498,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
499,NULL,Wetland,Water,Water,Water,Water,Water,Water
500,NULL,Wetland,Water,Water,Water,Water,Water,Forest
501,NULL,Wetland,Water,Water,Water,Water,Forest,Grassland
502,NULL,Wetland,Water,Water,Water,Water,Forest,Wetland
503,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
504,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
505,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
506,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
507,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
508,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
509,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
510,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
511,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
512,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
513,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
514,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
515,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
516,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
517,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
518,NULL,Bareland,NULL,NULL,Non_Wetland,Water,Water,Grassland
519,NULL,Bareland,NULL,Water,Non_Wetland,Water,Water,Grassland
520,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
521,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
522,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
523,NULL,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
524,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
525,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
526,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
527,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
528,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
529,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
530,NULL,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
531,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
532,NULL,Bareland,Water,NULL,Water,Water,Water,Grassland
533,NULL,Bareland,Water,Non_Water,Water,Water,Wetland,Grassland
534,NULL,Bareland,Water,Non_Water,Water,Water,Water,Grassland
535,NULL,Bareland,Water,Water,Water,Wetland,Water,Grassland
536,NULL,Bareland,Water,Water,Water,Water,Wetland,Grassland
537,NULL,Bareland,Water,Water,Water,Water,Water,Grassland
538,NULL,Bareland,Water,Water,Water,Water,Water,Wetland
539,NULL,Bareland,Water,Water,Water,Water,Water,Water
540,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
541,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
542,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
543,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
544,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
545,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
546,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
547,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
548,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
549,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
550,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
551,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
552,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
553,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
554,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
555,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Forest,Grassland
556,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
557,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
558,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
559,NULL,Built-up,Water,Non_Water,Water,Water,Forest,Grassland
560,NULL,Built-up,Water,Water,Water,Water,Wetland,Grassland
561,NULL,Built-up,Water,Water,Water,Water,Water,Grassland
562,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
563,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
564,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
565,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
566,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
567,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
568,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
569,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
570,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
571,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
572,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
573,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
574,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
575,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
576,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
577,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
578,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
579,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
580,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
581,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
582,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
583,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
584,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
585,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
586,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
587,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
588,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
589,NULL,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
590,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
591,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
592,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
593,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
594,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
595,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
596,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
597,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
598,NULL,Water,Wetland,NULL,Wetland,Water,Water,Wetland
599,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
600,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
601,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
602,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
603,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
604,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
605,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
606,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
607,NULL,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
608,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
609,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
610,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
611,NULL,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
612,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
613,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
614,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
615,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
616,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
617,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
618,NULL,Water,Water,NULL,Water,Wetland,Water,Grassland
619,NULL,Water,Water,NULL,Water,Wetland,Water,Forest
620,NULL,Water,Water,NULL,Water,Wetland,Forest,Grassland
621,NULL,Water,Water,NULL,Water,Water,Water,Grassland
622,NULL,Water,Water,Non_Water,Water,Wetland,Water,Grassland
623,NULL,Water,Water,Non_Water,Water,Water,Wetland,Grassland
624,NULL,Water,Water,Non_Water,Water,Water,Water,Grassland
625,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
626,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
627,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
628,NULL,Water,Water,Water,Water,Water,Wetland,Wetland
629,NULL,Water,Water,Water,Water,Water,Water,Grassland
630,NULL,Water,Water,Water,Water,Water,Water,Wetland
631,NULL,Water,Water,Water,Water,Water,Water,Water
632,NULL,Water,Water,Water,Water,Water,Water,Forest
633,NULL,Water,Water,Water,Water,Water,Forest,Grassland
634,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
635,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
636,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
637,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
638,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
639,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
640,NULL,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
641,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
642,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
643,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
644,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
645,NULL,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
646,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
647,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
648,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
649,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
650,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
651,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
652,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
653,NULL,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
654,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
655,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
656,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
657,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
658,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
659,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
660,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
661,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
662,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Forest
663,NULL,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
664,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
665,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
666,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
667,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
668,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
669,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
670,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
671,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
672,NULL,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
673,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
674,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
675,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
676,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
677,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
678,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
679,NULL,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
680,NULL,Forest,Water,Water,Water,Wetland,Wetland,Grassland
681,NULL,Forest,Water,Water,Water,Wetland,Water,Grassland
682,NULL,Forest,Water,Water,Water,Water,Wetland,Grassland
683,NULL,Forest,Water,Water,Water,Water,Water,Grassland
684,NULL,Forest,Water,Water,Water,Water,Forest,Grassland
685,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
686,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
687,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
688,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
689,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
690,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
691,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
692,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
693,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
694,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
695,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
696,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
697,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
698,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
699,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
700,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
701,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
702,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
703,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
704,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
705,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
706,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
707,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
