Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUU_M_R
1140,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1141,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1142,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1143,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1144,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1145,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1146,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
1147,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
1148,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1149,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1150,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1151,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
1152,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1153,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1154,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1155,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1156,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1157,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1158,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1159,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1160,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1161,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1162,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1163,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1164,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1165,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1166,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1167,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1168,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1169,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1170,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1171,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1172,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1173,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1174,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1175,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1176,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1177,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1178,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1179,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1180,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
1181,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1182,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
1183,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
1184,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1185,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1186,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1187,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1188,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1189,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1190,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1191,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1193,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1194,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1195,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1196,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1197,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1198,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1199,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1200,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1201,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1202,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1203,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1204,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1205,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1207,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1208,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1209,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1210,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1211,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1212,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1213,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1214,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1215,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1216,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1217,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1218,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1219,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1220,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1221,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1222,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1223,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1224,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1225,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1227,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1228,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1229,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1231,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1232,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1233,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1234,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1235,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1236,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1237,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1238,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1239,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1240,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1241,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1242,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1243,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1244,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1245,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1246,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1247,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1248,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1249,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1250,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1251,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1252,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1253,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1254,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1255,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1256,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1257,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1258,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1259,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1260,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1261,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1262,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
1263,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Wetland
1264,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1265,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1267,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1268,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1269,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1270,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1271,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1272,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1273,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1274,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1275,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1276,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1277,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1278,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1279,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1280,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1281,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1282,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1284,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1285,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1286,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1287,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1288,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1289,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1290,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1291,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1292,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1293,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1294,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1295,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1296,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1297,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1298,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1299,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1300,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1301,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1302,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1303,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1304,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1305,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1306,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1307,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1308,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1309,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1311,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1312,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1313,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1314,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1315,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1316,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1317,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1318,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1319,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1320,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1321,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1322,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1323,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1324,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1325,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1326,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1327,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1328,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1329,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1330,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1331,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1332,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1333,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1334,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1335,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1336,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1337,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1338,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1339,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1340,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1341,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1342,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1343,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1344,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1345,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1346,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1347,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1348,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1349,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1350,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1351,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1352,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1353,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1354,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1355,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1356,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1357,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1358,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1359,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1360,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1361,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1362,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1363,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1364,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
1365,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1366,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1367,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1368,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
1369,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1370,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1371,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1372,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1373,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1374,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1375,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1376,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1377,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1378,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1379,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1380,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1381,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1382,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1383,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1384,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1385,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1386,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1387,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1388,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1389,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1390,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1391,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1392,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1393,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1394,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1395,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1396,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1397,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1398,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1399,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1400,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1401,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1402,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1403,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1404,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1405,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1406,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1407,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1408,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1409,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1410,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1411,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1412,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1413,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1414,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1415,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1416,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1417,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1418,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1419,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1420,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1421,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1422,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1423,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1424,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1425,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1426,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1427,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1428,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1429,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1430,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1431,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1432,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1433,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1434,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1435,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1436,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1437,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1438,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1439,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1440,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
1441,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1442,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1443,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1444,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1445,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1446,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1447,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1448,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1449,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1450,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
1451,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1452,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1453,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
