Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKB_M_R
2372,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
2373,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
2374,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2375,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2376,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2377,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2378,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2379,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
2380,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2381,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
2382,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
2383,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2384,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2385,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
2386,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
2387,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2388,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2389,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
2390,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
2391,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
2392,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
2393,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2394,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
2395,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
2396,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2397,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
2398,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2399,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2400,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2401,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2402,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
2403,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
2404,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
2405,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
2406,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
2407,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
2408,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
2409,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
2410,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
2411,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2412,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
2413,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
2414,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
2415,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,NULL
2416,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
2417,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Water
2418,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
2419,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
2420,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
2421,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2422,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
2423,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,NULL
2424,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
2425,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
2426,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,NULL
2427,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
2428,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2429,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2430,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2431,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,NULL
2432,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2433,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
2434,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
2435,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
2436,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
2437,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Water
2438,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2439,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
2440,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
2441,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
2442,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
2443,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
2444,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2445,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2446,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
2447,NULL,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
2448,NULL,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
2449,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
2450,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2451,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2452,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2453,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2454,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2455,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2456,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2457,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2458,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2459,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
2460,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2461,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2462,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2463,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2464,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2465,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
2466,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2467,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2468,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2469,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2470,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2471,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2472,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2473,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2474,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2475,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
2476,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2477,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2478,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2479,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2480,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2481,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2482,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2483,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
2484,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
2485,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2486,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2487,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2488,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2489,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2490,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2491,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
2492,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2493,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2494,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2495,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2496,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2497,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2498,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2499,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2500,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2501,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2502,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
2503,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
2504,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2505,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2506,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2507,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2508,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2509,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
2510,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2511,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2512,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2513,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2514,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2515,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2516,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2517,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2518,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2519,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2520,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2521,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2522,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2523,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2524,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2525,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2526,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2527,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2528,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
2529,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
2530,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2531,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2532,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2533,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
2534,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2535,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Water
2536,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2537,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2538,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2539,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2540,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
2541,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2542,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2543,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2544,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
2545,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2546,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2547,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
2548,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2549,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2550,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2551,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2552,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2553,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2554,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2555,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2556,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2557,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2558,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2559,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2560,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
2561,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2562,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2563,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2564,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2565,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2566,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2567,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2568,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2569,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
2570,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
2571,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2572,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2573,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2574,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2575,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2576,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2577,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2578,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2579,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2580,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2581,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2582,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2583,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2584,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2585,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2586,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2587,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2588,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2589,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2590,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2591,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2592,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
2593,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2594,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2595,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2596,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2597,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
2598,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2599,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2600,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2601,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2602,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
2603,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2604,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2605,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2606,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2607,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
2608,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2609,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2610,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2611,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
2612,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2613,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2614,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
2615,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2616,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2617,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2618,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2619,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2620,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2621,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2622,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2623,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
2624,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2625,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2626,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
2627,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
2628,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2629,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2630,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2631,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2632,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2633,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
2634,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2635,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2636,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2637,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2638,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2639,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2640,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2641,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2642,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
2643,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
2644,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
2645,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2646,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2647,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2648,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
2649,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
2650,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
2651,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2652,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2653,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
2654,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
2655,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
2656,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
2657,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2658,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
2659,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
2660,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
2661,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2662,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
2663,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
2664,NULL,Cropland,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
2665,NULL,Cropland,NULL,Water,Non_Wetland,Water,Water,Wetland
2666,NULL,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
2667,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2668,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2669,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2670,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2671,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2672,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2673,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2674,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2675,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2676,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2677,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2678,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
2679,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2680,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2681,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
2682,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2683,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2684,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2685,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2686,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2687,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2688,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2689,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
2690,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2691,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2692,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2693,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
2694,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2695,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
2696,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2697,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
