Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBV_M_R
1430,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1431,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1432,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1433,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1434,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1435,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1436,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1437,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1438,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1439,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1440,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1441,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1442,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1443,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1444,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1445,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1446,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1447,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1448,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1449,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1450,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1451,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1452,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1453,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1454,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1455,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
1456,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1457,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1458,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1459,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
1460,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1461,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1462,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1463,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1464,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1465,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1466,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1467,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1468,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1469,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1470,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1471,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1472,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1473,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1474,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1475,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
1476,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1477,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1478,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1479,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1480,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1481,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1482,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1483,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
1484,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1485,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1486,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1487,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1488,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1489,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1490,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1491,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1492,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1493,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1494,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1495,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1496,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1497,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1498,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1499,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1500,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1501,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
1502,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1503,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1504,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1505,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1506,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1507,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1508,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1509,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1510,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1511,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1512,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1513,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1514,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1515,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1516,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1517,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1518,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1519,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1520,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1521,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1522,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1523,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1524,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1525,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1526,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1527,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1528,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1529,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1530,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1531,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1532,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1533,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
1534,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1535,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1536,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1537,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1538,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1539,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1540,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1541,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1542,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
1543,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1544,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1545,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
1546,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1547,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1548,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1549,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1550,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1551,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1552,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1553,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1554,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1555,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1556,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1557,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1558,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1559,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1560,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1561,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1562,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1563,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1564,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1565,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1566,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1567,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1568,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1569,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1570,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1571,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1572,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1573,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
1574,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1575,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1576,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1577,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1578,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1579,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1580,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1581,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1582,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1583,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1584,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1585,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1586,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1587,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1588,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1589,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1590,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1591,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1592,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1593,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1594,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1595,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1596,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1597,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1598,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1599,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1600,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1601,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1602,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1603,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1604,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1605,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1606,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1607,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1608,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1609,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1610,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1611,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1612,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1613,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1614,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1615,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1616,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1617,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1618,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1619,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1620,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1621,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1622,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1623,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1624,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1625,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1626,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1627,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1628,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1629,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1630,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1631,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1632,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1633,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1634,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1635,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1636,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1637,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1638,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1639,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1640,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Water
1641,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1642,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1643,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1644,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1645,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
1646,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1647,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
1648,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1649,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1650,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1651,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1652,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1653,Forest,Water,Water,NULL,Water,NULL,Water,Water
1654,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1655,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1656,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1657,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1658,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1659,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1660,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1661,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1662,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1663,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1664,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1665,Forest,Water,Water,NULL,Water,Water,Water,Water
1666,Forest,Water,Water,NULL,Water,Water,Water,Forest
1667,Forest,Water,Water,NULL,Water,Water,Forest,Water
1668,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1669,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1670,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1671,Forest,Water,Water,NULL,Water,Forest,Water,Water
1672,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1673,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1674,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1675,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1676,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1677,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1678,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1679,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1680,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1681,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1682,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1683,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1684,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1685,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1686,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1687,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1688,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1689,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1690,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1691,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
1692,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1693,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1694,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1695,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1696,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1697,Forest,Water,Water,Water,Water,NULL,Water,Water
1698,Forest,Water,Water,Water,Water,NULL,Water,Forest
1699,Forest,Water,Water,Water,Water,NULL,Forest,Water
1700,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1701,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1702,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1703,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
1704,Forest,Water,Water,Water,Water,Grassland,Water,Water
1705,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1706,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1707,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1708,Forest,Water,Water,Water,Water,Wetland,Water,Water
1709,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1710,Forest,Water,Water,Water,Water,Water,Wetland,Water
1711,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1712,Forest,Water,Water,Water,Water,Water,Water,Water
1713,Forest,Water,Water,Water,Water,Water,Water,Forest
1714,Forest,Water,Water,Water,Water,Water,Forest,Water
1715,Forest,Water,Water,Water,Water,Water,Forest,Forest
1716,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1717,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1718,Forest,Water,Water,Water,Water,Forest,Water,Water
1719,Forest,Water,Water,Water,Water,Forest,Water,Forest
1720,Forest,Water,Water,Water,Water,Forest,Forest,Water
1721,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1722,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1723,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1724,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1725,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1726,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1727,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1728,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1729,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1730,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1731,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1732,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1733,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1734,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1735,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1736,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1737,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1738,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1739,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1740,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1741,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1742,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1743,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1744,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1745,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1746,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1747,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1748,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1749,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1750,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1751,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1752,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1753,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1754,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1755,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1756,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1757,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1758,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1759,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1760,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1761,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1762,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1763,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1764,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1765,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1766,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1767,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1768,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1769,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1770,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1771,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1772,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1773,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1774,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1775,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1776,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1777,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1778,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1779,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1780,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1781,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1782,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1783,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1784,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1785,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1786,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1787,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1788,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1789,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1790,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1791,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1792,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1793,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1794,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1795,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1796,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1797,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1798,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1799,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
