Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHN_M_R
2710,NULL,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2711,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Water
2712,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2713,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
2714,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2715,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2716,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2717,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2718,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2719,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2720,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
2721,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
2722,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2723,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
2724,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
2725,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2726,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2727,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
2728,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
2729,NULL,Wetland,Water,NULL,Water,Bareland,Wetland,Wetland
2730,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2731,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2732,NULL,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
2733,NULL,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
2734,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2735,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2736,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2737,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2738,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2739,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
2740,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
2741,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2742,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
2743,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2744,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2745,NULL,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2746,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2747,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2748,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2749,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2750,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2751,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2752,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2753,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2754,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2755,NULL,Bareland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2756,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2757,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
2758,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2759,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2760,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2761,NULL,Bareland,Water,NULL,Water,Grassland,Bareland,Bareland
2762,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
2763,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
2764,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Built-up
2765,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
2766,NULL,Bareland,Water,NULL,Water,Bareland,Water,Bareland
2767,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2768,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2769,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2770,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2771,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2772,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2773,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2774,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2775,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2776,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
2777,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2778,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2779,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2780,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2781,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2782,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2783,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2784,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2785,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2786,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2787,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Bareland
2788,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2789,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2790,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
2791,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2792,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2793,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2794,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2795,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2796,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2797,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2798,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2799,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2800,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2801,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2802,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2803,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2804,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2805,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2806,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
2807,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2808,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2809,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
2810,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2811,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2812,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2813,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
2814,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2815,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2816,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2817,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2818,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
2819,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2820,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
2821,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
2822,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2823,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
2824,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2825,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2826,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2827,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2828,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2829,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2830,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2831,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2832,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2833,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2834,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2835,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2836,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2837,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2838,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2839,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2840,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2841,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2842,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2843,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2844,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2845,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2846,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2847,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2848,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
2849,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2850,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2851,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
2852,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2853,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2854,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2855,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2856,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2857,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2858,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2859,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2860,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2861,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2862,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2863,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2864,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
2865,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
2866,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2867,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
2868,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2869,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2870,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2871,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2872,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2873,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2874,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2875,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2876,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2877,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2878,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2879,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2880,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2881,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2882,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2883,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2884,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2885,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2886,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2887,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2888,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2889,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2890,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2891,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2892,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2893,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2894,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2895,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2896,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2897,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2898,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2899,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2900,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2901,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2902,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2903,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2904,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2905,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2906,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2907,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
2908,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2909,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2910,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2911,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2912,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2913,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2914,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2915,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2916,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2917,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2918,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2919,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2920,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2921,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2922,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2923,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2924,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2925,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2926,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2927,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2928,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2929,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2930,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2931,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2932,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2933,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2934,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2935,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2936,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2937,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2938,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2939,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2940,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2941,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2942,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2943,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2944,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2945,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2946,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2947,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2948,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2949,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2950,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2951,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2952,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2953,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2954,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2955,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2956,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2957,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2958,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2959,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2960,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2961,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2962,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2963,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2964,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2965,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2966,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2967,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2968,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2969,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2970,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2971,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2972,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2973,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2974,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2975,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2976,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2977,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2978,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2979,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2980,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2981,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2982,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2983,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2984,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2985,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2986,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2987,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2988,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2989,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2990,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2991,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2992,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2993,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2994,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2995,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2996,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2997,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
2998,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2999,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3000,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3001,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
3002,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3003,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3004,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3005,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3006,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3007,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3008,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3009,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3010,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3011,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3012,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3013,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3014,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
3015,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3016,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3017,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3018,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3019,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3020,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3021,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3022,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3023,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3024,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
