Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KDV_M_R
1671,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1672,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1673,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1674,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1675,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1676,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1677,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1678,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1679,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1680,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1681,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1682,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1683,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1684,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1685,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1686,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1687,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1688,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1689,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1690,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1691,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1692,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1693,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1694,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1695,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1696,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1697,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1698,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1699,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1700,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1701,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1702,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1703,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1704,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1705,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1706,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1707,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1708,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1709,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1710,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
1711,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1712,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1713,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
1714,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1715,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1716,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1717,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1718,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1719,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1720,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1721,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1722,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1723,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1724,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1725,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1726,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1727,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1728,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1729,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
1730,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Built-up
1731,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1732,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1733,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1734,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1735,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
1736,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1737,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1738,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1739,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1740,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1741,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1742,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1743,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1744,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1745,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1746,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1747,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1748,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1749,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1750,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1751,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1752,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1753,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1754,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1755,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1756,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1757,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1758,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1759,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1760,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1761,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1762,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1763,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1764,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1765,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1766,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1767,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1768,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1769,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1770,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1771,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1772,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1773,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1774,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1775,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1776,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1777,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1778,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1779,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1780,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1781,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1782,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1783,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1784,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1785,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1786,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1787,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
1789,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1790,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1791,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1792,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1793,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1794,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1795,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1796,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1797,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1798,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1799,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1800,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1801,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1802,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1803,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1804,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1805,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1806,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1807,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1808,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1809,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1810,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1811,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1812,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1813,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1814,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1815,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1816,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1817,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1818,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1819,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1820,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1821,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1822,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1823,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1824,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1825,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1826,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1827,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1828,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1829,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1830,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1831,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1832,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1833,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1834,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1835,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1836,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1837,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1838,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1839,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1840,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1841,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1842,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1843,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1844,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1845,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1846,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1847,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1848,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1849,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1850,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1851,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1852,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1853,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1854,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1855,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1856,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1857,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1858,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1859,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1860,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1861,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1862,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1863,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1864,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1865,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1866,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1867,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1868,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1869,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1870,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1871,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1872,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1873,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1874,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1875,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1876,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1877,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1878,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1879,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1880,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1881,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1882,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1883,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1884,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1885,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1886,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1887,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1888,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1889,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1890,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1891,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1892,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1893,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
1894,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1895,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1896,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1897,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1898,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1899,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1900,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1901,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1902,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1903,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1904,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1905,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1906,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1907,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1908,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1909,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1910,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1911,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1912,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1913,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1914,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1915,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1916,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1917,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1918,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1919,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1920,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1921,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1922,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1923,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1924,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1925,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1926,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1927,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1928,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1929,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1930,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1931,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1932,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1933,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1934,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1935,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1936,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1937,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1938,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1939,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1940,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1941,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1942,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1943,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1944,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1945,Forest,Water,Water,Water,Water,NULL,NULL,Water
1946,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1947,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1948,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1949,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1950,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1951,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1952,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1953,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1954,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1955,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1956,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1957,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1958,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1959,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1960,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1961,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1962,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1963,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1964,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1965,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1966,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1967,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1968,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1969,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1970,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1971,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1972,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1973,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1974,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1975,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1976,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1977,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
