Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDA_M_R
325,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
326,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
327,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
328,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
329,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
330,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
331,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
332,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
333,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
334,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
335,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
336,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
337,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
338,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
339,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
340,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
341,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
342,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
343,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
344,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
345,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
346,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
347,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
348,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
349,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
350,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
351,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
352,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
353,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
354,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
355,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
356,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
357,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
358,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
359,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
360,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
361,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
362,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
363,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
364,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
365,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
366,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
368,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
369,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
370,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
371,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
372,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
373,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
374,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
375,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
376,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
377,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
378,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
379,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
380,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
381,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
382,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
383,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
384,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
386,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
387,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
389,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
390,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
391,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
393,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
394,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
395,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
396,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
397,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
398,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
399,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
400,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
401,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
403,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
404,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
405,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
406,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
407,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
408,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
409,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
410,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
411,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
412,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
413,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
414,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
415,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
416,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
417,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
418,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
419,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
420,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
421,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
422,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
423,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
424,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
425,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
426,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
427,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
428,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
429,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
430,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
431,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
432,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
433,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
434,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
435,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
436,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
437,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
438,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
439,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
440,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
441,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
442,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
443,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
444,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
445,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
446,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Built-up
447,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
448,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
449,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
450,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
451,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
452,NULL,NULL,Water,NULL,Water,NULL,Bareland,Grassland
453,NULL,NULL,Water,NULL,Water,NULL,Built-up,Grassland
454,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
455,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
456,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
457,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
458,NULL,NULL,Water,Non_Water,Water,NULL,Water,Grassland
459,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
460,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
461,NULL,NULL,Water,Non_Water,Water,Forest,NULL,Grassland
462,NULL,NULL,Water,Water,Water,NULL,Wetland,Water
463,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
464,NULL,NULL,Water,Water,Water,Water,Water,Wetland
465,NULL,NULL,Water,Water,Water,Water,Water,Water
466,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
467,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
468,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
469,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
470,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
471,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
472,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
473,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
475,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
476,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
477,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
478,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
480,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
481,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
482,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
483,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
484,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
485,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
486,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
487,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
488,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
489,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
490,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
491,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
492,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
493,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
494,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
495,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
496,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
497,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
498,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
499,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
500,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
501,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
502,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
503,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
504,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
505,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
506,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
507,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
508,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
509,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
510,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
511,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
513,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
514,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
515,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
516,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
517,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
518,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
519,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
520,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
521,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
522,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
523,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
524,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
525,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
526,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
527,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Water
528,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
529,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
530,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
531,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
532,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
533,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
534,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
535,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
536,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
537,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
538,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
539,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
540,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Built-up
541,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
542,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
543,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
544,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
545,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
546,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
547,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
548,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
549,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
550,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
551,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
552,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
553,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
554,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
555,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
556,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
557,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Built-up
558,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Built-up
559,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
560,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
561,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
562,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
563,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
564,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
565,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
566,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
567,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
568,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
569,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
570,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
571,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
572,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
573,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
574,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
575,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
576,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
577,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
578,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
579,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
580,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
581,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
582,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
583,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
584,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
585,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
586,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
587,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
588,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
589,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
590,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
591,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
592,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
593,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
594,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
595,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
596,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
597,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
598,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
599,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
600,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
601,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
602,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
603,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
604,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
605,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
606,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
607,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
608,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
609,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
610,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
611,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
612,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
613,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
614,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
615,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
616,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
617,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
619,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
620,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
621,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
622,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
623,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
624,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
625,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
626,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
627,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
628,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
629,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
630,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
631,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
632,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
633,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
634,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
635,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
636,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
637,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
638,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
639,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
640,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
644,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
646,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
659,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
660,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
661,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
662,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
663,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
