Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R
3585,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3586,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3587,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
3588,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Water,Forest
3589,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3590,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3591,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3592,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3593,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3594,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3595,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3596,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3597,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3598,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3599,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3600,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3601,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3602,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3603,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3604,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3605,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3606,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3607,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3608,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3609,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3610,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3611,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3612,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3613,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3614,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3615,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3616,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3617,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3618,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3619,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3620,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3621,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3622,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3623,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3624,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3625,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3626,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3627,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3628,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3629,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3630,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3631,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3632,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3633,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3634,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3635,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3636,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3637,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3638,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3639,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3640,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3641,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3642,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3643,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3644,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3645,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3646,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3647,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3648,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3649,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3650,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3651,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3652,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3653,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3654,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3655,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3656,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3657,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3658,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3659,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3660,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3661,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3662,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3663,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3664,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3665,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3666,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3667,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
3668,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3669,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3670,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3671,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3672,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3673,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3674,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3675,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3676,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3677,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3678,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3679,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3680,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3681,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3682,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
3683,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3684,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3685,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3686,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3687,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
3688,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3689,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3690,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3691,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3692,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3693,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3694,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3695,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3696,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3697,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3698,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3699,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3700,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3701,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
3702,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3703,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3704,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
3705,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
3706,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3707,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3708,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3709,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
3710,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3711,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3712,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3713,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3714,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
3715,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3716,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3717,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
3718,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
3719,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3720,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
3721,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3722,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3723,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
3724,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
3725,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
3726,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3727,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
3728,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
3729,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
3730,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
3731,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
3732,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
3733,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
3734,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3735,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
3736,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3737,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
3738,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3739,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3740,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
3741,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3742,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3743,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3744,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
3745,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3746,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3747,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
3748,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
3749,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
3750,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
3751,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3752,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3753,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3754,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3755,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3756,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3757,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3758,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3759,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3760,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
3761,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
3762,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
3763,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
3764,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3765,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
3766,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3767,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3768,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
3769,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
3770,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
3771,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
3772,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
3773,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
3774,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
3775,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
3776,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
3777,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
3778,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
3779,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
3780,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
3781,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
3782,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3783,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
3784,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
3785,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
3786,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3787,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3788,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
3789,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
3790,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
3791,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
3792,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3793,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3794,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3795,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3796,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3797,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
3798,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
3799,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3800,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
3801,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
3802,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
3803,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3804,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
3805,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
3806,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
3807,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
3808,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
3809,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
3810,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
3811,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
3812,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
3813,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,NULL
3814,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
3815,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
3816,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
3817,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
3818,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
3819,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
3820,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
3821,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Forest
3822,Grassland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
3823,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
3824,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3825,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3826,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3827,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3828,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,NULL
3829,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
3830,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3831,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
3832,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3833,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3834,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3835,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
3836,Grassland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Water
3837,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3838,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
3839,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3840,Grassland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Water
3841,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3842,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3843,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3844,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3845,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3846,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3847,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3848,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3849,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3850,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3851,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3852,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
3853,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Bareland
3854,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Grassland
3855,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
3856,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
3857,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
3858,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
3859,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
3860,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
3861,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3862,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
3863,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
3864,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3865,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3866,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
3867,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3868,Grassland,NULL,Water,NULL,Water,Forest,Water,Forest
3869,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Bareland
3870,Grassland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
3871,Grassland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
3872,Grassland,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
3873,Grassland,NULL,Water,Non_Water,Water,Shrubland,Water,Water
3874,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
3875,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
3876,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3877,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
3878,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
3879,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
3880,Grassland,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
3881,Grassland,NULL,Water,Water,Water,Shrubland,Shrubland,Water
3882,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
3883,Grassland,NULL,Water,Water,Water,Shrubland,Wetland,Grassland
3884,Grassland,NULL,Water,Water,Water,Shrubland,Water,Water
3885,Grassland,NULL,Water,Water,Water,Shrubland,Forest,Wetland
3886,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3887,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3888,Grassland,NULL,Water,Water,Water,Water,Shrubland,Grassland
3889,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
3890,Grassland,NULL,Water,Water,Water,Water,Water,Water
3891,Grassland,NULL,Water,Water,Water,Forest,Shrubland,Wetland
3892,Grassland,NULL,Water,Water,Water,Forest,Shrubland,Water
3893,Grassland,NULL,Water,Water,Water,Forest,Water,Forest
3894,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3895,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3896,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3897,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3898,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3899,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3900,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3901,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3902,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3903,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3904,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3905,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3906,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3907,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3908,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3909,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3910,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3911,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3912,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3913,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3914,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
