Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRT_M_R
1743,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1744,Forest,Water,Cropland,Water,Non_Wetland,Water
1745,Forest,Water,Cropland,Water,Non_Wetland,Forest
1746,Forest,Water,Wetland,NULL,Wetland,Bareland
1747,Forest,Water,Wetland,NULL,Wetland,Water
1748,Forest,Water,Wetland,NULL,Wetland,Forest
1749,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1750,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1751,Forest,Water,Wetland,Non_Water,Wetland,Water
1752,Forest,Water,Wetland,Non_Water,Wetland,Forest
1753,Forest,Water,Wetland,Water,Wetland,NULL
1754,Forest,Water,Wetland,Water,Wetland,Grassland
1755,Forest,Water,Wetland,Water,Wetland,Bareland
1756,Forest,Water,Wetland,Water,Wetland,Water
1757,Forest,Water,Wetland,Water,Wetland,Forest
1758,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1759,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1760,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1761,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1762,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1763,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1764,Forest,Water,Bareland,Water,Non_Wetland,Water
1765,Forest,Water,Bareland,Water,Non_Wetland,Forest
1766,Forest,Water,Water,NULL,Water,Grassland
1767,Forest,Water,Water,NULL,Water,Bareland
1768,Forest,Water,Water,NULL,Water,Water
1769,Forest,Water,Water,NULL,Water,Forest
1770,Forest,Water,Water,Non_Water,Water,NULL
1771,Forest,Water,Water,Non_Water,Water,Grassland
1772,Forest,Water,Water,Non_Water,Water,Bareland
1773,Forest,Water,Water,Non_Water,Water,Water
1774,Forest,Water,Water,Non_Water,Water,Forest
1775,Forest,Water,Water,Water,Water,Grassland
1776,Forest,Water,Water,Water,Water,Bareland
1777,Forest,Water,Water,Water,Water,Water
1778,Forest,Water,Water,Water,Water,Forest
1779,Forest,Water,Forest,NULL,Non_Wetland,NULL
1780,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1781,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1782,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1783,Forest,Water,Forest,NULL,Non_Wetland,Built-up
1784,Forest,Water,Forest,NULL,Non_Wetland,Water
1785,Forest,Water,Forest,NULL,Non_Wetland,Forest
1786,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1787,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1788,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1789,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1790,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1791,Forest,Water,Forest,Water,Non_Wetland,NULL
1792,Forest,Water,Forest,Water,Non_Wetland,Grassland
1793,Forest,Water,Forest,Water,Non_Wetland,Bareland
1794,Forest,Water,Forest,Water,Non_Wetland,Water
1795,Forest,Water,Forest,Water,Non_Wetland,Forest
1796,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1797,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1798,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1799,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1800,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1801,Forest,Forest,NULL,Water,Non_Wetland,Water
1802,Forest,Forest,NULL,Water,Non_Wetland,Forest
1803,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1804,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1805,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1806,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1807,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1808,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1809,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1810,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1811,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1812,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1813,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1814,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1815,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1816,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1817,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1818,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1819,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1820,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1821,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1822,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1823,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1824,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1825,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1826,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1827,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1828,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1829,Forest,Forest,Grassland,Water,Non_Wetland,Water
1830,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1831,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1832,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1833,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1834,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1835,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1836,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1837,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1838,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1839,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1840,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1841,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1842,Forest,Forest,Cropland,Water,Non_Wetland,Water
1843,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1844,Forest,Forest,Wetland,NULL,Wetland,NULL
1845,Forest,Forest,Wetland,NULL,Wetland,Grassland
1846,Forest,Forest,Wetland,NULL,Wetland,Bareland
1847,Forest,Forest,Wetland,NULL,Wetland,Water
1848,Forest,Forest,Wetland,NULL,Wetland,Forest
1849,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1850,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1851,Forest,Forest,Wetland,Non_Water,Wetland,Water
1852,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1853,Forest,Forest,Wetland,Water,Wetland,Grassland
1854,Forest,Forest,Wetland,Water,Wetland,Water
1855,Forest,Forest,Wetland,Water,Wetland,Forest
1856,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1857,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1858,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1859,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1860,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
1861,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1862,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1863,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1864,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1865,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1866,Forest,Forest,Bareland,Water,Non_Wetland,Water
1867,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1868,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1869,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1870,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1871,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1872,Forest,Forest,Water,NULL,Water,NULL
1873,Forest,Forest,Water,NULL,Water,Grassland
1874,Forest,Forest,Water,NULL,Water,Bareland
1875,Forest,Forest,Water,NULL,Water,Water
1876,Forest,Forest,Water,NULL,Water,Forest
1877,Forest,Forest,Water,Non_Water,Water,NULL
1878,Forest,Forest,Water,Non_Water,Water,Grassland
1879,Forest,Forest,Water,Non_Water,Water,Bareland
1880,Forest,Forest,Water,Non_Water,Water,Water
1881,Forest,Forest,Water,Non_Water,Water,Forest
1882,Forest,Forest,Water,Water,Water,Grassland
1883,Forest,Forest,Water,Water,Water,Bareland
1884,Forest,Forest,Water,Water,Water,Water
1885,Forest,Forest,Water,Water,Water,Forest
1886,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1887,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1888,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1889,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1890,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1891,Forest,Forest,Forest,NULL,Non_Wetland,Water
1892,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1893,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1894,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1895,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1896,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1897,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1898,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1899,Forest,Forest,Forest,Water,Non_Wetland,NULL
1900,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1901,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1902,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1903,Forest,Forest,Forest,Water,Non_Wetland,Water
1904,Forest,Forest,Forest,Water,Non_Wetland,Forest
