Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHT_M_R
340,NULL,NULL,Water,Water,Water,NULL,Wetland,Grassland
341,NULL,NULL,Water,Water,Water,Grassland,Water,Water
342,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
343,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
344,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
345,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
346,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
347,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
348,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
349,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
350,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
351,NULL,NULL,Water,Water,Water,Wetland,Water,Water
352,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
353,NULL,NULL,Water,Water,Water,Wetland,Forest,Grassland
354,NULL,NULL,Water,Water,Water,Wetland,Forest,Water
355,NULL,NULL,Water,Water,Water,Water,Grassland,Water
356,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
357,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
358,NULL,NULL,Water,Water,Water,Water,Wetland,Water
359,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
360,NULL,NULL,Water,Water,Water,Water,Water,Grassland
361,NULL,NULL,Water,Water,Water,Water,Water,Wetland
362,NULL,NULL,Water,Water,Water,Water,Water,Water
363,NULL,NULL,Water,Water,Water,Water,Water,Forest
364,NULL,NULL,Water,Water,Water,Water,Forest,Grassland
365,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
368,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
370,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
371,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
372,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
373,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
374,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
375,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
376,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
377,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
378,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
379,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
380,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
381,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
382,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
383,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
384,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
385,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
387,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
388,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
389,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
390,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
391,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
392,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
393,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
394,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
395,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
396,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
397,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
398,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
399,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
400,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
401,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
402,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
403,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
404,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
405,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
406,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
407,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
408,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
409,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
410,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
411,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
412,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
413,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
414,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
415,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
416,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
417,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
418,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
419,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
420,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
421,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
422,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
423,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
424,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
425,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
426,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
427,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
428,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
429,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
430,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
431,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
432,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
433,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
434,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
435,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
436,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
437,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
439,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
440,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
441,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
442,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
443,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
444,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
445,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
446,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
447,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
448,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
449,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
450,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
451,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
452,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
453,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
454,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
455,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
456,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
457,NULL,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
458,NULL,Cropland,Water,Water,Water,Wetland,Water,Grassland
459,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
460,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
461,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
462,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
463,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
464,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
465,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
466,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
467,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
468,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
469,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
470,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
471,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
472,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
473,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
474,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
475,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
476,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
477,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
478,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
479,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
480,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
481,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
482,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
483,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
484,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
485,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
486,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
487,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
488,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
489,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
490,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
491,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
492,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
493,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
494,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
495,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
496,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
497,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
498,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
499,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
500,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
501,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
502,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
503,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
504,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
505,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
506,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
507,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
508,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
509,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
510,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
511,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
512,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
513,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
514,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
515,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
516,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
517,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
518,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
519,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
520,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
521,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
522,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
523,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
524,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
525,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
526,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
527,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
528,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
529,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
530,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
531,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
532,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
533,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
534,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
535,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
536,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
537,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
538,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
539,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
540,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
541,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
542,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
543,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
544,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
545,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
546,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
547,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
548,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
549,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
550,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
551,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
552,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
553,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
554,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
555,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
556,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
557,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
558,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
559,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
560,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
561,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
562,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
563,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
564,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
565,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
566,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
567,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
568,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
569,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
570,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
571,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
572,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
573,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
574,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
575,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
576,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
577,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
578,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
579,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
580,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
581,NULL,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
582,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
583,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
584,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
585,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
586,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
587,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
588,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
589,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
590,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
591,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
592,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
593,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
594,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
595,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
596,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
597,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
598,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
599,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
600,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
601,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
602,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
603,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
604,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
605,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
606,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
607,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
608,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
609,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
610,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
611,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
612,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
613,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
614,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
615,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
616,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
617,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
618,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
619,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
620,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
621,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
622,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
623,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
624,NULL,Wetland,Water,NULL,Water,Water,Wetland,Grassland
625,NULL,Wetland,Water,NULL,Water,Water,Wetland,Water
626,NULL,Wetland,Water,NULL,Water,Water,Wetland,Forest
627,NULL,Wetland,Water,Non_Water,Water,NULL,Wetland,Grassland
628,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
629,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
630,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
631,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
632,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
633,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
634,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
635,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
636,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
637,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
638,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
639,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Water
640,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Forest
641,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
642,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
643,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
644,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
645,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
646,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
647,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
648,NULL,Wetland,Water,Water,Water,Water,Wetland,Forest
649,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
650,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
651,NULL,Wetland,Water,Water,Water,Water,Water,Water
652,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
653,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
654,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
655,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
656,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
657,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
658,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
659,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
660,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
661,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
662,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
663,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
664,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
665,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
666,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
667,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
668,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
669,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
670,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
671,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
672,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
673,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
674,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
675,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
676,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
677,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
678,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
679,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
680,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
681,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
682,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
683,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
684,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
685,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
686,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
687,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
688,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
