Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R
1227,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
1228,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1229,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1230,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1231,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
1232,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
1233,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1234,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
1235,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1236,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1237,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1238,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1239,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1240,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1241,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1242,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
1243,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1244,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
1245,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
1246,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
1247,NULL,NULL,Forest,Water,Non_Wetland,NULL,Forest,Cropland
1248,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
1249,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
1250,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1251,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1252,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1253,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
1254,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1255,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1256,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1257,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1258,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1259,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1260,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1261,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1262,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1263,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1264,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1265,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1266,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1267,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1268,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1269,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1270,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
1271,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1272,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
1273,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1274,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1275,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1276,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1277,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1278,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
1279,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1280,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
1281,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
1282,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1283,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1284,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
1285,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1286,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1287,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1288,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
1289,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1290,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1291,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1292,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1293,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1294,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1295,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1296,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1297,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1298,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1299,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1300,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1301,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1302,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1303,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1304,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1305,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1306,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1307,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1308,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1309,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1310,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1311,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1312,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
1313,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1314,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1315,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1316,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1317,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1318,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1319,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1320,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1321,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1322,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1323,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1324,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1325,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1326,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1327,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1328,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
1329,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
1330,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
1331,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1332,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1333,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1334,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1335,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
1336,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1337,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
1338,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1339,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1340,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1341,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1342,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1343,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
1344,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1345,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1346,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1347,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1348,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1349,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1350,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1351,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1352,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
1353,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1354,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1355,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1356,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1357,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1358,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
1359,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1360,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1361,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1362,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1363,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1364,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1365,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1366,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1367,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1368,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1369,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
1370,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1371,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1372,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
1373,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
1374,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1375,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1376,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1377,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1378,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Wetland
1379,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
1380,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
1381,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1382,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1383,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1384,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1385,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1386,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1387,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1388,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1389,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1390,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
1391,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1392,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1393,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1394,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1395,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1396,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1397,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1398,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1399,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1400,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1401,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1402,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1403,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
1404,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1405,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1406,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1407,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Built-up
1408,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1409,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1410,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
1411,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1412,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
1413,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1414,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1415,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
1416,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
1417,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1418,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1419,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1420,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1421,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1422,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
1423,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
1424,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1425,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1426,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Water
1427,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1428,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1429,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1430,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
1431,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1432,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
1433,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1434,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
1435,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
1436,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1437,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1438,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1439,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1440,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
1441,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1442,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1443,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1444,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
1445,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
1446,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1447,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1448,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
1449,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1450,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1451,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1452,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1453,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1454,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
1455,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
1456,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1457,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1458,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1459,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1460,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
1461,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1462,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
1463,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1464,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
1465,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
1466,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1467,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
1468,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1469,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
1470,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1471,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1472,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1473,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1474,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,NULL
1475,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
1476,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
1477,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
1478,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Water,Wetland
1479,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
1480,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
1481,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1482,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Cropland
1483,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1484,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1485,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1486,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1487,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1488,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1489,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1490,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1491,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1492,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1493,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1494,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1495,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1496,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1497,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1498,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1499,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1500,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1501,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
1502,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1503,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1504,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1505,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1506,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1507,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
1508,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1509,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
1510,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1511,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1512,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1513,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1514,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1515,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
1516,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1517,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1518,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1519,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1520,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1521,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1522,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1523,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1524,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1525,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1526,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
1527,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
1528,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1529,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1530,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1531,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1532,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
1533,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
1534,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
1535,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1536,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1537,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1538,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1539,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1540,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1541,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1542,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1543,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1544,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1545,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1546,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1547,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1548,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1549,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
1550,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
