Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKN_M_R
1719,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1720,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
1721,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1722,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1723,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1724,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1725,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1726,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1727,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1728,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1729,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1730,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1731,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1732,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1733,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
1734,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1735,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1736,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1737,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1738,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1739,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1740,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1741,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1742,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1743,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1744,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1745,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1746,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1747,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
1748,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1749,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1750,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1751,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1752,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1753,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1754,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1755,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1756,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1757,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1758,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1759,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1760,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1761,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1762,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1763,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1764,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1765,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1766,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1767,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1768,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1769,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1770,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1771,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
1772,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1773,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1774,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1775,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1776,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1777,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1778,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1779,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1780,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1781,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1782,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1783,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1784,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1785,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1786,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1787,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1788,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1789,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1790,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1791,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1792,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1793,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1794,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1795,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1796,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1797,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1798,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1799,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1800,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1801,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1802,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1803,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1804,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1805,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1806,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
1807,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1808,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1809,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1810,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1811,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1812,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1813,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1814,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1815,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1816,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1817,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1818,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1819,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1820,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1821,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1822,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1823,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1824,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1825,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1826,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1827,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1828,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1829,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1830,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1831,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1832,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1833,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1834,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1835,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1836,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1837,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1838,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1839,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1840,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1841,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1842,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1843,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1844,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1845,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1846,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1847,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1848,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1849,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1850,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1851,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1852,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1853,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1854,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1855,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1856,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1857,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1858,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1859,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1860,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1861,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1862,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1863,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1864,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1865,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1866,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1867,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1868,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1869,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1870,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1871,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1872,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1873,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1874,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1875,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1876,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1877,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1878,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1879,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1880,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1881,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1882,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1883,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1884,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1885,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1886,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1887,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1888,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1889,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1890,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1891,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1892,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1893,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1894,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1895,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1896,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1897,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1898,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1899,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1900,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1901,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1902,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1903,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1904,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
1905,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1906,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1907,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1908,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1909,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
1910,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1911,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Built-up
1912,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
1913,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
1914,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1915,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1916,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1917,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1918,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
1919,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1920,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1921,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1922,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1923,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1924,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1925,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
1926,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1927,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1928,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1929,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
1930,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1931,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1932,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1933,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1934,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1935,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1936,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1937,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1938,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1939,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1940,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
1941,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1942,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1943,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1944,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1945,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1946,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1947,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1948,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1949,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1950,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1951,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1952,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1953,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1954,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1955,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1956,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1957,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1958,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1959,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1960,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1961,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1962,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1963,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1964,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1965,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1966,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1967,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1968,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1969,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1970,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1971,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1972,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1973,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1974,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1975,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1976,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1977,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1978,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1979,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1980,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1981,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1982,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1983,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1984,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1985,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1986,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1987,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1988,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1989,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1990,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1991,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1992,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1993,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1994,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1995,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1996,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1997,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1998,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1999,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2000,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
2001,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2002,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2003,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2004,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2005,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2006,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2007,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2008,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2009,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2010,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2011,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2012,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2013,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2014,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2015,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2016,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2017,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2018,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2019,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2020,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2021,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2022,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2023,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2024,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2025,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2026,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2027,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2028,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2029,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
