Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPN_M_R
319,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
320,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
321,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
322,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
323,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
324,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
328,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
332,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
333,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
334,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
339,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
340,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
347,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
348,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
350,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
353,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
377,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
378,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
382,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
383,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
385,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
388,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
389,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
392,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
399,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
405,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Bareland
409,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
413,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
414,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
419,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
420,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
421,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
425,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
426,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
427,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
432,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
435,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
436,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
439,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
440,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
445,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Built-up
449,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
451,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
455,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
457,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
458,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Cropland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
463,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
464,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
468,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
469,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Water,Built-up
470,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Built-up
472,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
473,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
477,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
478,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
484,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
485,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
486,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
487,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
488,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
489,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
490,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
491,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
492,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
493,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
494,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
495,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
496,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
497,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
498,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
499,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
500,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
501,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
502,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
503,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
504,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
505,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
506,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
507,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
508,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
509,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
510,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Water,Grassland
511,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
512,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
513,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
514,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Grassland
515,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
516,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
517,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
518,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
519,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
520,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
521,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
523,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
524,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
525,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
526,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
527,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
528,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
529,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
537,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
542,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
580,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
641,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
645,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
