Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRP_M_R
1716,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1717,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1718,Forest,Built-up,Shrubland,Water,Non_Wetland,Water
1719,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1720,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1721,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1722,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1723,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1724,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1725,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1726,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1727,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1728,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1729,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1730,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1731,Forest,Built-up,Cropland,Water,Non_Wetland,Water
1732,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1733,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1734,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1735,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1736,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1737,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1738,Forest,Built-up,Water,Water,Water,Water
1739,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1740,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1741,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1742,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1743,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1744,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1745,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1746,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1747,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1748,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1749,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1750,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1751,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1752,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1753,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1754,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1755,Forest,Water,Shrubland,Non_Water,Non_Wetland,Built-up
1756,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1757,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1758,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1759,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1760,Forest,Water,Shrubland,Water,Non_Wetland,Built-up
1761,Forest,Water,Shrubland,Water,Non_Wetland,Water
1762,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1763,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1764,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1765,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1766,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1767,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1768,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1769,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1770,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1771,Forest,Water,Cropland,NULL,Non_Wetland,Built-up
1772,Forest,Water,Cropland,NULL,Non_Wetland,Water
1773,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1774,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1775,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1776,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1777,Forest,Water,Cropland,Water,Non_Wetland,Water
1778,Forest,Water,Wetland,NULL,Wetland,Water
1779,Forest,Water,Wetland,NULL,Wetland,Forest
1780,Forest,Water,Wetland,Non_Water,Wetland,Water
1781,Forest,Water,Wetland,Non_Water,Wetland,Forest
1782,Forest,Water,Wetland,Water,Wetland,Grassland
1783,Forest,Water,Wetland,Water,Wetland,Bareland
1784,Forest,Water,Wetland,Water,Wetland,Water
1785,Forest,Water,Wetland,Water,Wetland,Forest
1786,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1787,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1788,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1789,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1790,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1791,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1792,Forest,Water,Bareland,Water,Non_Wetland,Water
1793,Forest,Water,Water,NULL,Water,Grassland
1794,Forest,Water,Water,NULL,Water,Water
1795,Forest,Water,Water,NULL,Water,Forest
1796,Forest,Water,Water,Non_Water,Water,Grassland
1797,Forest,Water,Water,Non_Water,Water,Cropland
1798,Forest,Water,Water,Non_Water,Water,Water
1799,Forest,Water,Water,Non_Water,Water,Forest
1800,Forest,Water,Water,Water,Water,Grassland
1801,Forest,Water,Water,Water,Water,Cropland
1802,Forest,Water,Water,Water,Water,Bareland
1803,Forest,Water,Water,Water,Water,Water
1804,Forest,Water,Water,Water,Water,Forest
1805,Forest,Water,Forest,NULL,Non_Wetland,NULL
1806,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1807,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1808,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1809,Forest,Water,Forest,NULL,Non_Wetland,Built-up
1810,Forest,Water,Forest,NULL,Non_Wetland,Water
1811,Forest,Water,Forest,NULL,Non_Wetland,Forest
1812,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1813,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1814,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1815,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1816,Forest,Water,Forest,Water,Non_Wetland,Grassland
1817,Forest,Water,Forest,Water,Non_Wetland,Bareland
1818,Forest,Water,Forest,Water,Non_Wetland,Water
1819,Forest,Water,Forest,Water,Non_Wetland,Forest
1820,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1821,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1822,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1823,Forest,Forest,NULL,NULL,Non_Wetland,Water
1824,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1825,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1826,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1827,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1828,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1829,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1830,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1831,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1832,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1833,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1834,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1835,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1836,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1837,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1838,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1839,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1840,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1841,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1842,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1843,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1844,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1845,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1846,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1847,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1848,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1849,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1850,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1851,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1852,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1853,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1854,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1855,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1856,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1857,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1858,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1859,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1860,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1861,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1862,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1863,Forest,Forest,Wetland,NULL,Wetland,Grassland
1864,Forest,Forest,Wetland,NULL,Wetland,Forest
1865,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1866,Forest,Forest,Wetland,Non_Water,Wetland,Built-up
1867,Forest,Forest,Wetland,Non_Water,Wetland,Water
1868,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1869,Forest,Forest,Wetland,Water,Wetland,Bareland
1870,Forest,Forest,Wetland,Water,Wetland,Water
1871,Forest,Forest,Wetland,Water,Wetland,Forest
1872,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1873,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1874,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1875,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1876,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1877,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1878,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1879,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1880,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
1881,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1882,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1883,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1884,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1885,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1886,Forest,Forest,Water,NULL,Water,Grassland
1887,Forest,Forest,Water,NULL,Water,Water
1888,Forest,Forest,Water,NULL,Water,Forest
1889,Forest,Forest,Water,Non_Water,Water,Grassland
1890,Forest,Forest,Water,Non_Water,Water,Bareland
1891,Forest,Forest,Water,Non_Water,Water,Water
1892,Forest,Forest,Water,Non_Water,Water,Forest
1893,Forest,Forest,Water,Water,Water,Grassland
1894,Forest,Forest,Water,Water,Water,Cropland
1895,Forest,Forest,Water,Water,Water,Water
1896,Forest,Forest,Water,Water,Water,Forest
1897,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1898,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1899,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1900,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1901,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1902,Forest,Forest,Forest,NULL,Non_Wetland,Water
1903,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1904,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1905,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1906,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1907,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1908,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1909,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1910,Forest,Forest,Forest,Water,Non_Wetland,NULL
1911,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1912,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1913,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1914,Forest,Forest,Forest,Water,Non_Wetland,Water
1915,Forest,Forest,Forest,Water,Non_Wetland,Forest
