Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNQ_M_R
1712,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
1713,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1714,Bareland,Bareland,Wetland,NULL,Wetland,Built-up
1715,Bareland,Bareland,Wetland,NULL,Wetland,Water
1716,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1717,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1718,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
1719,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1720,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1721,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1722,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1723,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1724,Bareland,Bareland,Wetland,Water,Wetland,Built-up
1725,Bareland,Bareland,Wetland,Water,Wetland,Water
1726,Bareland,Bareland,Wetland,Water,Wetland,Forest
1727,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1728,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1729,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1730,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1731,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1732,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1733,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1734,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1735,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1736,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
1737,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1738,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1739,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1740,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1741,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1742,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1743,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
1744,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1745,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1746,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
1747,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1748,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
1749,Bareland,Bareland,Water,NULL,Water,Wetland
1750,Bareland,Bareland,Water,NULL,Water,Bareland
1751,Bareland,Bareland,Water,NULL,Water,Water
1752,Bareland,Bareland,Water,Non_Water,Water,Grassland
1753,Bareland,Bareland,Water,Non_Water,Water,Wetland
1754,Bareland,Bareland,Water,Non_Water,Water,Bareland
1755,Bareland,Bareland,Water,Water,Water,Grassland
1756,Bareland,Bareland,Water,Water,Water,Wetland
1757,Bareland,Bareland,Water,Water,Water,Bareland
1758,Bareland,Bareland,Water,Water,Water,Water
1759,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1760,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland
1761,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up
1762,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1763,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1764,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Wetland
1765,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland
1766,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1767,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1768,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1769,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1770,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1771,Bareland,Built-up,NULL,NULL,Non_Wetland,Water
1772,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1773,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1774,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1775,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1776,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1777,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1778,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1779,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1780,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1781,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1782,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
1783,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1784,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL
1785,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1786,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1787,Bareland,Built-up,Shrubland,Water,Non_Wetland,Built-up
1788,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water
1789,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1790,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1791,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1792,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1793,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1794,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL
1795,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1796,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1797,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1798,Bareland,Built-up,Wetland,NULL,Wetland,Grassland
1799,Bareland,Built-up,Wetland,NULL,Wetland,Wetland
1800,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
1801,Bareland,Built-up,Wetland,NULL,Wetland,Built-up
1802,Bareland,Built-up,Wetland,NULL,Wetland,Water
1803,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
1804,Bareland,Built-up,Wetland,Non_Water,Wetland,Built-up
1805,Bareland,Built-up,Wetland,Non_Water,Wetland,Forest
1806,Bareland,Built-up,Wetland,Water,Wetland,Grassland
1807,Bareland,Built-up,Wetland,Water,Wetland,Wetland
1808,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1809,Bareland,Built-up,Wetland,Water,Wetland,Built-up
1810,Bareland,Built-up,Wetland,Water,Wetland,Water
1811,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1812,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1813,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1814,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1815,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1816,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1817,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1818,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1819,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1820,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1821,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1822,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1823,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1824,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL
1825,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1826,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
1827,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1828,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1829,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1830,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL
1831,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1832,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1833,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
1834,Bareland,Built-up,Built-up,Water,Non_Wetland,Water
1835,Bareland,Built-up,Built-up,Water,Non_Wetland,Forest
1836,Bareland,Built-up,Water,NULL,Water,Grassland
1837,Bareland,Built-up,Water,NULL,Water,Bareland
1838,Bareland,Built-up,Water,NULL,Water,Built-up
1839,Bareland,Built-up,Water,NULL,Water,Water
1840,Bareland,Built-up,Water,Water,Water,Wetland
1841,Bareland,Built-up,Water,Water,Water,Bareland
1842,Bareland,Built-up,Water,Water,Water,Built-up
1843,Bareland,Built-up,Water,Water,Water,Water
1844,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1845,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1846,Bareland,Water,NULL,Water,Non_Wetland,Grassland
1847,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1848,Bareland,Water,NULL,Water,Non_Wetland,Water
1849,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1850,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1851,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1852,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1853,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1854,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Built-up
1855,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1856,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1857,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1858,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1859,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1860,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1861,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1862,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1863,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1864,Bareland,Water,Grassland,Water,Non_Wetland,Water
1865,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1866,Bareland,Water,Wetland,NULL,Wetland,Grassland
1867,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1868,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1869,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1870,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1871,Bareland,Water,Wetland,Water,Wetland,Grassland
1872,Bareland,Water,Wetland,Water,Wetland,Wetland
1873,Bareland,Water,Wetland,Water,Wetland,Bareland
1874,Bareland,Water,Wetland,Water,Wetland,Water
1875,Bareland,Water,Wetland,Water,Wetland,Forest
1876,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1877,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1878,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1879,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
1880,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1881,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1882,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1883,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1884,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1885,Bareland,Water,Built-up,Water,Non_Wetland,Wetland
1886,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1887,Bareland,Water,Built-up,Water,Non_Wetland,Built-up
1888,Bareland,Water,Built-up,Water,Non_Wetland,Water
1889,Bareland,Water,Built-up,Water,Non_Wetland,Forest
1890,Bareland,Water,Water,NULL,Water,Wetland
1891,Bareland,Water,Water,NULL,Water,Water
1892,Bareland,Water,Water,Non_Water,Water,Wetland
1893,Bareland,Water,Water,Non_Water,Water,Bareland
1894,Bareland,Water,Water,Non_Water,Water,Forest
1895,Bareland,Water,Water,Water,Water,Grassland
1896,Bareland,Water,Water,Water,Water,Wetland
1897,Bareland,Water,Water,Water,Water,Bareland
1898,Bareland,Water,Water,Water,Water,Water
1899,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1900,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
1901,Bareland,Water,Forest,NULL,Non_Wetland,Water
1902,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1903,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1904,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1905,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1906,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1907,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1908,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1909,Bareland,Forest,Wetland,Water,Wetland,Wetland
1910,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1911,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1912,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1913,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1914,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1915,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1916,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1917,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1918,Water,NULL,NULL,NULL,Non_Wetland,Water
1919,Water,NULL,NULL,NULL,Non_Wetland,Forest
1920,Water,NULL,NULL,Water,Non_Wetland,Grassland
1921,Water,NULL,NULL,Water,Non_Wetland,Wetland
1922,Water,NULL,NULL,Water,Non_Wetland,Bareland
1923,Water,NULL,NULL,Water,Non_Wetland,Water
1924,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1925,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1926,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1927,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1928,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1929,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1930,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1931,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1932,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1933,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1934,Water,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1935,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1936,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1937,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1938,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1939,Water,NULL,Shrubland,Water,Non_Wetland,Built-up
1940,Water,NULL,Shrubland,Water,Non_Wetland,Water
1941,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1942,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1943,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1944,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1945,Water,NULL,Grassland,NULL,Non_Wetland,Water
1946,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1947,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1948,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1949,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1950,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1951,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1952,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1953,Water,NULL,Grassland,Water,Non_Wetland,Built-up
1954,Water,NULL,Grassland,Water,Non_Wetland,Water
1955,Water,NULL,Grassland,Water,Non_Wetland,Forest
1956,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1957,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1958,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1959,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1960,Water,NULL,Cropland,NULL,Non_Wetland,Water
1961,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1962,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1963,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1964,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1965,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1966,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1967,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1968,Water,NULL,Cropland,Water,Non_Wetland,Water
1969,Water,NULL,Wetland,NULL,Wetland,Grassland
1970,Water,NULL,Wetland,NULL,Wetland,Wetland
1971,Water,NULL,Wetland,NULL,Wetland,Bareland
1972,Water,NULL,Wetland,NULL,Wetland,Built-up
1973,Water,NULL,Wetland,NULL,Wetland,Water
1974,Water,NULL,Wetland,NULL,Wetland,Forest
1975,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1976,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1977,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1978,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1979,Water,NULL,Wetland,Non_Water,Wetland,Built-up
1980,Water,NULL,Wetland,Non_Water,Wetland,Water
1981,Water,NULL,Wetland,Non_Water,Wetland,Forest
1982,Water,NULL,Wetland,Water,Wetland,Grassland
1983,Water,NULL,Wetland,Water,Wetland,Wetland
1984,Water,NULL,Wetland,Water,Wetland,Bareland
1985,Water,NULL,Wetland,Water,Wetland,Built-up
1986,Water,NULL,Wetland,Water,Wetland,Water
1987,Water,NULL,Wetland,Water,Wetland,Forest
1988,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1989,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1990,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1991,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1992,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1993,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1994,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1995,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1996,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1997,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1998,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1999,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
2000,Water,NULL,Built-up,NULL,Non_Wetland,Water
2001,Water,NULL,Built-up,NULL,Non_Wetland,Forest
2002,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2003,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2004,Water,NULL,Built-up,Non_Water,Non_Wetland,Built-up
2005,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
2006,Water,NULL,Built-up,Water,Non_Wetland,Grassland
2007,Water,NULL,Built-up,Water,Non_Wetland,Wetland
2008,Water,NULL,Built-up,Water,Non_Wetland,Bareland
2009,Water,NULL,Built-up,Water,Non_Wetland,Built-up
2010,Water,NULL,Built-up,Water,Non_Wetland,Water
2011,Water,NULL,Built-up,Water,Non_Wetland,Forest
2012,Water,NULL,Water,NULL,Water,Grassland
2013,Water,NULL,Water,NULL,Water,Wetland
2014,Water,NULL,Water,NULL,Water,Built-up
2015,Water,NULL,Water,NULL,Water,Water
2016,Water,NULL,Water,NULL,Water,Forest
2017,Water,NULL,Water,Non_Water,Water,Grassland
2018,Water,NULL,Water,Non_Water,Water,Wetland
2019,Water,NULL,Water,Non_Water,Water,Bareland
2020,Water,NULL,Water,Non_Water,Water,Built-up
2021,Water,NULL,Water,Non_Water,Water,Water
2022,Water,NULL,Water,Non_Water,Water,Forest
2023,Water,NULL,Water,Water,Water,NULL
2024,Water,NULL,Water,Water,Water,Grassland
2025,Water,NULL,Water,Water,Water,Wetland
2026,Water,NULL,Water,Water,Water,Bareland
2027,Water,NULL,Water,Water,Water,Built-up
2028,Water,NULL,Water,Water,Water,Water
2029,Water,NULL,Water,Water,Water,Forest
2030,Water,NULL,Forest,NULL,Non_Wetland,Grassland
2031,Water,NULL,Forest,NULL,Non_Wetland,Wetland
2032,Water,NULL,Forest,NULL,Non_Wetland,Water
2033,Water,NULL,Forest,NULL,Non_Wetland,Forest
2034,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
2035,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
2036,Water,NULL,Forest,Non_Water,Non_Wetland,Water
2037,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
2038,Water,NULL,Forest,Water,Non_Wetland,Grassland
2039,Water,NULL,Forest,Water,Non_Wetland,Cropland
2040,Water,NULL,Forest,Water,Non_Wetland,Wetland
2041,Water,NULL,Forest,Water,Non_Wetland,Water
2042,Water,NULL,Forest,Water,Non_Wetland,Forest
2043,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
2044,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2045,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2046,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
2047,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
2048,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2049,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
2050,Water,Cropland,Shrubland,Water,Non_Wetland,Water
2051,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
2052,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
2053,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
2054,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
2055,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
2056,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
2057,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
2058,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2059,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
2060,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
2061,Water,Cropland,Wetland,NULL,Wetland,Grassland
2062,Water,Cropland,Wetland,NULL,Wetland,Wetland
2063,Water,Cropland,Wetland,NULL,Wetland,Forest
2064,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
2065,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
2066,Water,Cropland,Wetland,Non_Water,Wetland,Water
2067,Water,Cropland,Wetland,Non_Water,Wetland,Forest
2068,Water,Cropland,Wetland,Water,Wetland,Grassland
2069,Water,Cropland,Wetland,Water,Wetland,Wetland
2070,Water,Cropland,Wetland,Water,Wetland,Bareland
2071,Water,Cropland,Wetland,Water,Wetland,Water
2072,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
2073,Water,Cropland,Built-up,NULL,Non_Wetland,Water
2074,Water,Cropland,Water,NULL,Water,Grassland
2075,Water,Cropland,Water,Non_Water,Water,Wetland
2076,Water,Cropland,Water,Water,Water,Wetland
2077,Water,Cropland,Water,Water,Water,Water
2078,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
2079,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
2080,Water,Cropland,Forest,NULL,Non_Wetland,Forest
2081,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2082,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2083,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
2084,Water,Cropland,Forest,Water,Non_Wetland,Wetland
2085,Water,Wetland,NULL,NULL,Non_Wetland,Bareland
2086,Water,Wetland,NULL,Water,Non_Wetland,Wetland
2087,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2088,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2089,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
2090,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
2091,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2092,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2093,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2094,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2095,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
2096,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
2097,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
2098,Water,Wetland,Shrubland,Water,Non_Wetland,Water
2099,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
2100,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
2101,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
2102,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
2103,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2104,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2105,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water
2106,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2107,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
2108,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
2109,Water,Wetland,Grassland,Water,Non_Wetland,Water
2110,Water,Wetland,Grassland,Water,Non_Wetland,Forest
2111,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
2112,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2113,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
2114,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
2115,Water,Wetland,Wetland,NULL,Wetland,Grassland
2116,Water,Wetland,Wetland,NULL,Wetland,Cropland
2117,Water,Wetland,Wetland,NULL,Wetland,Wetland
2118,Water,Wetland,Wetland,NULL,Wetland,Bareland
2119,Water,Wetland,Wetland,NULL,Wetland,Water
2120,Water,Wetland,Wetland,NULL,Wetland,Forest
2121,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
2122,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2123,Water,Wetland,Wetland,Non_Water,Wetland,Bareland
2124,Water,Wetland,Wetland,Non_Water,Wetland,Water
2125,Water,Wetland,Wetland,Non_Water,Wetland,Forest
2126,Water,Wetland,Wetland,Water,Wetland,Grassland
2127,Water,Wetland,Wetland,Water,Wetland,Cropland
2128,Water,Wetland,Wetland,Water,Wetland,Wetland
2129,Water,Wetland,Wetland,Water,Wetland,Bareland
2130,Water,Wetland,Wetland,Water,Wetland,Water
2131,Water,Wetland,Wetland,Water,Wetland,Forest
2132,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
2133,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
2134,Water,Wetland,Built-up,NULL,Non_Wetland,Built-up
2135,Water,Wetland,Built-up,NULL,Non_Wetland,Forest
2136,Water,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
2137,Water,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
2138,Water,Wetland,Built-up,Non_Water,Non_Wetland,Forest
2139,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
2140,Water,Wetland,Built-up,Water,Non_Wetland,Bareland
2141,Water,Wetland,Built-up,Water,Non_Wetland,Built-up
2142,Water,Wetland,Built-up,Water,Non_Wetland,Water
2143,Water,Wetland,Built-up,Water,Non_Wetland,Forest
2144,Water,Wetland,Water,NULL,Water,Grassland
2145,Water,Wetland,Water,NULL,Water,Wetland
2146,Water,Wetland,Water,NULL,Water,Water
2147,Water,Wetland,Water,NULL,Water,Forest
