Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R
3186,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3187,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3188,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3189,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3190,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3191,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3192,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3193,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3194,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3195,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
3196,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3197,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3198,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3199,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
3200,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3201,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3202,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3203,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3204,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3205,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3206,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3207,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3208,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3209,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3210,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3211,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3212,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3213,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3214,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3215,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3216,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
3217,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
3218,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3219,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3220,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3221,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3222,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3223,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3224,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3225,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3226,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3227,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3228,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3229,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3230,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3231,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3232,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3233,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3234,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3235,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3236,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3237,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3238,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
3239,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3240,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
3241,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
3242,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
3243,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
3244,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3245,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
3246,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3247,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
3248,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
3249,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3250,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
3251,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
3252,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3253,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
3254,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3255,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
3256,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
3257,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
3258,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3259,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3260,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
3261,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
3262,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3263,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
3264,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,NULL
3265,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
3266,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
3267,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3268,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3269,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
3270,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3271,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3272,NULL,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3273,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3274,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
3275,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3276,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Water,Forest
3277,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3278,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3279,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3280,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3281,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3282,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3283,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3284,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3285,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3286,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3287,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3288,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3289,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3290,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3291,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3292,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3293,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3294,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3295,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3296,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3297,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3298,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
3299,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3300,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
3301,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
3302,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
3303,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
3304,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3305,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3313,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
3325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
3328,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3329,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
3330,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3331,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3332,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3333,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3334,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3364,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3365,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3366,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3367,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3368,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3369,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3370,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3371,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
3372,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3373,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3375,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
3378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
3380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
3382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
3383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3387,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3388,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3389,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3390,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3391,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3392,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3393,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3397,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3398,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3399,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3400,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
3401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
3402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3404,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3405,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3406,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3407,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Water
3408,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
3409,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3410,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3411,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3412,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
3413,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3414,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3415,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3416,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3417,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
3418,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3419,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3420,NULL,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
3421,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3422,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3423,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3424,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3425,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3426,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3427,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
3428,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3429,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3430,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
3431,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3432,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3433,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3434,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
3435,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3436,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3437,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3438,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
3439,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water,Built-up,Forest
3440,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3441,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3442,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3443,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3444,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3445,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3446,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3447,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3448,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3449,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3450,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3451,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3452,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3453,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3454,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3455,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
3456,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3457,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3458,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3459,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3460,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
3461,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3462,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3463,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
3464,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3465,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3466,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3467,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
3468,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3469,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3470,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3471,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3472,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3473,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3474,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3475,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3476,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3477,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3478,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3479,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3480,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3481,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3482,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3483,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3484,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3485,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3486,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3487,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3488,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3489,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3490,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3491,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3492,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3493,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3494,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3495,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3496,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3497,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3498,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3499,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
