Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEC_M_R
1954,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1955,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1956,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1957,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1958,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1959,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1960,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1961,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
1962,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1963,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1964,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1965,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1966,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1967,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1968,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1969,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
1970,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
1971,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1972,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
1973,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1974,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
1975,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1976,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1977,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
1978,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1979,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1980,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1981,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
1982,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1983,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1984,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1985,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1986,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
1987,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1988,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1989,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1990,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1991,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1992,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1993,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1994,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1995,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1996,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1997,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1998,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1999,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2000,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
2001,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2002,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2003,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2004,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2005,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2006,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2007,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2008,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2009,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2010,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2011,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2012,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2013,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2014,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2015,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2016,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2017,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2018,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2019,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2020,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
2021,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2022,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2023,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2024,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2025,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2026,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,Bareland
2027,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Forest
2028,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2029,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
2030,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2031,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
2032,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2033,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
2034,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2035,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2036,Bareland,Bareland,Water,NULL,Water,Grassland,Grassland,Bareland
2037,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2038,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2039,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2040,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2041,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2042,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2043,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2044,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2045,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2046,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
2047,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2048,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2049,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2050,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2051,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2052,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2053,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2054,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2055,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2056,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2057,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2058,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2059,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2060,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2061,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2062,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2063,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2064,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2065,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2066,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2067,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2068,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2069,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
2070,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2071,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2072,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2073,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2074,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2075,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2076,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2077,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2078,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2079,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2080,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2081,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2082,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2083,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2084,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2085,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2086,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2087,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2088,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2089,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2090,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2091,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2092,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2093,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2094,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2095,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2096,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2097,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2098,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2099,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2100,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2101,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2102,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2103,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
2104,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2105,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2106,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2107,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2108,Bareland,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
2109,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2110,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2111,Bareland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2112,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2113,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2114,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2115,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2116,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2117,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2118,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2119,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2120,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2121,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2122,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2123,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2124,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2125,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2126,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2127,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2128,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2129,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2130,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2131,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
2132,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2133,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2134,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2135,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2136,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
2137,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2138,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2139,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2140,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2141,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2142,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2143,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2144,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2145,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2146,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2147,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2148,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2149,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
2150,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2151,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2152,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2153,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2154,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2155,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2156,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2157,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2158,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2159,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2160,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2161,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2162,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2163,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2164,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2165,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2166,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2167,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2168,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
2169,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2170,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2171,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2172,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
2173,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2174,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2175,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2176,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2177,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2178,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2179,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2180,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2181,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2182,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2183,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2184,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2185,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2186,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
2187,Water,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
2188,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2189,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
2190,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2191,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2192,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2193,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2194,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2195,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2196,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2197,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2198,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2199,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
2200,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2201,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2202,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2203,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2204,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2205,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2206,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
2207,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2208,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
2209,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2210,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2211,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2212,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2213,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2214,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
2215,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2216,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2217,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2218,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
2219,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2220,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
2221,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2222,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2223,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
2224,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
2225,Water,Wetland,Water,Water,Water,NULL,Water,Water
2226,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
2227,Water,Wetland,Water,Water,Water,Wetland,Water,Water
2228,Water,Wetland,Water,Water,Water,Water,Water,Wetland
2229,Water,Wetland,Water,Water,Water,Water,Water,Water
2230,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2231,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
2232,Water,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Forest
2233,Water,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2234,Water,Bareland,Water,Non_Water,Water,Bareland,NULL,Forest
2235,Water,Bareland,Water,Water,Water,Bareland,NULL,Forest
2236,Water,Bareland,Water,Water,Water,Water,Water,Water
2237,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
2238,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Water
2239,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Water
2240,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2241,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
2242,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2243,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2244,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2245,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2246,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2247,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
2248,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2249,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2250,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2251,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Water
2252,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
2253,Water,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2254,Water,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
2255,Water,Built-up,Wetland,NULL,Wetland,Grassland,Water,Wetland
2256,Water,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
2257,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2258,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Water
2259,Water,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
2260,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
2261,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
2262,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2263,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Water
2264,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
2265,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
2266,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Water
2267,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Water
2268,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
2269,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Water
2270,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Water
2271,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
2272,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
2273,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
2274,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
