Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFB_M_R
1501,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1502,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1503,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1504,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1505,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1506,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1507,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1508,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1509,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1510,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1511,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1512,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1513,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1514,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1515,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1516,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1517,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1518,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1519,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1520,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1521,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1522,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1523,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
1524,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1525,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1526,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1527,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1528,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1529,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1530,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1531,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1532,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1533,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1534,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1535,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,Grassland
1536,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1537,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
1538,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1539,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1540,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1541,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1542,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1543,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1544,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1545,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1546,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Forest
1547,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1548,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1549,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1550,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1551,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
1552,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1553,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1554,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1555,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1556,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1557,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1558,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1559,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Water
1560,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1561,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1562,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
1563,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
1564,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
1565,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
1566,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Water
1567,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
1568,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1569,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
1570,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
1571,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1572,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
1573,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1574,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1575,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
1576,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
1577,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
1578,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1579,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
1580,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
1581,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
1582,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Bareland
1583,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
1584,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1585,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
1586,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1587,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1588,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1589,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1590,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1591,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1592,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
1593,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1594,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1595,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1596,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1597,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1598,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1599,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1600,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1601,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1602,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
1603,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1604,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1605,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1606,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1607,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1608,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1609,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1610,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1611,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1612,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1613,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1614,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1615,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1616,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1617,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1618,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1619,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1620,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1621,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1622,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1623,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1624,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1625,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Built-up
1626,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1627,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1628,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1629,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1630,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1631,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1632,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1633,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1634,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1635,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1636,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1637,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1638,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1639,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1640,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1641,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1642,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1643,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1644,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1645,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1646,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1647,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1648,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1649,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1650,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1651,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1652,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1653,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1654,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1655,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1656,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1657,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1658,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1659,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1660,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1661,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1662,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1663,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1664,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1665,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1666,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1667,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
1668,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1669,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1670,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Water
1671,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
1672,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1673,NULL,Built-up,Water,Non_Water,Water,Bareland,Wetland,Grassland
1674,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1675,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
1676,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1677,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1678,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1679,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1680,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1681,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
1682,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1683,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1684,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1685,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1686,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1687,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1688,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1689,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1690,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1691,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1692,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1693,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1694,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1695,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1696,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1697,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1698,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1699,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1700,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1701,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1702,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1703,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1704,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1705,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1706,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1707,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1708,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1709,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1710,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1711,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1712,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1713,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1714,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1715,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1716,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1717,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1718,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
1719,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1720,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1721,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1722,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1723,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1724,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1725,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1726,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1727,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1728,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1729,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1730,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1731,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1732,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1733,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1734,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
1735,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1736,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Grassland
1737,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1738,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1739,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1740,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
1741,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1742,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1743,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1744,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1745,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1746,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1747,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1748,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1749,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1750,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
1751,NULL,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1752,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1753,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
1754,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1755,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1756,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1757,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1758,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1759,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1760,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1761,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1762,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1763,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1764,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1765,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1766,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1767,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1768,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1769,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1770,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
1771,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1772,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1773,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
1774,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1775,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1776,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
1777,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1778,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1779,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1780,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1781,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1782,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
1783,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1784,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1785,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1786,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1787,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1788,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1789,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1790,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1791,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1792,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1793,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1794,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1795,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1796,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1797,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1798,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1799,NULL,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
1800,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1801,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1802,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
1803,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1804,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1805,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1806,NULL,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1807,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1808,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1809,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1810,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1811,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1812,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1813,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1814,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1815,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1816,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1817,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1818,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1819,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
1820,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1821,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1822,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1823,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
1824,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1825,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1826,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1827,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1828,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
