Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBB_M_R
327,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
328,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
329,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
330,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
331,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
332,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
333,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
334,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
335,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
336,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
337,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
338,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
339,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
340,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
342,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
343,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
344,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
345,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
346,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
347,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
348,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
349,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
350,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
351,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
352,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
353,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
365,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
366,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
367,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
368,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
370,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
371,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
372,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
373,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
375,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
376,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
377,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
378,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
379,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
380,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
381,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
382,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
383,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
384,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
385,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
386,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
387,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
388,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
389,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
390,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
391,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
392,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
393,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
394,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
395,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
396,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
397,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
398,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
399,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
400,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
401,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
402,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
404,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
405,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
406,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
407,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
408,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
409,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
410,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
411,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
412,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
413,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
414,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
415,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
416,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
417,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
418,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
419,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
420,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
421,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
422,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
423,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
424,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
425,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
426,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
427,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
428,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
429,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
430,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
431,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
432,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
433,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
434,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
435,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
436,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
437,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
438,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
439,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
440,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
441,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
442,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
443,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
444,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
445,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
446,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
447,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
448,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
449,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
450,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
451,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
452,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
453,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
454,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
455,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
456,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
457,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
458,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
459,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
460,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
461,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
462,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
463,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
464,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
465,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
466,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
467,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
468,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
469,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
470,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
471,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
472,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
473,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
474,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
475,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
476,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
477,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
478,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
479,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
480,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
481,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
482,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
483,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
484,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
485,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
486,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
487,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
488,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
489,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
490,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
491,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
492,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
493,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
494,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
495,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
496,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
497,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
498,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
499,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
500,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
501,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
502,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
503,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
504,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
505,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
506,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
507,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
508,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
509,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
510,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
511,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
512,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
513,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
514,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
515,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
516,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
517,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
518,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
519,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
520,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
521,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
522,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
523,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
524,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
525,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
526,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
527,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
528,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
529,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
530,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
531,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
532,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
533,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
534,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
535,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
536,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
537,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
538,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
539,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
540,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
541,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
542,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
543,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
544,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
545,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
546,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
547,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
548,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
549,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
550,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
551,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
552,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
553,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
554,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
555,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
556,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
557,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
558,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
559,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
560,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
561,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
562,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
563,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
564,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
565,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
566,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
567,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
568,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
569,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
570,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
571,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Bareland
572,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
573,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
574,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
575,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
576,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
577,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
578,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
579,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
580,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
581,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
582,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
583,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
584,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
585,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
586,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
587,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
588,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
589,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
590,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
591,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
592,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
593,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
594,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
595,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
596,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
597,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
598,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
599,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
600,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
601,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
602,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
603,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
604,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
605,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
606,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
607,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
608,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
609,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
610,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
611,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
612,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
613,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
614,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
615,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
616,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
617,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
618,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
619,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
621,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
622,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
623,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
624,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
625,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
626,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
627,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
628,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
629,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
630,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
631,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
632,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
633,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
634,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
635,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
636,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
637,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
638,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
639,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
640,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
641,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
642,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
643,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
644,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
645,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
646,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
647,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
648,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
649,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
650,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
651,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
652,NULL,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
