Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LME_M_R
1378,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1379,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1380,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1381,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1382,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1383,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1384,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1385,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1386,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1387,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1388,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1389,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1390,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1391,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1392,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1393,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1394,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1395,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1396,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1397,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1398,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1399,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1400,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1401,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1402,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1403,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1404,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1405,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1406,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1407,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1408,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1409,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1410,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1411,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1412,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1413,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1414,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1415,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1416,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1417,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1418,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1419,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1420,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1421,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1422,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1423,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1424,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1425,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1426,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1427,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1428,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1429,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1430,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1431,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1432,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1433,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1434,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1435,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1436,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1437,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1438,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1439,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1440,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1441,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1442,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1443,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
1444,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1445,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1446,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1447,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1448,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1449,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1450,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1451,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1452,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1453,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1454,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1455,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1456,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
1457,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
1458,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1459,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1460,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1461,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1462,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1463,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1464,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1465,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1466,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
1467,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1468,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
1469,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1470,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
1471,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
1472,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1473,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1474,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1475,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1476,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1477,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1478,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1479,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1480,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1481,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1482,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1483,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1484,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1485,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1486,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1487,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1488,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1489,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1490,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1491,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1492,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1493,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1494,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
1495,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1496,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1497,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1498,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1499,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1500,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1501,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
1502,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1503,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1504,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
1505,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1506,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1507,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1508,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1509,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1510,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1511,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1512,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1513,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1514,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1515,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1516,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1517,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1518,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1519,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1520,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1521,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1522,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1523,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1524,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1525,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1526,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1527,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1528,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1529,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1530,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1531,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1532,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1533,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1534,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1535,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1536,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1537,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1538,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1539,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
1540,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1541,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1542,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1543,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1544,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1545,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1546,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1547,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1548,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1549,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1550,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1551,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1552,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1553,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1554,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1555,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1556,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1557,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1558,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1559,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1560,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1561,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1562,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1563,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1564,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1571,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1593,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1594,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1595,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1596,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1597,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1598,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1599,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1600,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1601,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1602,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1603,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1604,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1605,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1606,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1607,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
1608,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1609,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1610,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1611,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1612,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1613,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1614,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1615,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1616,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1617,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1618,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1619,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
1620,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1621,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1622,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1623,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1624,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1625,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1626,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1627,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1628,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1629,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1630,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1631,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1632,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1633,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1634,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1635,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1636,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1637,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1638,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1639,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1640,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1641,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1642,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1645,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1646,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1647,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
1648,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1649,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1650,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1651,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1652,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1653,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1654,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1655,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1656,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1657,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1658,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1659,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1660,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1661,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1662,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1663,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1664,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1665,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1666,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1667,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1668,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1669,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1670,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1671,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1672,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1673,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1674,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1675,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1676,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1677,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1678,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1679,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1680,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1681,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1682,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1683,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1684,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1685,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1686,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1687,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1688,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1689,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1690,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1691,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1692,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
