Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVS_M_R
3400,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3401,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
3402,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Water
3403,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
3404,Grassland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
3405,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
3406,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Wetland
3407,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3408,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3409,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3410,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3411,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3412,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3413,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3414,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3415,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3416,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3417,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3418,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3419,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3420,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3421,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3422,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3423,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3424,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3425,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3426,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3427,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3428,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3429,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3430,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3431,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3432,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3433,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3434,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3435,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3436,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3437,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
3438,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3439,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3440,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3441,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3442,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3443,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3444,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3445,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3446,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3447,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3448,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3449,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3450,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3451,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3452,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3453,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3454,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3455,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3456,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3457,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3458,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3459,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3460,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3461,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3462,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
3463,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3464,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
3465,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3466,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
3467,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3468,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3469,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3470,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3471,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3472,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3473,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3474,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3475,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3476,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3477,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Water
3478,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
3479,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
3480,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3481,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3482,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3483,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3484,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3485,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3486,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3487,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3488,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3489,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3490,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3491,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3492,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3493,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3494,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
3495,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3496,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3497,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3498,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
3499,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
3500,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3501,Grassland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
3502,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
3503,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
3504,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
3505,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
3506,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3507,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3508,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3509,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3510,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3511,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3512,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3513,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3514,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
3515,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3516,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3517,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
3518,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
3519,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
3520,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
3521,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3522,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
3523,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
3524,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
3525,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
3526,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3527,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3528,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3529,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3530,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3531,Grassland,Wetland,Water,Non_Water,Water,Grassland,NULL,Wetland
3532,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
3533,Grassland,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
3534,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
3535,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
3536,Grassland,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
3537,Grassland,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
3538,Grassland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
3539,Grassland,Wetland,Water,Water,Water,Water,Grassland,Wetland
3540,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
3541,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3542,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3543,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
3544,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3545,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
3546,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3547,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3548,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3549,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3550,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
3551,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
3552,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
3553,Grassland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3554,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3555,Grassland,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3556,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3557,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3558,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3559,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3560,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3561,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3562,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3563,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3564,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3565,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3566,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3567,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3568,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3569,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3570,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3571,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3572,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3573,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3574,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
3575,Grassland,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
3576,Grassland,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3577,Grassland,Built-up,Water,Non_Water,Water,Water,NULL,Wetland
3578,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3579,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3580,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3581,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3582,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3583,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3584,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3585,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3586,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3587,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3588,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
3589,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
3590,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
3591,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3592,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3593,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3594,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3595,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3596,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3597,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3598,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3599,Grassland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
3600,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3601,Grassland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
3602,Grassland,Water,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
3603,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
3604,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
3605,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3606,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
3607,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
3608,Grassland,Water,Water,Non_Water,Water,Water,NULL,Wetland
3609,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
3610,Grassland,Water,Water,Water,Water,Water,NULL,Wetland
3611,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3612,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3613,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3614,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3615,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3616,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3617,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3618,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3619,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3620,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3621,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3622,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3623,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3624,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3625,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3626,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3627,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3628,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3629,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3630,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3631,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3632,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3633,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3634,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3635,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
3636,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3637,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3638,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3639,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3640,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3641,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3642,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3643,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3644,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3645,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3646,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3647,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3648,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3649,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3650,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3651,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3652,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3653,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3654,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3655,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3656,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3657,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3658,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3659,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3660,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3661,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
3662,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3663,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3664,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3665,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3666,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3667,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3668,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3669,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3670,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3671,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3672,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3673,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3674,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3675,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3676,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3677,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3678,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3679,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3680,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3681,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3682,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3683,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3684,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3685,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3686,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3687,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3688,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3689,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3690,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3691,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3692,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3693,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3694,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3695,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3696,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3697,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3698,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3699,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3700,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3701,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3702,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3703,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
