Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R
326,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
327,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
328,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
329,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
330,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
331,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
332,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
333,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
334,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
335,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
336,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
337,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
338,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
339,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
340,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
341,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
342,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
343,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
344,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
345,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
346,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
347,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
348,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
349,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
350,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
351,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
352,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
353,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
354,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
355,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
356,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
357,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
358,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
359,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
360,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
361,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
362,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
363,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
364,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
365,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
366,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
369,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
370,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
371,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
372,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
373,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
374,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
375,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
376,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
377,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
378,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
379,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
380,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
381,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
382,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
383,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
384,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
385,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
386,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
387,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
388,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
389,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
391,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
392,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
393,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
394,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
395,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
396,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
397,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
398,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
399,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
400,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
401,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
402,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
403,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
404,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
405,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
406,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
407,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
408,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
409,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
410,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
411,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
412,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
413,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
414,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
416,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
417,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
419,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
420,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
421,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
422,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
423,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
424,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
425,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
426,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
429,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
430,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
433,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
434,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
435,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
436,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
437,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
438,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
439,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
440,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
441,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
443,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
444,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
445,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
446,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
448,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
449,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
450,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
451,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
452,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
453,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
454,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
455,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
456,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
457,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
458,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
459,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
460,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
461,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
462,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
463,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
464,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
465,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
466,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
467,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
468,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
469,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
470,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
471,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
472,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
473,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
474,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
475,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
476,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
477,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
478,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
479,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
480,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
481,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
482,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
483,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
484,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
485,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
486,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
487,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
488,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
489,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
490,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
491,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
503,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
506,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
507,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
508,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
509,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
510,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
511,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
512,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
513,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
514,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
515,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
516,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
517,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
518,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
519,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
520,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
521,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
522,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
523,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
524,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
525,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
526,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
527,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
528,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
529,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
530,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
532,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
533,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
534,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
535,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
536,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
537,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
538,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
539,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
540,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
541,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
542,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
543,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
544,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
545,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
546,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
547,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
548,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
549,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
550,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
551,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
552,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
553,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
554,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
555,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
556,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
557,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
558,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
559,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
560,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
561,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
562,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
563,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
564,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
565,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
566,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
567,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
568,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
569,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
570,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
571,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
572,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
573,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
574,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
575,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
576,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
577,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
578,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
579,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
580,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
581,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
582,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
583,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
584,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
585,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
586,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
587,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
588,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
589,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
590,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
591,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
592,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
593,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
594,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
595,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
596,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
597,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
598,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
599,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
600,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
601,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
602,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
603,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
604,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
605,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
606,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
607,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
608,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
609,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
610,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
612,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
613,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
614,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
615,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
616,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
617,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
618,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
619,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
621,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
622,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
623,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
624,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
625,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
626,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
627,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
628,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
629,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
630,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
631,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
633,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
634,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
635,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
636,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
637,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
638,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
639,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
640,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
641,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
642,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
643,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
644,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
645,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
646,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
647,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
648,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
649,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
650,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
651,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
652,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
653,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
