Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTA_M_R
2432,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2433,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2434,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2435,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2436,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2437,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
2438,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2439,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2440,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2441,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
2442,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2443,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
2444,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2445,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2446,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
2447,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2448,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
2449,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
2450,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2451,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
2452,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2453,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2454,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2455,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2456,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
2457,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2458,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2459,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2460,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
2461,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
2462,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2463,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2464,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Cropland
2465,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2466,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2467,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2468,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2469,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2470,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2471,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2472,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2473,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2474,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
2475,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
2476,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
2477,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
2478,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
2479,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
2480,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
2481,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
2482,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
2483,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
2484,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Cropland
2485,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2486,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
2487,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2488,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
2489,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
2490,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
2491,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2492,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2493,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
2494,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
2495,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2496,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2497,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
2498,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
2499,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
2500,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2501,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
2502,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
2503,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
2504,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Water
2505,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
2506,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Cropland
2507,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Wetland
2508,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
2509,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
2510,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
2511,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2512,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2513,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2514,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2515,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
2516,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2517,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2518,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
2519,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2520,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Built-up
2521,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2522,Grassland,NULL,Wetland,NULL,Wetland,NULL,Built-up,Wetland
2523,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2524,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
2525,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
2526,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
2527,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
2528,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
2529,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2530,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2531,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
2532,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2533,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2534,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2535,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2536,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2537,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2538,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2539,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2540,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2541,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2542,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2543,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2544,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2545,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2546,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2547,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2548,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2549,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2550,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2551,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2552,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2553,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2554,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
2555,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
2556,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2557,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2558,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
2559,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2560,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2561,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2562,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
2563,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2564,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
2565,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2566,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
2567,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2568,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2569,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2570,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2571,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2572,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
2573,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
2574,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2575,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2576,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2577,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
2578,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2579,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2580,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2581,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2582,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2583,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2584,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2585,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
2586,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
2587,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
2588,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
2589,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2590,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Cropland
2591,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
2592,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
2593,Grassland,NULL,Wetland,Water,Wetland,NULL,Built-up,Wetland
2594,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
2595,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
2596,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
2597,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Water
2598,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Forest
2599,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
2600,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2601,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2602,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2603,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2604,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2605,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2606,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
2607,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
2608,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Wetland
2609,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
2610,Grassland,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
2611,Grassland,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
2612,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2613,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2614,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2615,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2616,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2617,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2618,Grassland,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
2619,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
2620,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2621,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2622,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2623,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
2624,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
2625,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2626,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2627,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Cropland
2628,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
2629,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2630,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
2631,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
2632,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2633,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
2634,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2635,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2636,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2637,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2638,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2639,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2640,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
2641,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
2642,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2643,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2644,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2645,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2646,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2647,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2648,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2649,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2650,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2651,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2652,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2653,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Wetland
2654,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
2655,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2656,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
2657,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
2658,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2659,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2660,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2661,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2662,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2663,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2664,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2665,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2666,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2667,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2668,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
2669,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2670,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2671,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
2672,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2673,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2674,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Cropland
2675,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
2676,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
2677,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2678,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2679,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
2680,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2681,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2682,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2683,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2684,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2685,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
2686,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2687,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2688,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2689,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
2690,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2691,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2692,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2693,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2694,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2695,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2696,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2697,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
2698,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2699,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2700,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2701,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2702,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2703,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
2704,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2705,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2706,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2707,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
2708,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2709,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2710,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2711,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2712,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2713,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2714,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
2715,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2716,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2717,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2718,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Cropland
2719,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Wetland
2720,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2721,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2722,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2723,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Wetland
2724,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2725,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Water
2726,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2727,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2728,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Wetland
2729,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Wetland
2730,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
2731,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
2732,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
2733,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
2734,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
2735,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2736,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
2737,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2738,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2739,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2740,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
2741,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
2742,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2743,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2744,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2745,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2746,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2747,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2748,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2749,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2750,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2751,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2752,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2753,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2754,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2755,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
