Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUM_M_R
2622,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
2623,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
2624,NULL,Water,Wetland,Water,Wetland,Shrubland,Forest,Grassland
2625,NULL,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
2626,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
2627,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2628,NULL,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
2629,NULL,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
2630,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
2631,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
2632,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
2633,NULL,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2634,NULL,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2635,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2636,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2637,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2638,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2639,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2640,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2641,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
2642,NULL,Water,Water,NULL,Water,Shrubland,Forest,Forest
2643,NULL,Water,Water,Non_Water,Water,Water,Water,Grassland
2644,NULL,Water,Water,Non_Water,Water,Water,Water,Wetland
2645,NULL,Water,Water,Non_Water,Water,Forest,Water,Water
2646,NULL,Water,Water,Non_Water,Water,Forest,Forest,Wetland
2647,NULL,Water,Water,Water,Water,NULL,Forest,Wetland
2648,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
2649,NULL,Water,Water,Water,Water,Water,Water,Wetland
2650,NULL,Water,Water,Water,Water,Water,Water,Water
2651,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2652,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2653,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2654,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2655,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2656,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2657,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2658,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2659,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2660,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2661,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2662,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2663,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2664,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2665,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2666,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2667,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2668,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2669,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2670,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
2671,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2672,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2673,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2674,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2675,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2676,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2677,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2678,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2679,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2680,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2681,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2682,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2683,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
2684,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2685,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
2686,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2687,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2688,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2689,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2690,NULL,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
2691,NULL,Water,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
2692,NULL,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
2693,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
2694,NULL,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
2695,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2696,NULL,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
2697,NULL,Water,Forest,Water,Non_Wetland,Forest,Forest,Grassland
2698,NULL,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2699,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2700,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2701,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2702,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2703,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2704,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2705,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2706,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2707,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2708,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2709,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
2710,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2711,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2712,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2713,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2714,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2715,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2716,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
2717,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2718,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2719,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2720,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2721,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2722,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2723,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2724,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2725,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2726,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2727,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2728,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
2729,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2730,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2731,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
2732,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2733,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2734,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2735,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2736,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2737,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2738,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2739,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2740,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2741,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2742,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2743,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2744,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2745,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2746,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2747,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2748,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2749,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2750,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2751,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2752,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2753,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
2754,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2755,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2756,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2757,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2758,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2759,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2760,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2761,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2762,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2763,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2764,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2765,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2766,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2767,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2768,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2769,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2770,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2771,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2772,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2773,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2774,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
2775,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
2776,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2777,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2778,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2779,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2780,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2781,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2782,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2783,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2784,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2785,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2786,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2787,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2788,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
2789,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2790,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2791,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2792,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2793,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2794,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2795,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2796,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2797,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2798,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2799,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2800,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2801,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2802,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2803,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2804,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
2805,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2806,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2807,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2808,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2809,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2810,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2811,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2812,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2813,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2814,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2815,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2816,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2817,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2818,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2819,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2820,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2821,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2822,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2823,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2824,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2825,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2826,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2827,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2828,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2829,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2830,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2831,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2832,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2833,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
2834,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2835,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2836,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2837,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2838,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2839,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2840,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2841,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2842,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2843,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2844,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2845,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2846,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2847,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2848,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2849,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
2850,NULL,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
2851,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2852,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2853,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2854,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2855,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2856,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2857,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2858,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2859,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2860,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
2861,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2862,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2863,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2864,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2865,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2866,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2867,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2868,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2869,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2870,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2871,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2872,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2873,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2874,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2875,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
2876,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2877,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2878,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2879,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2880,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2881,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2882,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2883,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2884,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2885,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2886,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2887,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2888,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2889,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2890,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2891,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2892,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2893,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2894,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2895,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2896,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2897,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
2898,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
2899,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2900,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2901,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
2902,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2903,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2904,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2905,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2906,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2907,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2908,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2909,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2910,NULL,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2911,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2912,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2913,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2914,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2915,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2916,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2917,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2918,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2919,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2920,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2921,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2922,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2923,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2924,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2925,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2926,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2927,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2928,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2929,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2930,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2931,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2932,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2933,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2934,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2935,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2936,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2937,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2938,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2939,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2940,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2941,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2942,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2943,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2944,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
2945,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
2946,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2947,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2948,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
2949,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2950,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2951,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2952,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
