Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLE_M_R
2145,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2146,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2147,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2148,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2149,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2150,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2151,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2152,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2153,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2154,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2155,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2156,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2157,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2158,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2159,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2160,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2161,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2162,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2163,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2164,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2165,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2166,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2167,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2168,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2169,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2170,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2171,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2172,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2173,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2174,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2175,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2176,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2177,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2178,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2179,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2180,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2181,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2182,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2183,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2184,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2185,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2186,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2187,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2188,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2189,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2190,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2191,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2192,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2193,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2194,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2195,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2196,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2197,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2198,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2199,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2200,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2201,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2202,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2203,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
2204,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2205,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2206,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2207,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2208,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2209,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2210,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2211,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2212,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2213,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2214,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2215,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2216,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2217,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2218,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2219,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2220,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2221,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2222,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2223,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2224,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2225,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2226,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2227,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
2228,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2229,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2230,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2231,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2232,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2233,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2234,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2235,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2236,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2237,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2238,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2239,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2240,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2241,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2242,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2243,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2244,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2245,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2246,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2247,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2248,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
2249,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2250,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2251,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2252,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2253,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2254,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2255,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2256,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2257,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2258,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2259,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2260,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2261,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2262,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2263,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2264,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2265,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2266,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2267,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2268,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
2269,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2270,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2271,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2272,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2273,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2274,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2275,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2276,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2277,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2278,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2279,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
2280,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2281,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2282,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2283,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2284,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2285,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2286,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2287,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2288,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2289,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2290,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2291,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2292,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2293,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2294,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2295,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2296,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2297,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2298,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2299,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2300,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2301,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2302,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2303,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2304,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2305,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2306,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2307,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2308,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2309,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2310,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2311,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2312,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2313,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2314,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2315,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2316,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2317,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2318,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2319,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2320,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2321,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2322,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2323,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2324,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2325,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2326,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
2327,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Built-up
2328,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2329,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2330,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2331,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2332,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2333,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2334,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2335,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2336,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2337,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2338,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2339,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2340,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2341,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2342,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2343,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2344,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2345,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
2346,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Bareland
2347,NULL,Cropland,Water,NULL,Water,Shrubland,NULL,NULL
2348,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
2349,NULL,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
2350,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,NULL
2351,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2352,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
2353,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
2354,NULL,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
2355,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
2356,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
2357,NULL,Cropland,Water,NULL,Water,Forest,NULL,Forest
2358,NULL,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
2359,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Cropland
2360,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2361,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2362,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2363,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2364,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2365,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2366,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2367,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2368,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2369,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2370,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2371,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2372,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2373,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
2374,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2375,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
2376,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2377,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2378,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2379,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2380,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2381,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2382,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2383,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2384,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2385,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2386,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2387,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2388,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2389,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
2390,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2391,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2392,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2393,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2394,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2395,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2396,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2397,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2398,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2399,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2400,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2401,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2402,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2403,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2404,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2405,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2406,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2407,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2408,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2409,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
2410,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2411,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2412,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2413,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2414,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2415,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2416,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2417,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2418,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2419,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2420,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2421,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2422,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2423,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2424,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2425,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2426,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2427,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2428,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2429,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2430,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2431,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2432,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2433,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2434,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2435,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2436,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2437,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2438,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2439,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2440,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2441,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2442,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2443,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2444,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2445,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2446,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2447,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2448,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2449,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2450,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2451,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2452,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2453,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
2454,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2455,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
2456,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2457,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2458,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2459,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2460,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2461,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2462,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
2463,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
