Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYK_M_R
2110,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2111,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2112,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
2113,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2114,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2115,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2116,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2117,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2118,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2119,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2120,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2121,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2122,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2123,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2124,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2125,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2126,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2127,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2128,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
2129,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2130,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2131,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2132,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2133,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2134,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2135,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2136,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2137,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2138,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2139,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2140,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2141,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2142,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2143,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2144,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2145,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2146,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2147,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2148,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2149,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
2150,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2151,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2152,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2153,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2154,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2155,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
2156,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
2157,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2158,NULL,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
2159,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
2160,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2161,NULL,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2162,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2163,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2164,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2165,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2166,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2167,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2168,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2169,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
2170,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2171,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2172,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
2173,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2174,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2175,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2176,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2177,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2178,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2179,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2180,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
2181,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
2182,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
2183,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Water
2184,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Built-up
2185,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2186,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2187,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2188,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2189,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2190,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2191,NULL,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
2192,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2193,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
2194,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2195,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2196,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2197,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
2198,NULL,Water,Water,NULL,Water,Grassland,Grassland,Forest
2199,NULL,Water,Water,NULL,Water,Grassland,Bareland,Forest
2200,NULL,Water,Water,NULL,Water,Bareland,Grassland,Bareland
2201,NULL,Water,Water,NULL,Water,Bareland,Grassland,Forest
2202,NULL,Water,Water,NULL,Water,Bareland,Bareland,Bareland
2203,NULL,Water,Water,NULL,Water,Bareland,Bareland,Water
2204,NULL,Water,Water,NULL,Water,Bareland,Bareland,Forest
2205,NULL,Water,Water,NULL,Water,Bareland,Water,Bareland
2206,NULL,Water,Water,NULL,Water,Bareland,Water,Water
2207,NULL,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
2208,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2209,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2210,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2211,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2212,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2213,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2214,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2215,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2216,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2217,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2218,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2219,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2220,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2221,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2222,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2223,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2224,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2225,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2226,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2227,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2228,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2229,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2230,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2231,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2232,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2233,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2234,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2235,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2236,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2237,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2238,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2239,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2240,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2241,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2242,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2243,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2244,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2245,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2246,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2247,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2248,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2249,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2250,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2251,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2252,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2253,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2254,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2255,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2256,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2257,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2258,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2259,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2260,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2261,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2262,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2263,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2264,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2265,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2266,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2267,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2268,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2269,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2270,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2271,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2272,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2273,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
2274,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2275,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2276,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2277,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2278,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2279,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2280,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2281,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2282,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2283,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2284,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2285,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2286,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2287,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2288,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2289,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2290,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2291,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2292,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2293,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2294,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2295,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2296,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2297,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2298,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2299,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2300,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2301,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2302,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2303,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2304,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2305,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2306,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2307,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2308,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2309,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2310,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2311,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2312,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2313,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2314,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2315,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2316,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2317,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2318,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2319,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2320,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2321,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2322,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2323,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2324,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2325,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2326,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2327,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2328,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2329,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2330,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2331,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2332,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2333,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2334,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2335,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2336,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2337,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2338,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2339,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2340,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2341,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2342,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2343,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2344,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2345,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2346,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2347,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2348,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2349,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2350,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2351,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2352,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2353,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2354,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2355,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2356,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2357,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2358,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2359,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2360,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2361,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2362,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2363,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2364,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2365,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2366,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2367,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2368,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2369,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2370,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2371,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2372,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2373,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2374,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2375,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2376,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2377,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2378,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2379,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2380,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2381,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2382,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2383,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2384,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2385,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2386,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2387,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2388,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2389,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2390,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2391,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2392,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2393,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2394,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2395,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2396,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2397,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2398,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2399,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2400,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2401,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2402,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2403,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2404,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2405,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2406,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2407,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2408,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2409,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2410,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2411,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2412,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2413,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2414,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2415,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2416,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2417,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2418,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2419,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2420,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2421,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2422,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2423,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2424,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2425,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2426,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2427,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2428,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2429,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2430,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2431,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2432,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2433,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2434,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2435,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2436,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2437,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
