Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHS_M_R
3856,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3857,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3858,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3859,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3860,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3861,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3862,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3863,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3864,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3865,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3866,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3867,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3868,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3869,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3870,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3871,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3872,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3873,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3874,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3875,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3876,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3877,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
3878,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3879,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3880,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3881,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
3882,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3883,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3884,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
3885,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
3886,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3887,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3888,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3889,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
3890,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
3891,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3892,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3893,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3894,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3895,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
3896,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
3897,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
3898,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
3899,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
3900,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
3901,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3902,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
3903,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
3904,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3905,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3906,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
3907,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3908,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3909,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3910,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3911,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3912,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3913,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3914,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3915,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3916,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3917,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3918,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
3919,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3920,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3921,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
3922,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3923,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3924,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3925,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
3926,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
3927,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3928,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3929,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3930,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3931,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3932,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3933,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3934,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3935,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3936,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3937,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3938,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3939,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3940,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3941,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3942,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3943,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
3944,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3945,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3946,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3947,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3948,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3949,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3950,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3951,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3952,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3953,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3954,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3955,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3956,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3957,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3958,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3959,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3960,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3961,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3962,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3963,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3964,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3965,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3966,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3967,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3968,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
3969,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3970,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3971,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3972,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3973,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3974,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3975,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3976,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3977,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3978,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3979,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3980,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3981,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3982,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
3983,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3984,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3985,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3986,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3987,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
3988,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3989,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3990,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3991,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3992,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3993,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3994,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3995,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3996,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
3997,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
3998,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3999,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
4000,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4001,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4002,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
4003,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4004,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4005,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4006,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4007,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4008,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
4009,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4010,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
4011,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
4012,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4013,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4014,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4015,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4016,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4017,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4018,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4019,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4020,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
4021,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4022,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4023,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4024,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4025,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4026,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4027,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4028,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4029,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4030,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4031,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4032,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4033,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4034,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4035,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4036,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4037,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4038,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4039,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4040,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4041,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4042,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4043,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4044,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4045,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4046,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4047,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4048,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4049,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4050,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4051,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4052,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4053,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4054,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4055,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4056,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4057,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4058,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4059,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4060,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4061,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4062,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4063,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4064,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4065,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4066,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4067,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4068,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4069,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4070,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4071,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4072,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4073,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4074,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4075,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4076,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4077,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4078,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4079,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4080,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4081,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4082,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4083,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4084,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4085,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4086,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4087,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4088,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4089,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4090,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4091,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4092,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4093,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4094,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4095,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4096,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4097,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4098,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4099,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4100,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4101,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4102,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4103,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4104,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4105,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4106,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4107,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4108,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4109,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4110,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4111,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4112,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4113,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4114,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4115,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4116,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4117,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4118,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4119,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4120,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4121,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
4122,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4123,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4124,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4125,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
4126,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
4127,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4128,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
4129,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4130,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
4131,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4132,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4133,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4134,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
4135,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4136,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
4137,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
4138,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
4139,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
4140,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4141,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4142,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4143,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4144,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4145,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4146,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4147,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
4148,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
4149,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
4150,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
4151,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4152,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
4153,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4154,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4155,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4156,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4157,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4158,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4159,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4160,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
4161,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4162,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
4163,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
4164,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4165,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4166,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4167,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4168,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4169,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4170,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4171,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
4172,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4173,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
