Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTF_M_R
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
389,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
390,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
391,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
392,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
393,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
394,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
395,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
396,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Built-up
397,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
398,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
399,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
400,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Built-up
401,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
402,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
403,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
404,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
405,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Water
406,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
407,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
408,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
409,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Built-up
410,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
411,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
412,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
413,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
414,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Built-up
415,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
416,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
417,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Built-up
418,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
419,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
420,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
421,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
422,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
423,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,NULL,Built-up
424,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,NULL,Forest
425,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
426,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
427,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
428,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
429,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
431,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
433,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
434,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
435,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
436,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
437,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
438,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
439,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
441,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
442,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
443,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
444,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
448,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
452,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
453,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
457,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
459,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
465,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
467,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
469,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
470,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
472,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
473,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
475,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
477,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
478,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
485,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
486,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
489,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
490,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
491,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
494,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
495,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
496,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
497,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
498,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
499,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
500,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
501,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
502,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
581,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
592,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
610,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
613,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
618,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
621,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
624,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
628,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
650,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
651,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
652,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
653,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
654,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
655,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
656,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
657,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
658,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
659,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
660,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
