Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQE_M_R
1562,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
1563,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1564,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1565,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1566,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1567,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1568,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
1569,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
1570,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
1571,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
1572,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
1573,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
1574,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
1575,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
1576,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1577,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1578,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1579,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1580,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1581,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1582,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
1583,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
1584,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
1585,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1586,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
1587,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
1588,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1589,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1590,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1591,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1592,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1593,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1594,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1595,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1596,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1597,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
1598,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1599,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1600,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Cropland
1601,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
1602,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Water
1603,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
1604,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1605,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1606,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1607,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1608,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1609,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1610,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1611,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
1612,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1613,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1614,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1615,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1616,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1617,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1618,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1619,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1620,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Cropland
1621,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1622,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1623,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1624,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1625,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1626,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1627,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1628,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1629,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1630,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1631,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1632,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1633,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1634,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1635,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1636,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1637,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1638,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1639,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1640,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Water
1641,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,NULL
1642,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
1643,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
1644,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
1645,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
1646,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Water
1647,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1648,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,NULL
1649,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1650,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Cropland
1651,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
1652,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
1653,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
1654,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Built-up,Grassland
1655,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
1656,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
1657,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
1658,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1659,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
1660,NULL,NULL,Bareland,Water,Non_Wetland,Water,NULL,Grassland
1661,NULL,NULL,Bareland,Water,Non_Wetland,Water,NULL,Wetland
1662,NULL,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Grassland
1663,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
1664,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1665,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1666,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1667,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1668,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1669,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1670,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1671,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1672,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1673,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1674,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1675,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
1676,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Wetland
1677,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1678,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1679,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1680,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1681,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1682,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1683,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1684,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1685,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1686,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1687,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1688,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1689,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1690,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1691,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1692,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1693,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1694,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1695,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1696,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1697,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1698,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1699,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
1700,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1701,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1702,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1703,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
1704,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Wetland
1705,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
1706,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1707,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1708,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1709,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1710,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1711,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1712,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1713,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1714,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1715,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1716,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1717,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1718,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1719,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1720,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1721,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
1722,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1723,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1724,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1725,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1726,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1727,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1728,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1729,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Wetland
1730,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1731,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1732,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
1733,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
1734,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
1735,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
1736,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1737,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1738,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1739,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1740,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1741,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1742,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1743,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1744,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1745,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1746,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1747,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1748,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1749,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1750,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1751,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1752,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1753,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1754,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
1755,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1756,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1757,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1758,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1759,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1760,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1761,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Water
1762,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1763,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1764,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1765,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
1766,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1767,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1768,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1769,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
1770,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1771,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Cropland
1772,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
1773,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
1774,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Water
1775,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
1776,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1777,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1778,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1779,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1780,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1781,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
1782,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1783,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1784,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1785,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1786,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1787,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1788,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1789,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1790,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
1791,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1792,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1793,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1794,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1795,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1796,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1797,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1798,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1799,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1800,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1801,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1802,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1803,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1804,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1805,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1806,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1807,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1808,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1809,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1810,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1811,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1812,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1813,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1814,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1815,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1816,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1817,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1818,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1819,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1820,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1821,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1822,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1823,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1824,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1825,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1826,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1827,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1828,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1829,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1830,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
1831,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1832,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1833,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1834,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1835,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
1836,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,NULL
1837,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Bareland
1838,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1839,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
1840,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
1841,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
1842,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Built-up
1843,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
1844,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1845,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,NULL
1846,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1847,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1848,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1849,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1850,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
1851,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1852,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1853,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1854,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1855,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
1856,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1857,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Shrubland,NULL
1858,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Cropland
1859,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1860,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Cropland
1861,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Built-up,NULL
1862,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,NULL
1863,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Water
1864,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1865,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
1866,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Grassland,Grassland
1867,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Grassland,Water
1868,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1869,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1870,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
1871,NULL,NULL,Water,NULL,Water,NULL,Shrubland,NULL
1872,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Water
1873,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1874,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
1875,NULL,NULL,Water,NULL,Water,NULL,Water,NULL
1876,NULL,NULL,Water,NULL,Water,Shrubland,NULL,NULL
1877,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Cropland
1878,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
1879,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1880,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1881,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1882,NULL,NULL,Water,NULL,Water,Grassland,NULL,NULL
1883,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1884,NULL,NULL,Water,NULL,Water,Grassland,NULL,Bareland
1885,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1886,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
1887,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1888,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
